,Actors,Awards,BoxOffice,Country,DVD,Director,Episode,Genre,Internet Movie Database,Language,Metacritic,Metascore,Plot,Poster,Production,Rated,Released,Response,Rotten Tomatoes,Runtime,Season,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,seriesID,totalSeasons
0,"Charlton Heston, Roddy McDowall, Kim Hunter, Maurice Evans",Nominated for 2 Oscars. Another 6 wins & 2 nominations.,N/A,USA,N/A,Franklin J. Schaffner,,"Adventure, Sci-Fi",8.0/10,English,79/100,79,"An astronaut crew crash-lands on a planet in the distant future where intelligent talking apes are the dominant species, and humans are the oppressed and enslaved.",https://m.media-amazon.com/images/M/MV5BMTg0NjUwMzg5NF5BMl5BanBnXkFtZTgwNDQ0NjcwMTE@._V1_SX300.jpg,N/A,G,03 Apr 1968,True,88%,112 min,,Planet of the Apes,movie,N/A,"Michael Wilson (screenplay by), Rod Serling (screenplay by), Pierre Boulle (based on the novel by)",1968,tt0063442,8.0,"161,305",,
0,"Robert Arkins, Michael Aherne, Angeline Ball, Maria Doyle Kennedy",Nominated for 1 Oscar. Another 11 wins & 11 nominations.,N/A,"Ireland, UK",N/A,Alan Parker,,"Comedy, Drama, Music",7.6/10,"English, Irish",73/100,73,"When Jimmy Rabbitte wants to start a band, he has open auditions at his house.",https://m.media-amazon.com/images/M/MV5BNTRiMmUyMTMtMmI1Ny00MmUyLWJmZGUtNDVhMWMxNDA3OGNiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,N/A,R,13 Sep 1991,True,89%,118 min,,The Commitments,movie,N/A,"Roddy Doyle (novel), Dick Clement (screenplay), Ian La Frenais (screenplay), Roddy Doyle (screenplay)",1991,tt0101605,7.6,"31,231",,
0,"Bing Crosby, Fred Astaire, Marjorie Reynolds, Virginia Dale",Won 1 Oscar. Another 2 nominations.,N/A,USA,N/A,"Mark Sandrich, Robert Allen",,"Comedy, Drama, Music, Musical, Romance",7.4/10,English,,N/A,"At an inn which is only open on holidays, a crooner and a hoofer vie for the affections of a beautiful up-and-coming performer.",https://m.media-amazon.com/images/M/MV5BMTUyODU0OTUwMF5BMl5BanBnXkFtZTgwMTE4NTQzMjE@._V1_SX300.jpg,N/A,Passed,04 Sep 1942,True,100%,100 min,,Holiday Inn,movie,N/A,"Claude Binyon (screenplay), Elmer Rice (adaptation), Irving Berlin (based on an idea by)",1942,tt0034862,7.4,"12,647",,
0,"Eddie Albert, Paul Anka, Arletty, Jean-Louis Barrault",Won 2 Oscars. Another 6 wins & 6 nominations.,N/A,USA,N/A,"Ken Annakin, Andrew Marton, Gerd Oswald, Bernhard Wicki, Darryl F. Zanuck",,"Action, Drama, History, War",7.8/10,"English, German, French",75/100,75,"The events of D-Day, told on a grand scale from both the Allied and German points of view.",https://m.media-amazon.com/images/M/MV5BZTM1ZjQ2YTktNDM2MS00NGY2LTkzNzItZTU4ODg1ODNkMWYxL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,N/A,G,04 Oct 1962,True,87%,178 min,,The Longest Day,movie,N/A,"Cornelius Ryan (screenplay), Cornelius Ryan (book), Romain Gary (additional episodes written by), James Jones (additional episodes written by), David Pursall (additional episodes written by), Jack Seddon (additional episodes written by)",1962,tt0056197,7.8,"50,769",,
0,"Sara Gilbert, Drew Barrymore, Tom Skerritt, Cheryl Ladd",2 nominations.,N/A,USA,N/A,Katt Shea,,"Drama, Thriller",5.4/10,English,51/100,51,A seductive teen befriends an introverted high school student and schemes her way into the lives of her wealthy family.,https://m.media-amazon.com/images/M/MV5BZTgzNTZhODktZjE4Ny00ZDIwLWE3NjEtOTVmMWM0Nzc5YzZmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,R,08 May 1992,True,36%,90 min,,Poison Ivy,movie,N/A,"Melissa Goddard (story), Andy Ruben (screenplay), Katt Shea (screenplay)",1992,tt0105156,5.4,"16,775",,
0,"Jaime Pressly, Megan Edwards, Michael Des Barres, Greg Vaughan",N/A,N/A,USA,N/A,Kurt Voss,,"Drama, Thriller",4.8/10,English,,N/A,A sinister seductress vows to destroy a suburban family.,https://m.media-amazon.com/images/M/MV5BY2Y0MzU5NTMtYjkyNy00OWI1LTk3MjMtYWZmMzAzOWFjMjFiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,R,20 May 1997,True,,95 min,,Poison Ivy: The New Seduction,movie,N/A,Karen Kelly,1997,tt0119908,4.8,"3,793",,
0,"Martin Lawrence, Tim Robbins, John C. McGinley, Giancarlo Esposito",1 win.,N/A,USA,N/A,Steve Oedekerk,,"Action, Adventure, Comedy, Crime",6.7/10,English,,N/A,"Nick's wife's in bed with his boss. He later gets a gun to his head by a carjacker but steps on the gas pedal. They end up friends after adventures together - holdups, burglary, reckless driving, revenge etc. Twists follow.",https://m.media-amazon.com/images/M/MV5BMDI4ZGFmMjUtMjU5ZS00ZDEwLWJlNjMtZTc3MDMwNzBhODhjL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,R,18 Jul 1997,True,28%,98 min,,Nothing to Lose,movie,N/A,Steve Oedekerk,1997,tt0119807,6.7,"42,770",,
0,"Martin Balsam, Sô Yamamura, Jason Robards, Joseph Cotten",Won 1 Oscar. Another 1 win & 7 nominations.,N/A,"Japan, USA",N/A,"Richard Fleischer, Kinji Fukasaku, Toshio Masuda",,"Action, Drama, History, War",7.5/10,"English, Japanese",46/100,46,"In 1941, following months of economic embargo, Japan prepares to open its war against the United States with a preventive attack on the US naval base at Pearl Harbor.",https://m.media-amazon.com/images/M/MV5BY2MyZWY2ZDAtOTM5ZC00NTM4LTgxNWYtYjBiMTFkNjFjNTM4XkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg,N/A,G,23 Sep 1970,True,55%,144 min,,Tora! Tora! Tora!,movie,N/A,"Larry Forrester (screenplay), Hideo Oguni (screenplay), Ryûzô Kikushima (screenplay), Gordon W. Prange (based on ""Tora! Tora! Tora!""), Ladislas Farago (based on ""The Broken Seal"")",1970,tt0066473,7.5,"30,750",,
0,"Carmen Maura, Antonio Banderas, Julieta Serrano, María Barranco",Nominated for 1 Oscar. Another 22 wins & 23 nominations.,N/A,Spain,N/A,Pedro Almodóvar,,"Comedy, Drama",7.6/10,Spanish,85/100,85,A television actress encounters a variety of eccentric characters after embarking on a journey to discover why her lover abruptly left her.,https://m.media-amazon.com/images/M/MV5BYWM1NWFjMDItODg5OS00MWUwLWFjNWUtOGZkZWM3NmRiMWNjXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,N/A,R,11 Nov 1988,True,90%,88 min,,Women on the Verge of a Nervous Breakdown,movie,N/A,Pedro Almodóvar (screenplay),1988,tt0095675,7.6,"34,223",,
0,"Paul Newman, Charlotte Rampling, Jack Warden, James Mason",Nominated for 5 Oscars. Another 3 wins & 9 nominations.,N/A,USA,N/A,Sidney Lumet,,Drama,7.7/10,English,77/100,77,A lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.,https://m.media-amazon.com/images/M/MV5BMTU5MzMwMzAzM15BMl5BanBnXkFtZTcwNjYyMjA0Mg@@._V1_SX300.jpg,N/A,R,17 Dec 1982,True,88%,129 min,,The Verdict,movie,N/A,"Barry Reed (based upon the novel by), David Mamet (screenplay)",1982,tt0084855,7.7,"33,924",,
0,"Joanne Woodward, Nell Potts, Roberta Wallach, Judith Lowry",Nominated for 1 Golden Globe. Another 4 wins & 2 nominations.,N/A,USA,N/A,Paul Newman,,Drama,7.5/10,English,,N/A,"From the Pullizer Prize winning play by Paul Zindel, this is the story of Beatrice Hunsdorfer and her daughters, Ruth and Matilda. A middle-aged widowed eccentric, Beatrice is looking for ...",https://m.media-amazon.com/images/M/MV5BMzkxMDQ4MTQxMl5BMl5BanBnXkFtZTgwMDY0MTM0MDE@._V1_SX300.jpg,N/A,PG,30 May 1973,True,70%,100 min,,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,movie,N/A,"Paul Zindel (play), Alvin Sargent (screenplay)",1972,tt0068528,7.5,"1,993",,
0,"Peter Weller, John Lithgow, Ellen Barkin, Jeff Goldblum",5 nominations.,N/A,USA,N/A,W.D. Richter,,"Adventure, Comedy, Romance, Sci-Fi",6.3/10,English,70/100,70,"Adventurer, brain surgeon, rock musician Buckaroo Banzai and his crime-fighting team, the Hong Kong Cavaliers, must stop evil alien invaders from the eighth dimension who are planning to conquer Earth.",https://m.media-amazon.com/images/M/MV5BMmE1OWZjYjctYzZlNi00YmEyLTg4YWYtZDc4NTE2ODZlYzhhXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,N/A,PG,08 Nov 1984,True,69%,103 min,,The Adventures of Buckaroo Banzai Across the 8th Dimension,movie,N/A,Earl Mac Rauch,1984,tt0086856,6.3,"23,011",,
0,"Edward James Olmos, Estelle Harris, Mark Phelan, Virginia Paris",Nominated for 1 Oscar. Another 11 wins & 6 nominations.,N/A,USA,N/A,Ramón Menéndez,,"Biography, Drama",7.3/10,"English, Spanish",77/100,77,"The story of Jaime Escalante, a high school teacher who successfully inspired his dropout prone students to learn calculus.",https://m.media-amazon.com/images/M/MV5BMTQ2MjA4MTcwOF5BMl5BanBnXkFtZTgwNTI4OTI1MDE@._V1_SX300.jpg,N/A,PG,11 Mar 1988,True,73%,103 min,,Stand and Deliver,movie,N/A,"Ramón Menéndez, Tom Musca",1988,tt0094027,7.3,"15,333",,
0,"Cher, Nicolas Cage, Vincent Gardenia, Olympia Dukakis",Won 3 Oscars. Another 15 wins & 19 nominations.,N/A,USA,N/A,Norman Jewison,,"Comedy, Drama, Romance",7.1/10,"English, Italian, Latin",83/100,83,"Loretta Castorini, a bookkeeper from Brooklyn, New York, finds herself in a difficult situation when she falls for the brother of the man she has agreed to marry.",https://m.media-amazon.com/images/M/MV5BMjIwMDY0NzYyMF5BMl5BanBnXkFtZTcwOTE5NDk0NA@@._V1_SX300.jpg,N/A,PG,15 Jan 1988,True,93%,102 min,,Moonstruck,movie,N/A,John Patrick Shanley,1987,tt0093565,7.1,"46,963",,
0,"Elizabeth Taylor, Richard Burton, Eva Marie Saint, Charles Bronson",Won 1 Oscar. Another 2 wins & 3 nominations.,N/A,USA,N/A,Vincente Minnelli,,Drama,6.3/10,English,,N/A,"A free-spirited single mother forms a connection with the wedded headmaster of an Episcopalian boarding school in Monterey, California.",https://m.media-amazon.com/images/M/MV5BZDM3MGIwN2QtN2MzOS00NDEwLTk1YTktYWU3MThmNzJiZmIyXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,N/A,TV-14,23 Jun 1965,True,,117 min,,The Sandpiper,movie,N/A,"Martin Ransohoff (story), Irene Kamp (adaptation), Louis Kamp (adaptation), Dalton Trumbo, Michael Wilson",1965,tt0059674,6.3,"2,744",,
0,"Robert Redford, Will Geer, Delle Bolton, Josh Albee",1 win & 1 nomination.,N/A,USA,N/A,Sydney Pollack,,"Adventure, Drama, Western",7.6/10,"English, Crow, French",75/100,75,"A mountain man who wishes to live the life of a hermit becomes the unwilling object of a long vendetta by the Crow tribe, and proves to be a match for their warriors in single combat on the early frontier.",https://m.media-amazon.com/images/M/MV5BYzE0NWI0ZDctYjkwNi00YTM3LWI4MjYtZGRlN2JiMjZmYzY3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,N/A,GP,10 Sep 1972,True,95%,108 min,,Jeremiah Johnson,movie,N/A,"Vardis Fisher (novel), Raymond W. Thorp (story ""Crow Killer""), Robert Bunker (story ""Crow Killer""), John Milius (screenplay), Edward Anhalt (screenplay)",1972,tt0068762,7.6,"27,362",,
0,"Catherine Deneuve, Ian Hendry, John Fraser, Yvonne Furneaux",Nominated for 1 BAFTA Film Award. Another 2 wins & 3 nominations.,N/A,UK,N/A,Roman Polanski,,"Drama, Horror, Thriller",7.7/10,English,91/100,91,A sex-repulsed woman who disapproves of her sister's boyfriend sinks into depression and has horrific visions of rape and violence.,https://m.media-amazon.com/images/M/MV5BZTU5ZThjNzAtNjc4NC00OTViLWIxYTYtODFmMTk5Y2NjZjZiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,N/A,Not Rated,03 Oct 1965,True,95%,105 min,,Repulsion,movie,N/A,"Roman Polanski (original screenplay), Gérard Brach (original screenplay), David Stone (adaptation)",1965,tt0059646,7.7,"47,033",,
0,"Jack Lemmon, Shirley MacLaine, Lou Jacobi, Bruce Yarnell",Won 1 Oscar. Another 5 wins & 7 nominations.,N/A,USA,N/A,Billy Wilder,,"Comedy, Romance",7.4/10,English,,N/A,"In Paris, a former policeman falls in love with a prostitute, and tries to get her out of that life by paying for all of her time.",https://m.media-amazon.com/images/M/MV5BMDI2Njc0N2MtM2QxZi00MmQwLWFmZjEtODg0YTA0MGUyZTJhXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,N/A,Not Rated,08 Aug 1963,True,75%,147 min,,Irma la Douce,movie,N/A,"Alexandre Breffort (play), Billy Wilder, I.A.L. Diamond",1963,tt0057187,7.4,"16,213",,
0,"Bruce Balden, Jacqueline Bassett, Symon Basterfield, Andrew Brackfield",1 win & 9 nominations.,N/A,UK,N/A,Michael Apted,,"Documentary, Biography",8.2/10,"English, Latin",86/100,86,Director Michael Apted revisits the same group of British-born adults after a 7 year wait. The subjects are interviewed as to the changes that have occurred in their lives during the last seven years.,https://m.media-amazon.com/images/M/MV5BMjAwNjYxMzUwNF5BMl5BanBnXkFtZTcwMjI3OTgxMQ@@._V1_SX300.jpg,N/A,N/A,21 Jul 1998,True,89%,139 min,,42 Up,movie,N/A,N/A,1998,tt0164312,8.2,"2,256",,
0,"Adrien Brody, Ben Foster, Orlando Jones, Bebe Neuwirth",2 nominations.,N/A,USA,N/A,Barry Levinson,,"Drama, Music, Romance",7.0/10,"English, German, Yiddish",75/100,75,"Anti-Semitism, race relations, coming of age, and fathers and sons: in Baltimore from fall, 1954, to fall, 1955. Racial integration comes to the high school, TV is killing burlesque, and ...",https://m.media-amazon.com/images/M/MV5BMTQyNDY5MzczMF5BMl5BanBnXkFtZTYwMjY4MzQ3._V1_SX300.jpg,N/A,R,31 Dec 1999,True,85%,127 min,,Liberty Heights,movie,N/A,Barry Levinson,1999,tt0165859,7.0,"6,275",,
0,"Hannah Taylor Gordon, Talya Gordon, Lindsay Duncan, Bruce Byron",5 nominations.,N/A,UK,N/A,Patricia Rozema,,"Comedy, Drama, Romance",7.1/10,English,71/100,71,"At 10, Fanny Price, a poor relation, goes to live at Mansfield Park, the estate of her aunt's husband, Sir Thomas. Clever, studious, and a writer with an ironic imagination and fine moral ...",https://m.media-amazon.com/images/M/MV5BNjUyNDg5OWUtYjZmMC00MmQ4LThjZjYtZmE4MzBhMzI2MzQ1XkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg,N/A,PG-13,25 Dec 1999,True,77%,112 min,,Mansfield Park,movie,N/A,"Jane Austen (novel), Patricia Rozema",1999,tt0178737,7.1,"20,830",,
0,"Johnny Depp, Christina Ricci, Miranda Richardson, Michael Gambon",Won 1 Oscar. Another 27 wins & 43 nominations.,N/A,"Germany, USA",N/A,Tim Burton,,"Fantasy, Horror, Mystery",7.3/10,"English, Latin",65/100,65,"Ichabod Crane is sent to Sleepy Hollow to investigate the decapitations of three people, with the culprit being the legendary apparition, The Headless Horseman.",https://m.media-amazon.com/images/M/MV5BMTQ4Yjk5ODEtNGFkOS00OTY1LTgwYTYtOTFkNmU2NzBmNGM2XkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX300.jpg,N/A,R,19 Nov 1999,True,68%,105 min,,Sleepy Hollow,movie,N/A,"Washington Irving (story ""The Legend of Sleepy Hollow""), Kevin Yagher (screen story), Andrew Kevin Walker (screen story), Andrew Kevin Walker (screenplay)",1999,tt0162661,7.3,"319,566",,
0,"Pierce Brosnan, Sophie Marceau, Robert Carlyle, Denise Richards",7 wins & 12 nominations.,N/A,"UK, USA",N/A,Michael Apted,,"Action, Adventure, Thriller",6.4/10,"English, Russian, Spanish",57/100,57,"James Bond uncovers a nuclear plot while protecting an oil heiress from her former kidnapper, an international terrorist who can't feel pain.",https://m.media-amazon.com/images/M/MV5BMjA0MzUyNjg0MV5BMl5BanBnXkFtZTcwNDY5MDg0NA@@._V1_SX300.jpg,N/A,PG-13,19 Nov 1999,True,52%,128 min,,The World Is Not Enough,movie,N/A,"Neal Purvis (story), Robert Wade (story), Neal Purvis (screenplay), Robert Wade (screenplay), Bruce Feirstein (screenplay)",1999,tt0143145,6.4,"182,908",,
0,"Cecilia Roth, Marisa Paredes, Candela Peña, Antonia San Juan",Won 1 Oscar. Another 57 wins & 39 nominations.,N/A,"Spain, France",N/A,Pedro Almodóvar,,Drama,7.8/10,"Spanish, Catalan",87/100,87,"Young Esteban wants to become a writer and also to discover the identity of his second mother, a trans woman, carefully concealed by his mother Manuela.",https://m.media-amazon.com/images/M/MV5BZTk2ZTMzMmUtZjUyNi00YzMyLWE3NTAtNDNjNzU3MGQ1YTFjXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,N/A,R,31 Mar 2000,True,98%,101 min,,All About My Mother,movie,N/A,Pedro Almodóvar,1999,tt0185125,7.8,"85,926",,
0,"Marina Pierro, Françoise Blanchard, Mike Marshall, Carina Barone",N/A,N/A,France,09 Nov 1999,Jean Rollin,,Horror,5.8/10,"French, English",,N/A,"A toxic spill revives a beautiful, dead heiress who, with the help of her childhood friend, must quench her insatiable thirst for blood.",https://m.media-amazon.com/images/M/MV5BMTAwMTgxOTM0NzheQTJeQWpwZ15BbWU3MDg4Mjk3MTE@._V1_SX300.jpg,N/A,Not Rated,25 Aug 1982,True,,86 min,,The Living Dead Girl,movie,N/A,"Gregory K. Heller (american version), Jacques Ralf (dialogue), Jacques Ralf (french adaptation), Jean Rollin (french adaptation), Jean Rollin (original screenplay)",1982,tt0084357,5.8,"1,694",,
0,"Virginia Karns, Charlotte Henry, Felix Knight, Florence Roberts",N/A,N/A,USA,N/A,"Gus Meins, Charley Rogers",,"Comedy, Family, Fantasy, Musical",7.2/10,English,,N/A,"Opposing the evil Barnaby, Ollie Dee and Stanley Dum try and fail to pay-off Mother Peep's mortgage and mislead his attempts to marry Little Bo. Enraged, Barnaby's Bogeymen are set on Toyland.",https://m.media-amazon.com/images/M/MV5BZTYxNzA3ZDUtYTM2MC00MmM5LThmNzUtMDgzZWJmYjcyNTc1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,N/A,Passed,14 Dec 1934,True,100%,77 min,,March of the Wooden Soldiers,movie,N/A,"Frank Butler (screen play), Nick Grinde (screen play)",1934,tt0024852,7.2,"5,796",,
0,"Bill Murray, Karen Allen, John Forsythe, John Glover",Nominated for 1 Oscar. Another 1 win & 4 nominations.,N/A,USA,N/A,Richard Donner,,"Comedy, Drama, Fantasy, Romance",7.0/10,English,38/100,38,"A selfish, cynical television executive is haunted by three spirits bearing lessons on Christmas Eve.",https://m.media-amazon.com/images/M/MV5BM2NlMDQzMDktNTMyZS00MjBjLWI0MmEtMzgzZDM2ZTVkNzE1XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,N/A,PG-13,23 Nov 1988,True,70%,101 min,,Scrooged,movie,N/A,"Mitch Glazer, Michael O'Donoghue, Charles Dickens (novel)",1988,tt0096061,7.0,"82,397",,
0,"Dustin Hoffman, Emma Thompson, Eileen Atkins, Kathy Baker",Nominated for 2 Golden Globes. Another 1 win & 1 nomination.,N/A,USA,N/A,Joel Hopkins,,"Drama, Romance",6.6/10,English,57/100,57,"In London for his daughter's wedding, a rumpled man finds his romantic spirits lifted by a new woman in his life.",https://m.media-amazon.com/images/M/MV5BMTU1MDM5OTMwM15BMl5BanBnXkFtZTcwMTAzOTAwMg@@._V1_SX300.jpg,N/A,PG-13,16 Jan 2009,True,71%,93 min,,Last Chance Harvey,movie,N/A,Joel Hopkins,2008,tt1046947,6.6,"20,070",,
0,"Lamberto Maggiorani, Enzo Staiola, Lianella Carell, Elena Altieri",Nominated for 1 Oscar. Another 20 wins & 2 nominations.,N/A,Italy,N/A,Vittorio De Sica,,Drama,8.3/10,"Italian, English",,N/A,"In post-war Italy, a working-class man's bicycle is stolen. He and his son set out to find it.",https://m.media-amazon.com/images/M/MV5BNmI1ODdjODctMDlmMC00ZWViLWI5MzYtYzRhNDdjYmM3MzFjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,N/A,Not Rated,13 Dec 1949,True,98%,89 min,,Bicycle Thieves,movie,N/A,"Cesare Zavattini (story), Luigi Bartolini (novel), Oreste Biancoli (screenplay), Suso Cecchi D'Amico (screenplay), Vittorio De Sica (screenplay), Adolfo Franci (screenplay), Gherardo Gherardi (screenplay), Gerardo Guerrieri (screenplay), Cesare Zavattini (screenplay)",1948,tt0040522,8.3,"137,708",,
0,"Chris Cooper, Mary McDonnell, Will Oldham, David Strathairn",Nominated for 1 Oscar. Another 2 wins & 7 nominations.,N/A,USA,N/A,John Sayles,,"Drama, History",7.9/10,"English, Italian",73/100,73,A labor union organizer comes to an embattled mining community brutally and violently dominated and harassed by the mining company.,https://m.media-amazon.com/images/M/MV5BZmFlYzMxMTItODgyYy00ZjM2LTkzZGEtOGZmMTc0YzlmY2FlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,PG-13,30 Jun 1988,True,94%,135 min,,Matewan,movie,N/A,John Sayles,1987,tt0093509,7.9,"7,089",,
0,"Tatsuya Nakadai, Tsutomu Yamazaki, Ken'ichi Hagiwara, Jinpachi Nezu",Nominated for 2 Oscars. Another 20 wins & 3 nominations.,N/A,"Japan, USA",N/A,Akira Kurosawa,,"Drama, History, War",8.0/10,Japanese,84/100,84,A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.,https://m.media-amazon.com/images/M/MV5BMzFhNWVmNWItNGM5OC00NjZhLTk3YTQtMjE1ODUyOThlMjNmL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,N/A,PG,10 Oct 1980,True,88%,162 min,,Kagemusha,movie,N/A,"Masato Ide, Akira Kurosawa",1980,tt0080979,8.0,"30,144",,
0,"Yûzô Kayama, Tatsuya Mihashi, Akira Takarada, Yôsuke Natsuki",N/A,N/A,Japan,N/A,Hiroshi Inagaki,,"Action, Drama, History",7.6/10,Japanese,,N/A,"After their lord is tricked into committing ritual suicide, forty-seven samurai warriors await the chance to avenge their master and reclaim their honor.",https://m.media-amazon.com/images/M/MV5BMjE2MDIwMzI0Ml5BMl5BanBnXkFtZTcwMDc3NTcyMQ@@._V1_SX300.jpg,N/A,N/A,03 Oct 1963,True,,207 min,,Chushingura,movie,N/A,Toshio Yasumi (screenplay),1962,tt0055850,7.6,"1,819",,
0,"Warren Beatty, Julie Christie, Rene Auberjonois, William Devane",Nominated for 1 Oscar. Another 1 win & 3 nominations.,N/A,USA,N/A,Robert Altman,,"Drama, Western",7.7/10,"English, Cantonese",,N/A,"A gambler and a prostitute become business partners in a remote Old West mining town, and their enterprise thrives until a large corporation arrives on the scene.",https://m.media-amazon.com/images/M/MV5BMmMxMTk0MmMtY2I0YS00NjcwLTk2NjYtOWFlOTA0M2EzNjgxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,R,08 Jul 1971,True,87%,120 min,,McCabe & Mrs. Miller,movie,N/A,"Edmund Naughton (novel), Robert Altman (screenplay), Brian McKay (screenplay)",1971,tt0067411,7.7,"20,729",,
0,"James Wilby, Hugh Grant, Rupert Graves, Denholm Elliott",Nominated for 1 Oscar. Another 4 wins & 2 nominations.,N/A,UK,N/A,James Ivory,,"Drama, Romance",7.7/10,English,75/100,75,"After his lover rejects him, a young man trapped by the oppressiveness of Edwardian society tries to come to terms with and accept his sexuality.",https://m.media-amazon.com/images/M/MV5BZTU1OTViNGEtYmViMS00YjllLWI4OTEtNGNkMWJhY2U4YjAxXkEyXkFqcGdeQXVyMjUzMTYzMDI@._V1_SX300.jpg,N/A,R,18 Sep 1987,True,91%,140 min,,Maurice,movie,N/A,"E.M. Forster (from the novel by), Kit Hesketh-Harvey (screenplay), James Ivory (screenplay)",1987,tt0093512,7.7,"15,324",,
0,"Henry Fonda, Jane Darwell, John Carradine, Charley Grapewin",Won 2 Oscars. Another 8 wins & 5 nominations.,N/A,USA,N/A,John Ford,,"Drama, History",8.0/10,English,96/100,96,"A poor Midwest family is forced off their land. They travel to California, suffering the misfortunes of the homeless in the Great Depression.",https://m.media-amazon.com/images/M/MV5BNzJiOGI2MjctYjUyMS00ZjkzLWE2ZmUtOTg4NTZkOTNhZDc1L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,N/A,Passed,15 Mar 1940,True,100%,129 min,,The Grapes of Wrath,movie,N/A,"Nunnally Johnson (screen play), John Steinbeck (based on the novel by)",1940,tt0032551,8.0,"83,923",,
0,"William Powell, Carole Lombard, Alice Brady, Gail Patrick",Nominated for 6 Oscars. Another 1 win.,N/A,USA,N/A,Gregory La Cava,,"Comedy, Drama, Romance",8.0/10,"English, Russian",,N/A,A scatterbrained socialite hires a vagrant as a family butler - but there's more to Godfrey than meets the eye.,https://m.media-amazon.com/images/M/MV5BNTdkZTViNWItZWM2NS00YmMzLWJiYzgtYTAwODEyNjM0NjIwXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg,N/A,Not Rated,06 Sep 1936,True,97%,94 min,,My Man Godfrey,movie,N/A,"Morrie Ryskind (screen play), Eric Hatch (screen play), Eric Hatch (based on the novel by)",1936,tt0028010,8.0,"19,723",,
0,"Margaret Sullavan, James Stewart, Frank Morgan, Joseph Schildkraut",2 wins.,N/A,USA,N/A,Ernst Lubitsch,,"Comedy, Drama, Romance",8.1/10,English,,N/A,"Two employees at a gift shop can barely stand each other, without realizing that they are falling in love through the post as each other's anonymous pen pal.",https://m.media-amazon.com/images/M/MV5BNzc1MTcyNTQ5N15BMl5BanBnXkFtZTgwMzgwMDI0MjE@._V1_SX300.jpg,N/A,Not Rated,12 Jan 1940,True,100%,99 min,,The Shop Around the Corner,movie,N/A,"Samson Raphaelson (screenplay), Miklós László (based on a play by)",1940,tt0033045,8.1,"25,514",,
0,"Robert Redford, Robert Duvall, Glenn Close, Kim Basinger",Nominated for 4 Oscars. Another 3 wins & 4 nominations.,N/A,USA,N/A,Barry Levinson,,"Drama, Sport",7.5/10,English,61/100,61,An unknown comes seemingly out of nowhere to become a legendary baseball player with almost divine talent.,https://m.media-amazon.com/images/M/MV5BZGU5NDU4ZTctYjE2YS00NTUxLWIzMTAtMTMxNTgxODAzNDI5XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,N/A,PG,11 May 1984,True,82%,138 min,,The Natural,movie,N/A,"Bernard Malamud (novel), Roger Towne (screenplay), Phil Dusenberry (screenplay)",1984,tt0087781,7.5,"42,079",,
