,Actors,Awards,BoxOffice,Country,DVD,Director,Episode,Genre,Internet Movie Database,Language,Metacritic,Metascore,Plot,Poster,Production,Rated,Released,Response,Rotten Tomatoes,Runtime,Season,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,seriesID,totalSeasons
0,"Marlon Brando, Karl Malden, Katy Jurado, Ben Johnson",Nominated for 1 Oscar. Another 3 wins & 3 nominations.,N/A,USA,N/A,Marlon Brando,,"Drama, Western",7.1/10,"English, Spanish",,N/A,"After robbing a Mexican bank, Dad Longworth takes the loot and leaves his partner Rio to be captured but Rio escapes and searches for Dad in California.",https://m.media-amazon.com/images/M/MV5BYTJkODY2NjMtNDZlNi00MjAyLWIyZjYtZmIxNWNmYTE3OTYzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,N/A,Not Rated,30 Mar 1961,True,56%,141 min,,One-Eyed Jacks,movie,N/A,"Guy Trosper (screenplay), Calder Willingham (screenplay), Charles Neider (novel)",1961,tt0055257,7.1,"9,227",,
0,"Jim Caviezel, Guy Pearce, Richard Harris, James Frain",N/A,N/A,"UK, USA, Ireland, Switzerland",N/A,Kevin Reynolds,,"Action, Adventure, Drama, Thriller",7.8/10,English,61/100,61,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.",https://m.media-amazon.com/images/M/MV5BMDM0ZWRjZDgtZWI0MS00ZTIzLTg4MWYtZjU5MDEyMDU0ODBjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,PG-13,25 Jan 2002,True,73%,131 min,,The Count of Monte Cristo,movie,N/A,"Alexandre Dumas (novel), Jay Wolpert (screenplay)",2002,tt0245844,7.8,"125,413",,
0,"Richard Gere, David Eigenberg, Bob Tracey, Ron Emanuel",1 win & 2 nominations.,N/A,USA,N/A,Mark Pellington,,"Drama, Horror, Mystery, Thriller",6.4/10,English,52/100,52,"A reporter is drawn to a small West Virginia town to investigate a series of strange events, including psychic visions and the appearance of bizarre entities.",https://m.media-amazon.com/images/M/MV5BMjVmNDNjYWYtNzk0Mi00ZTU4LTljNDYtNDczZDE4NGMzZmQwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,PG-13,25 Jan 2002,True,52%,119 min,,The Mothman Prophecies,movie,N/A,"Richard Hatem (screenplay), John A. Keel (novel)",2002,tt0265349,6.4,"73,528",,
0,"Shane West, Mandy Moore, Peter Coyote, Daryl Hannah",4 wins & 2 nominations.,N/A,USA,N/A,Adam Shankman,,"Drama, Romance",7.4/10,English,35/100,35,"The story of two North Carolina teens, Landon Carter and Jamie Sullivan, who are thrown together after Landon gets into trouble and is made to do community service.",https://m.media-amazon.com/images/M/MV5BMzU3NTYxM2MtNjViMS00YmNlLWEwM2MtYWI2MzgzNTkxODFjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,PG,25 Jan 2002,True,27%,101 min,,A Walk to Remember,movie,N/A,"Nicholas Sparks (novel), Karen Janszen (screenplay)",2002,tt0281358,7.4,"194,505",,
0,"Christopher De Leon, Dina Bonnevie, Ricky Davao, Cherry Pie Picache",1 win & 7 nominations.,N/A,"Philippines, USA",N/A,Laurice Guillen,,"Comedy, Romance",4.7/10,"English, Tagalog, Filipino",30/100,30,N/A,https://m.media-amazon.com/images/M/MV5BMTQ2NjE3MzMyNl5BMl5BanBnXkFtZTcwNjg3ODAyMQ@@._V1_SX300.jpg,N/A,R,16 Jan 2002,True,30%,104 min,,American Adobo,movie,N/A,Vincent R. Nebrida,2001,tt0294289,4.7,166,,
0,"Lin Cui, Bin Li, Xun Zhou, Yuanyuan Gao",2 wins & 10 nominations.,N/A,"France, Taiwan, China",N/A,Xiaoshuai Wang,,Drama,7.2/10,Mandarin,61/100,61,"A seventeen-year-old country boy working in Beijing as a courier has his bicycle stolen, and finds it with a schoolboy his age.",https://m.media-amazon.com/images/M/MV5BMTQ3MzQ4NzgxNV5BMl5BanBnXkFtZTcwMTgzMDAyMQ@@._V1_SX300.jpg,N/A,PG-13,25 Apr 2001,True,62%,113 min,,Beijing Bicycle,movie,N/A,"Peggy Chiao, Hsiao-Ming Hsu, Danian Tang, Xiaoshuai Wang",2001,tt0276501,7.2,"4,324",,
0,"Maaya Sakamoto, Tomokazu Seki, Jôji Nakata, Mayumi Izuka",N/A,N/A,Japan,23 Jul 2002,"Kazuki Akane, Yoshiyuki Takei(co-director)",,"Adventure, Animation, Drama, Fantasy, Romance, Action, Sci-Fi, Thriller",6.7/10,Japanese,50/100,50,"A grim retelling of the television series ""The Vision of Escaflowne"".",https://m.media-amazon.com/images/M/MV5BN2I4YzBhZmYtN2FkZC00MWZhLTkzYzEtZjAwYzI1ZDk1MmI1XkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg,N/A,PG-13,24 Jun 2000,True,43%,98 min,,Escaflowne: The Movie,movie,N/A,"Ryôta Yamaguchi (script), Kazuki Sekine",2000,tt0270933,6.7,"3,352",,
0,"Marie-Josée Croze, Jean-Nicolas Verreault, Stephanie Morgenstern, Pierre Lebeau",23 wins & 9 nominations.,N/A,Canada,N/A,Denis Villeneuve,,Drama,7.1/10,"French, English, Norwegian",66/100,66,"After plunging her car into a river, a woman encounters a man who helps her come to terms with her life.",https://m.media-amazon.com/images/M/MV5BMjEyODcyODIzM15BMl5BanBnXkFtZTcwMDE4MDYxMQ@@._V1_SX300.jpg,N/A,R,15 Sep 2000,True,81%,87 min,,Maelstrom,movie,N/A,Denis Villeneuve,2000,tt0220627,7.1,"4,141",,
0,"Alfred Abel, Gustav Fröhlich, Rudolf Klein-Rogge, Fritz Rasp",6 wins & 5 nominations.,N/A,Germany,N/A,Fritz Lang,,"Drama, Sci-Fi",8.3/10,German,98/100,98,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working class prophet who predicts the coming of a savior to mediate their differences.",https://m.media-amazon.com/images/M/MV5BMTg5YWIyMWUtZDY5My00Zjc1LTljOTctYmI0MWRmY2M2NmRkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,N/A,Not Rated,13 Mar 1927,True,97%,153 min,,Metropolis,movie,N/A,"Thea von Harbou (screenplay), Thea von Harbou (novel)",1927,tt0017136,8.3,"153,310",,
0,"Nanni Moretti, Laura Morante, Jasmine Trinca, Giuseppe Sanfelice",16 wins & 26 nominations.,N/A,"Italy, France",N/A,Nanni Moretti,,Drama,7.3/10,"Italian, Latin",73/100,73,A psychoanalyst and his family go through profound emotional trauma when their son dies in a scuba diving accident.,https://m.media-amazon.com/images/M/MV5BNTMyMGM5ZTItNmNmYy00MWUwLTk1MTAtMzY0ZTUyMGJiNGVhXkEyXkFqcGdeQXVyMzIwNDY4NDI@._V1_SX300.jpg,N/A,R,09 Mar 2001,True,85%,99 min,,The Son's Room,movie,N/A,"Nanni Moretti (story), Linda Ferri (screenplay), Nanni Moretti (screenplay), Heidrun Schleef (screenplay)",2001,tt0208990,7.3,"16,597",,
0,"Selma Blair, Leo Fitzpatrick, Robert Wisdom, Maria Thayer",1 nomination.,N/A,USA,N/A,Todd Solondz,,"Comedy, Drama, Romance",6.8/10,"English, Spanish",50/100,50,College and high school serve as the backdrop for two stories about dysfunction and personal turmoil.,https://m.media-amazon.com/images/M/MV5BNjYzNGIyNzUtNzAxZi00NzFhLTg3MDktMzljOGVmMDllNDg0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,R,08 Nov 2001,True,53%,87 min,,Storytelling,movie,N/A,Todd Solondz,2001,tt0250081,6.8,"16,779",,
0,"Fab Filippo, Don McKellar, Marya Delver, Gordon Currie",6 wins & 5 nominations.,N/A,Canada,15 Mar 2005,Gary Burns,,Comedy,6.7/10,"English, French",63/100,63,"A group of young employees bet a month's salary, winner takes all, on who can last the longest without going outside.",https://m.media-amazon.com/images/M/MV5BMTYzOTExNTk0Ml5BMl5BanBnXkFtZTcwNjg0NjgyMQ@@._V1_SX300.jpg,Lot 47,R,25 Jan 2002,True,70%,87 min,,Waydowntown,movie,N/A,"Gary Burns, James Martin, Patrick McLaughlin (additional writer)",2000,tt0219405,6.7,"1,773",,
0,"Elijah Wood, Courtney B. Vance, Robbie Coltrane, Jason Robards",N/A,N/A,USA,N/A,Stephen Sommers,,"Adventure, Comedy, Drama, Family",6.2/10,"English, French",,N/A,"In Missouri, during the 1840s, young Huck Finn fearful of his drunkard father and yearning for adventure, leaves his foster family and joins with runaway slave Jim in a voyage down the Mississippi River toward slavery free states.",https://m.media-amazon.com/images/M/MV5BN2U3MzY3YmItNTY1ZS00ZmJlLWFlYjUtMjc4MmMzOTM4ODZhXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_SX300.jpg,N/A,PG,02 Apr 1993,True,73%,108 min,,The Adventures of Huck Finn,movie,N/A,"Mark Twain (novel), Stephen Sommers (screenplay)",1993,tt0106223,6.2,"7,542",,
0,"Ted Danson, Isabella Rossellini, Sean Young, William Petersen",N/A,N/A,USA,N/A,Joel Schumacher,,"Comedy, Romance",6.3/10,English,,N/A,Two couples go to a mutual friend's wedding and end up swapping partners.,https://m.media-amazon.com/images/M/MV5BYTc2NzZhOTgtMTBhOC00YzBlLWJlOGQtNmVjY2I5ZjI0Zjc5XkEyXkFqcGdeQXVyMjA4NjIxMjE@._V1_SX300.jpg,N/A,PG-13,10 Feb 1989,True,50%,109 min,,Cousins,movie,N/A,"Jean-Charles Tacchella (based on the film ""Cousin,  Cousine""written by), Stephen Metcalfe (screenplay)",1989,tt0097116,6.3,"4,091",,
0,"Robert De Niro, Meryl Streep, Harvey Keitel, Jane Kaczmarek",2 wins & 1 nomination.,N/A,USA,N/A,Ulu Grosbard,,"Drama, Romance",6.5/10,English,55/100,55,"During shopping for Christmas, Frank and Molly run into each other. This fleeting short moment will start to change their lives, when they recognize each other months later in the train ...",https://m.media-amazon.com/images/M/MV5BYmUxNDMyOGQtNTQ1MS00NzhiLWE5ZDUtZGFmMDcyODVmYzU5XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,N/A,PG-13,21 Nov 1984,True,58%,106 min,,Falling in Love,movie,N/A,Michael Cristofer,1984,tt0087233,6.5,"12,181",,
0,"Joe Benoit, Helen Boston, Louise Canady, Elaine Fligman",9 wins & 9 nominations.,N/A,UK,N/A,"Stephen Walker, Sally George",,"Documentary, Music",7.9/10,English,75/100,75,"A documentary on a chorus of senior citizens from Massachusetts who cover songs by Jimi Hendrix, Coldplay, Sonic Youth, and other unexpected musicians.",https://m.media-amazon.com/images/M/MV5BMTU4MDM1MzA0N15BMl5BanBnXkFtZTcwMjQ2OTc1MQ@@._V1_SX300.jpg,N/A,PG,23 May 2008,True,88%,107 min,,Young@Heart,movie,N/A,N/A,2007,tt1047007,7.9,"3,760",,
0,"Devon Sawa, Jason Segel, Michael C. Maronna, Jason Schwartzman",N/A,N/A,"Canada, USA",N/A,Dewey Nicks,,"Comedy, Romance",5.4/10,English,12/100,12,"When geeky Ethan discovers three fellow students scamming the examination system, he blackmails them to win over the college's most popular girl.",https://m.media-amazon.com/images/M/MV5BNWVjNjQ0NGQtNzBhYy00MzU2LTg3ZGYtZDAxYzE5N2Q3MzE0XkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg,N/A,R,01 Feb 2002,True,10%,86 min,,Slackers,movie,N/A,David H. Steinberg,2002,tt0240900,5.4,"13,507",,
0,"Nicole Kidman, Ben Chaplin, Vincent Cassel, Mathieu Kassovitz",1 win.,N/A,"UK, USA",N/A,Jez Butterworth,,"Comedy, Crime, Thriller",6.1/10,"English, Russian",51/100,51,A thirtysomething bank clerk from St Albans has his small-town life exploded by the arrival of his Russian mail-order bride.,https://m.media-amazon.com/images/M/MV5BNmZhZTcxYTQtNzkxNy00MzlmLTg5NTMtNDU4NDVmNDIwMTBlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,R,01 Feb 2002,True,58%,93 min,,Birthday Girl,movie,N/A,"Tom Butterworth, Jez Butterworth",2001,tt0188453,6.1,"23,908",,
0,"Vanessa Redgrave, Ray Liotta, Catherine McCormack, Trevor Morgan",N/A,N/A,USA,N/A,Peter O'Fallon,,Drama,7.1/10,English,35/100,35,An old woman helps a young boy resolve his feelings over the death of his mother.,https://m.media-amazon.com/images/M/MV5BZDliNzA0ZjMtMTVlMi00MGJhLWJmNmYtM2NkNWIzZGRmZmM2XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,N/A,PG-13,N/A,True,34%,106 min,,A Rumor of Angels,movie,N/A,"Grace Duffie Boylan (book), James Eric, Jamie Horton, Peter O'Fallon",2000,tt0201899,7.1,"1,043",,
0,"William Hurt, Andy Jones, Molly Parker, Vicky Hynes",6 wins & 9 nominations.,N/A,Canada,N/A,Sturla Gunnarsson,,"Comedy, Drama, Mystery, Romance",6.5/10,English,60/100,60,A down-and-out restaurateur and his neighbor hatch a plan to lure luminaries to their small Newfoundland town.,https://m.media-amazon.com/images/M/MV5BMTkzNjIzNDM0OV5BMl5BanBnXkFtZTcwNzU3NDEzMQ@@._V1_SX300.jpg,N/A,R,18 Jul 2003,True,54%,99 min,,Rare Birds,movie,N/A,"Edward Riche (novel), Edward Riche (screenplay)",2001,tt0295552,6.5,"1,497",,
0,"Juanita Brown, Roberta Collins, Erica Gavin, Ella Reid",1 nomination.,N/A,USA,N/A,Jonathan Demme,,"Action, Comedy, Drama",5.3/10,English,67/100,67,"In a women's prison, a group of inmates band together to combat the repressive and abusive policies of the warden.",https://m.media-amazon.com/images/M/MV5BZGY2YzliN2ItYzM1MS00MjVlLWFhNDYtODE1NzI2ZjJmYjdjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,N/A,R,14 Jun 1975,True,73%,83 min,,Caged Heat,movie,N/A,Jonathan Demme,1974,tt0071266,5.3,"2,105",,
0,"Harry Belafonte, Dorothy Dandridge, Pearl Bailey, Olga James",Nominated for 2 Oscars. Another 5 wins & 6 nominations.,N/A,USA,22 Jan 2002,Otto Preminger,,"Drama, Musical, Romance",6.8/10,English,65/100,65,"Contemporary version of the Bizet opera, with new lyrics and an African-American cast.",https://m.media-amazon.com/images/M/MV5BMTFmNTc0NDgtYTgwNi00MDQwLWE0ZGEtZWVlZDU0ZDEyZWMwXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,20th Century Fox,Approved,28 Oct 1954,True,76%,105 min,,Carmen Jones,movie,N/A,"Oscar Hammerstein II (book), Harry Kleiner (screenplay)",1954,tt0046828,6.8,"4,359",,
0,"Robert Townsend, Michael Wright, Leon, Harry Lennix",1 win & 1 nomination.,N/A,USA,N/A,Robert Townsend,,"Drama, Music",7.6/10,English,,N/A,The story of the rise and fall of an African American vocal group.,https://m.media-amazon.com/images/M/MV5BNzRlZDY4N2QtNjZlNS00MGNmLTk5ZTktNDMyM2M5ZTM3YTJhXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,N/A,R,29 Mar 1991,True,39%,121 min,,The Five Heartbeats,movie,N/A,"Robert Townsend, Keenen Ivory Wayans",1991,tt0101891,7.6,"3,535",,
0,"Gérard Depardieu, Patrick Dewaere, Carole Laure, Michel Serrault",Won 1 Oscar. Another 2 wins & 4 nominations.,N/A,"France, Belgium",N/A,Bertrand Blier,,"Comedy, Drama, Romance",6.9/10,French,,N/A,"A worried husband finds a lover for his depressed wife, but she falls in love with a bullied thirteen-year-old math prodigy and wants to have the boy's baby.",https://m.media-amazon.com/images/M/MV5BZDczZjkyZWUtZmU1Ny00NzIyLWI5ZDEtODJmYzMwMDBhZmE5XkEyXkFqcGdeQXVyMjUzMTYzMDI@._V1_SX300.jpg,N/A,R,17 Dec 1978,True,88%,108 min,,Get Out Your Handkerchiefs,movie,N/A,Bertrand Blier,1978,tt0078122,6.9,"3,336",,
0,"Gérard Depardieu, Miou-Miou, Patrick Dewaere, Christian Alers",N/A,N/A,France,N/A,Bertrand Blier,,"Action, Comedy, Crime, Drama",7.3/10,French,,N/A,"Two whimsical, aimless thugs harass and assault women, steal, murder, and alternately charm, fight, or sprint their way out of trouble. They take whatever the bourgeois characters value: ...",https://m.media-amazon.com/images/M/MV5BOGFkNjZmY2EtYzIxZi00Mzg0LTlmZjEtODc5ZDE5MDhjMGQ5XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,N/A,R,13 May 1974,True,80%,117 min,,Going Places,movie,N/A,"Bertrand Blier (novel), Bertrand Blier (screenplay), Philippe Dumarçay (screenplay)",1974,tt0072353,7.3,"7,876",,
0,"David Rasche, Paul Jabara, Howard Hesseman, Teri Garr",4 nominations.,N/A,"USA, UK",N/A,John Schlesinger,,"Action, Comedy",5.0/10,English,,N/A,"Ticlaw, a small town in Florida, has only one attraction: a safari park. The government constructs a freeway that passes near Ticlaw, but decides not to put an exit into the town. The ...",https://m.media-amazon.com/images/M/MV5BM2I0ODdlZmYtN2NhMy00ODZjLThhMDktYTJmNWEwZjMzNDdkXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,N/A,PG,21 Aug 1981,True,,107 min,,Honky Tonk Freeway,movie,N/A,Edward Clinton,1981,tt0082525,5.0,804,,
0,"Gina Lollobrigida, Anthony Quinn, Jean Danet, Alain Cuny",1 win.,N/A,"France, Italy",02 Sep 2003,Jean Delannoy,,"Drama, History",6.7/10,French,,N/A,The timeless tale of the seductive gypsy Esmeralda and the tortured hunchback Quasimodo.,https://m.media-amazon.com/images/M/MV5BOTA1MTkwN2MtNGNjNy00NmJjLWJhOWMtY2IwMDZhMmE5OWNhXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,Cocinor,PG,03 Nov 1957,True,,104 min,,The Hunchback of Notre Dame,movie,N/A,"Victor Hugo (novel), Jean Aurenche (adaptation), Jacques Prévert (adaptation), Jean Aurenche (dialogue), Jacques Prévert (dialogue)",1956,tt0050781,6.7,"2,322",,
0,"Jean-Paul Belmondo, Jacqueline Bisset, Vittorio Caprioli, Hans Meyer",N/A,N/A,"France, Italy",N/A,Philippe de Broca,,"Action, Comedy, Fantasy, Romance",7.3/10,"French, English, Albanian",,N/A,"Francois Merlin is an espionnage-book writer. He likes to mix every-day character he can met in his book. In his book, he is Bob Saint Clar, his neighbour Christine appears as Tatiana and ...",https://m.media-amazon.com/images/M/MV5BNjMzMDVjN2ItYmVjNS00NWVjLTgwYmMtNTdmYTExODM4OGY3XkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg,N/A,N/A,23 Nov 1973,True,,95 min,,The Man from Acapulco,movie,N/A,"Philippe de Broca, Vittorio Caprioli, Jean-Paul Rappeneau",1973,tt0070354,7.3,"4,082",,
0,"Frankie Muniz, Paul Giamatti, Amanda Bynes, Amanda Detmer",1 win & 3 nominations.,N/A,"USA, Germany",N/A,Shawn Levy,,"Adventure, Comedy, Family",5.4/10,English,36/100,36,"After a young boy's school essay erroneously finds its way into the hands of a Hollywood producer who turns the idea into a hit film, the boy travels to Los Angeles to claim his credit.",https://m.media-amazon.com/images/M/MV5BNmEyNGFmODYtZjhjNC00NGViLTllMjQtYWYyZmQ1OGEzMzRlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,PG,08 Feb 2002,True,44%,88 min,,Big Fat Liar,movie,N/A,"Dan Schneider (story), Brian Robbins (story), Dan Schneider (screenplay)",2002,tt0265298,5.4,"33,980",,
0,"Arnold Schwarzenegger, Francesca Neri, Elias Koteas, Cliff Curtis",N/A,N/A,"USA, Mexico",N/A,Andrew Davis,,"Action, Drama, Thriller",5.5/10,"English, Spanish",33/100,33,"After his family is killed by a terrorist act, a firefighter goes in search of the one responsible.",https://m.media-amazon.com/images/M/MV5BYTIxYTA1YWUtODFiOS00NjY5LWIyOWQtYTFlYzMyNWI4MWM5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,R,08 Feb 2002,True,19%,108 min,,Collateral Damage,movie,N/A,"Ronald Roose (story), David Griffiths (story), Peter Griffiths (story), David Griffiths (screenplay), Peter Griffiths (screenplay)",2002,tt0233469,5.5,"70,646",,
0,"James Caan, John Houseman, Maud Adams, John Beck",Won 1 BAFTA Film Award. Another 3 wins & 5 nominations.,N/A,"UK, USA, Canada",N/A,Norman Jewison,,"Action, Sci-Fi, Sport",6.6/10,English,56/100,56,"In a corporate-controlled future, an ultra-violent sport known as Rollerball represents the world, and one of its powerful athletes is out to defy those who want him out of the game.",https://m.media-amazon.com/images/M/MV5BZjcwNjgxZjItNjQ0Ni00OGJhLWIwYTItYmI5MGQ3MzE0ZjNiXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,N/A,R,25 Jun 1975,True,66%,125 min,,Rollerball,movie,N/A,William Harrison (screenplay),1975,tt0073631,6.6,"21,325",,
0,"James Le Gros, Maura Tierney, Christopher Walken, Kevin Corrigan",2 nominations.,"$228,361","USA, Canada",22 Oct 2002,Billy Morrissette,,"Comedy, Crime",6.7/10,English,49/100,49,"A modernized retelling of ""MacBeth"" set in 1970s suburban Pennsylvania. Joe McBeth, an unambitious hamburger stand employee, is driven to success by his scheming wife.",https://m.media-amazon.com/images/M/MV5BMTg0NDk3NjkyM15BMl5BanBnXkFtZTcwMTQwODEzMQ@@._V1_SX300.jpg,Lot 47 Films,R,22 Jan 2001,True,59%,104 min,,"Scotland, Pa.",movie,N/A,"William Shakespeare (play), Billy Morrissette",2001,tt0265713,6.7,"4,122",,
0,"Joe Mantegna, Lara Flynn Boyle, Joe Pantoliano, Brian Haley",N/A,N/A,USA,N/A,Patrick Read Johnson,,"Adventure, Comedy, Crime, Drama, Family",6.1/10,English,,N/A,"After three kidnappers lose the baby they have kidnapped, both the cops and kidnappers go looking for the baby.",https://m.media-amazon.com/images/M/MV5BMzI3NmQ1ZDUtZWQ1My00NzlkLWE5OGQtZjZkYWJmYzYwY2QxXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX300.jpg,N/A,PG,01 Jul 1994,True,20%,99 min,,Baby's Day Out,movie,N/A,John Hughes,1994,tt0109190,6.1,"43,750",,
0,"Shirley Temple, James Dunn, Jane Darwell, Judith Allen",N/A,N/A,USA,29 Jan 2002,David Butler,,"Comedy, Drama, Family, Musical",7.3/10,English,,N/A,"An orphaned girl is taken in by a snobbish family at the insistence of their rich, crotchety uncle, even as her devoted aviator godfather fights for custody.",https://m.media-amazon.com/images/M/MV5BZjFjMzIwZWYtZmQxMC00N2U3LWE3OWItNjk0ZWY3MTg3YjI4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTEwMTkwOTI@._V1_SX300.jpg,Fox Film Corporation,Approved,28 Dec 1934,True,83%,85 min,,Bright Eyes,movie,N/A,"William M. Conselman (screen play), David Butler (story), Edwin J. Burke (story)",1934,tt0024914,7.3,"1,956",,
0,"Shirley Temple, Frank Morgan, Robert Kent, Helen Westley",N/A,N/A,USA,N/A,William A. Seiter,,"Family, Musical",6.8/10,English,,N/A,"Dimples Appleby lives with the pick-pocket grandfather in 19th century New York City. She entertains the crowds while he works his racket. A rich lady makes it possible for the girl to go legit. ""Uncle Tom's Cabin"" is performed.",https://m.media-amazon.com/images/M/MV5BZjlhM2QxMWItODNlYS00ZjcyLTg5MTMtZDZkNDdmMTFiODJjXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,N/A,Approved,16 Oct 1936,True,,79 min,,Dimples,movie,N/A,"Arthur Sheekman (screen play), Nat Perrin (screen play)",1936,tt0027527,6.8,746,,
0,"Jennifer Edwards, Michael Redgrave, Maximilian Schell, Jean Simmons",Won 1 Primetime Emmy. Another 2 nominations.,N/A,"USA, West Germany",N/A,Delbert Mann,,"Drama, Family",6.7/10,English,,N/A,Swiss orphan Heidi's Aunt Dete leaves her in her grumpy grandfather's care up in the Alps where she also meets young goatherd Peter.,https://m.media-amazon.com/images/M/MV5BMTY3NDA0MzQ2MF5BMl5BanBnXkFtZTYwODM1Njk5._V1_SX300.jpg,N/A,G,17 Nov 1968,True,,105 min,,Heidi,movie,N/A,"Earl Hamner Jr. (teleplay), Johanna Spyri (novel)",1968,tt0063051,6.7,519,,
0,"Charles Denner, Brigitte Fossey, Nelly Borgeaud, Geneviève Fontanel",1 win & 4 nominations.,N/A,France,23 Jan 2001,François Truffaut,,"Comedy, Drama, Romance",7.5/10,French,,N/A,"Bertrand Morane's burial is attended by all the women the forty-year-old engineer loved. We then flash back to Bertrand's life and love affairs, told by himself while writing an ...",https://m.media-amazon.com/images/M/MV5BMWIyM2ZiNDctOTJiYy00MzgyLTk2YzMtMzU2Y2Q5YjVkYjNkXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,United Artists,Not Rated,27 Apr 1977,True,90%,120 min,,The Man Who Loved Women,movie,N/A,"Michel Fermaud, Suzanne Schiffman, François Truffaut",1977,tt0076155,7.5,"5,497",,
0,Richard Pryor,1 nomination.,N/A,USA,N/A,Richard Pryor,,Comedy,7.3/10,English,,N/A,"Part live stand-up performance, part documentary, this film is one of comedian Richard Pryor's later stand-up performances. As foul-mouthed as ever, Pryor touches on most of the same topics as in his previous live shows.",https://m.media-amazon.com/images/M/MV5BYzY1ZjhlNGUtNWZjYi00MzYyLWIzYWItOTgzYmYzZmExZjg0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,N/A,R,28 Oct 1983,True,83%,83 min,,Richard Pryor... Here and Now,movie,N/A,Richard Pryor,1983,tt0086194,7.3,"2,034",,
0,"Thomas Ian Nicholas, Gary Busey, Albert Hall, Amy Morton",1 win & 1 nomination.,N/A,USA,N/A,Daniel Stern,,"Comedy, Family, Fantasy, Sport",6.0/10,English,53/100,53,"When an accident miraculously gives a boy an incredibly powerful pitching arm, he becomes a major league pitcher for the Chicago Cubs.",https://m.media-amazon.com/images/M/MV5BZGJhODAwNDQtNGY0My00ZDA4LTgwOTMtMTA5NzdhZTQ0YmIwXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,N/A,PG,07 Jul 1993,True,35%,103 min,,Rookie of the Year,movie,N/A,Sam Harper,1993,tt0107985,6.0,"23,711",,
0,"Art LaFleur, Tom Guiry, Mike Vitar, Patrick Renna",1 win.,N/A,USA,N/A,David Mickey Evans,,"Comedy, Drama, Family, Sport",7.8/10,English,55/100,55,"In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures.",https://m.media-amazon.com/images/M/MV5BODllYjM1ODItYjBmOC00MzkwLWJmM2YtMjMyZDU3MGJhNjc4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,PG,07 Apr 1993,True,61%,101 min,,The Sandlot,movie,N/A,"David Mickey Evans, Robert Gunter",1993,tt0108037,7.8,"75,994",,
0,"Emma Suárez, Carmelo Gómez, Ana Torrent, Karra Elejalde",8 wins & 3 nominations.,N/A,Spain,N/A,Julio Medem,,"Drama, Mystery, Romance, War",7.2/10,Spanish,,N/A,"Set in the Basque region, a story of the rivalry of two families, period 1870-1935",https://m.media-amazon.com/images/M/MV5BMTMwOTc2NDcwMV5BMl5BanBnXkFtZTcwNzQyNDMzMQ@@._V1_SX300.jpg,N/A,N/A,10 Dec 1993,True,60%,96 min,,Cows,movie,N/A,"Michel Gaztambide, Julio Medem",1992,tt0103186,7.2,"3,277",,
