,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Internet Movie Database,Rotten Tomatoes,Metacritic,totalSeasons,Season,Episode,seriesID
0,House of Angels,1992,R,06 Aug 1993,127 min,"Comedy, Drama",Colin Nutley,Colin Nutley,"Helena Bergström, Rikard Wolff, Sven Wollter, Reine Brynolfsson",A rural village is divided when an extraordinary couple move into a mansion.,Swedish,"Sweden, Denmark, Norway",7 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BNmE5ZjM3MDgtNmY5My00Y2JiLThmNDItZjU2NjIwNTYyNTdjXkEyXkFqcGdeQXVyNzQxNDExNTU@._V1_SX300.jpg,N/A,6.3,"4,236",tt0105916,movie,N/A,N/A,N/A,N/A,True,6.3/10,80%,,,,,
0,Bad Boy Bubby,1993,Not Rated,26 Apr 2005,114 min,"Comedy, Crime, Drama",Rolf de Heer,Rolf de Heer,"Nicholas Hope, Claire Benito, Ralph Cotterill, Syd Brisbane","Bubby has spent thirty years trapped in the same small room, tricked by his mother. One day, he manages to escape, and, deranged and naive in equal measures, his adventure into the modern and nihilistic life begins.",English,"Australia, Italy",9 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTQwNzczMjg3OV5BMl5BanBnXkFtZTcwODg1NzgyMQ@@._V1_SX300.jpg,N/A,7.4,"11,850",tt0106341,movie,N/A,N/A,N/A,N/A,True,7.4/10,83%,,,,,
0,The Bride with White Hair,1993,N/A,26 Aug 1993,92 min,Action,Ronny Yu,"Kee-To Lam, Yusheng Liang (novel), David Wu, Ronny Yu","Brigitte Lin, Leslie Cheung, Francis Ng, Elaine Lui","Cho Yat-Hang, the unwilling successor to the Wu-Tang clan throne and the unsure commander of the clan's forces in a war against an evil cult, falls in forbidden love with Lien Ni-Chang, a killer for the evil cult.",Cantonese,Hong Kong,7 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BNzY0MDY2MmQtZmU5NS00YTI0LWFkMjctZGZmMTFmMjQ2NGFhXkEyXkFqcGdeQXVyMDEwMjgxNg@@._V1_SX300.jpg,N/A,6.9,"3,090",tt0106342,movie,N/A,N/A,N/A,N/A,True,6.9/10,100%,,,,,
0,Barbarians at the Gate,1993,R,20 Mar 1993,107 min,"Biography, Comedy, Drama",Glenn Jordan,"Bryan Burrough (book), John Helyar (book), Larry Gelbart (teleplay)","James Garner, Jonathan Pryce, Peter Riegert, Joanna Cassidy","The president of a major tobacco company decides to buy the company himself, but a bidding war ensues as other companies make their own offers.",English,USA,Won 2 Golden Globes. Another 6 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BMTk4ODgwNzM0Ml5BMl5BanBnXkFtZTYwMDE5NDA5._V1_SX300.jpg,N/A,7.2,"2,690",tt0106356,movie,N/A,N/A,N/A,N/A,True,7.2/10,71%,,,,,
0,The Hidden Fortress,1958,Not Rated,06 Oct 1960,126 min,"Adventure, Drama",Akira Kurosawa,"Ryûzô Kikushima, Hideo Oguni, Shinobu Hashimoto, Akira Kurosawa","Toshirô Mifune, Minoru Chiaki, Kamatari Fujiwara, Susumu Fujita","Lured by gold, two greedy peasants escort a man and woman across enemy lines. However, they do not realize that their companions are actually a princess and her general.",Japanese,Japan,4 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYjJkN2Y5MTktZDRhOS00NTUwLWFiMzEtMTVlNWU4ODM0Y2E5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,N/A,8.1,"31,721",tt0051808,movie,N/A,N/A,N/A,N/A,True,8.1/10,97%,,,,,
0,Mr. Nanny,1993,PG,08 Oct 1993,84 min,"Action, Comedy, Family",Michael Gottlieb,"Edward Rugoff, Michael Gottlieb","Afa Anoai, Ed Leslie, Butch Brickell, James Coffey",A former professional wrestler is hired to be the bodyguard/nanny for a couple of bratty kids whose inventor father is being stalked by a rival.,"English, German",USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BMzgzNWZmYTktYmEwNy00NDhhLWE3MGMtNzExMGMxNTg4YTk2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,N/A,3.8,"8,662",tt0107612,movie,03 Sep 2002,N/A,Sony Pictures Home Entertainment,N/A,True,3.8/10,7%,,,,,
0,Philadelphia Experiment II,1993,PG-13,04 Jun 1994,97 min,"Action, Adventure, Sci-Fi",Stephen Cornwell,"Wallace C. Bennett (characters), Don Jakoby (characters), Kim Steven Ketelsen (story), Kevin Rock (story), Kevin Rock (screenplay), Nick Paine (screenplay)","Brad Johnson, Marjean Holden, Gerrit Graham, John Christian Graas",David Herdeg's participation in a failed 1943 experiment in radar invisibility has propelled him 40 years into the future. An aberration in his genetic makeup enabled him to pass through ...,"English, German",USA,N/A,https://m.media-amazon.com/images/M/MV5BMTkzOTI1OTg4Ml5BMl5BanBnXkFtZTcwNzYyODcyMQ@@._V1_SX300.jpg,N/A,4.5,"1,717",tt0107819,movie,N/A,N/A,N/A,N/A,True,4.5/10,,,,,,
0,The Snapper,1993,R,03 Dec 1993,91 min,"Comedy, Drama",Stephen Frears,"Roddy Doyle (novel), Roddy Doyle (screenplay)","Colm Meaney, Tina Kellegher, Ruth McCabe, Eanna MacLiam","Set in Ireland, Sharon Curley is a 20 year old living with her parents and many brothers and sisters. When she gets herself pregnant and refuses to name the father, she becomes the talk of ...",English,UK,Nominated for 1 Golden Globe. Another 10 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMjA3ODE4NDI0Ml5BMl5BanBnXkFtZTcwMjk2OTcxMQ@@._V1_SX300.jpg,N/A,7.2,"4,888",tt0108170,movie,18 Dec 2001,N/A,Miramax,N/A,True,7.2/10,97%,,,,,
0,Sonatine,1993,R,10 Apr 1998,94 min,"Action, Comedy, Crime, Drama, Romance, Thriller",Takeshi Kitano,Takeshi Kitano,"Takeshi Kitano, Aya Kokumai, Tetsu Watanabe, Masanobu Katsumura",Several yakuza from Tokyo are sent to Okinawa to help end a gang war. The war then escalates and the Tokyo drifters decide to lay low at the beach.,Japanese,Japan,4 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNWExYTFhYzktMTQ3OS00MDYxLThlYzAtYjQ2MWQ3MTI4N2JmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,N/A,7.5,"16,643",tt0108188,movie,N/A,N/A,N/A,N/A,True,7.5/10,88%,,,,,
0,Splitting Heirs,1993,PG-13,30 Apr 1993,87 min,"Comedy, Crime",Robert Young,Eric Idle,"Eric Idle, Rick Moranis, Barbara Hershey, Catherine Zeta-Jones",A duke dies and leaves the title and wealth to his adult son. But who's the real son: the found baby raised in USA or the abandoned baby raised by a Hindi family in London? Comedy follows.,English,UK,1 nomination.,https://m.media-amazon.com/images/M/MV5BNGFmMDY1YjYtMTEzMC00ZDlkLThlMjYtNDczMTZkNjBiYjcyXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,N/A,5.6,"3,900",tt0108207,movie,N/A,N/A,N/A,N/A,True,5.6/10,8%,,,,,
0,Tai-Chi Master,1993,R,18 Nov 1993,96 min,"Action, Comedy, Drama, Thriller",Woo-Ping Yuen,"David B. Baron (english adaptation), Jack Maeby (english adaptation), Scott Smith (english dialogue), Michael Sorich (english adaptation), Kwong Kim Yip (screenplay)","Jet Li, Michelle Yeoh, Siu-Ho Chin, Fennie Yuen","Two friends, ex Shaolin monks, part ways as they brush with the ongoing rebellion against the government. The ambitious one rises up to be a powerful military commander, while his betrayed friend resorts to learn the calm ways of Tai Chi.","Cantonese, Mandarin",Hong Kong,2 nominations.,https://m.media-amazon.com/images/M/MV5BZTEyYjhkZjQtNTA1ZC00YTZmLTkwOTgtNjNkOWI5ODgyNmUxXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg,N/A,7.2,"9,164",tt0108281,movie,16 Sep 2008,N/A,N/A,N/A,True,7.2/10,,,,,,
0,Freaked,1993,PG-13,31 Mar 1994,80 min,"Comedy, Sci-Fi","Tom Stern, Alex Winter","Tim Burns, Tom Stern, Alex Winter","Brooke Shields, William Sadler, Eduardo Ricard, Henry Carbo","A vain actor, his best friend, and an activist end up at a mutant freak farm run by a weirdo scientist.",English,USA,2 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BYTJiNmE2YTQtNzE4NC00NTk5LWEyYmMtYzMzMWMwZjc1YWNjXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,N/A,6.4,"5,989",tt0109838,movie,12 Jul 2005,N/A,20th Century Fox,N/A,True,6.4/10,47%,,,,,
0,Fist of Legend,1994,R,22 Dec 1994,103 min,"Action, Drama, Thriller",Gordon Chan,"Gordon Chan (screenplay), Kwong Kim Yip (screenplay)","Jet Li, Shinobu Nakayama, Siu-Ho Chin, Billy Chow","In 1937, a Chinese martial artist returns to Shanghai to find his teacher dead and his school harassed by the Japanese.","Cantonese, Mandarin, Japanese, English",Hong Kong,2 nominations.,https://m.media-amazon.com/images/M/MV5BOTZlNmQxOTQtNTUwZi00NTE3LTg1MDUtMmQ2M2RhN2U3MDMyXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg,N/A,7.5,"21,707",tt0110200,movie,N/A,N/A,N/A,N/A,True,7.5/10,100%,,,,,
0,Major League II,1994,PG,30 Mar 1994,105 min,"Comedy, Sport",David S. Ward,"David S. Ward (characters), R.J. Stewart (story), Tom S. Parker (story), Jim Jennewein (story), R.J. Stewart (screenplay)","Charlie Sheen, Tom Berenger, Corbin Bernsen, Dennis Haysbert","The Indians are now a World Series contender. But last year's hunger is now replaced with complacency, and bad decisions by the new owner threaten to tear the team apart.",English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BZWZjMWZiOTItYWVjOS00YzdiLWI1ODktZGZjOTllMmE4Y2FjL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,5.6,"24,366",tt0110442,movie,N/A,N/A,N/A,N/A,True,5.6/10,5%,,,,,
0,A Pure Formality,1994,PG-13,26 May 1995,108 min,"Crime, Drama, Thriller",Giuseppe Tornatore,"Giuseppe Tornatore (story), Giuseppe Tornatore (screenplay), Pascal Quignard (dialogue)","Gérard Depardieu, Roman Polanski, Sergio Rubini, Nicola Di Pinto","Onoff is a famous writer who hasn't published any new books for quite some time and has become a recluse. When he is picked up by the police one stormy night, without any identification, ...",French,"Italy, France",5 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BMDI5YmY5ZWItYzgyZS00NjhhLTlhNWYtOGNmMTNkNzAxMGI4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg,N/A,7.7,"9,741",tt0110917,movie,N/A,N/A,N/A,N/A,True,7.7/10,80%,,,,,
0,The Five,1995,Unrated,16 Jan 1998,109 min,"Action, Drama, Crime",Takashi Ishii,Takashi Ishii,"Kôichi Satô, Masahiro Motoki, Jinpachi Nezu, Kippei Shîna","Five men plot to steal a large sum of money from the local yakuza, but everything does not go as planned and the men find themselves hunted down by contract killers.",Japanese,Japan,2 nominations.,https://m.media-amazon.com/images/M/MV5BMjZlNGMxMjYtZTY0YS00Y2ZmLWFjMDgtZjA5NTA1NjcyM2RmL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,N/A,6.9,"2,120",tt0113194,movie,N/A,N/A,N/A,N/A,True,6.9/10,83%,,,,,
0,The Last of the Mohicans,1992,R,25 Sep 1992,112 min,"Action, Adventure, Drama, Romance, War",Michael Mann,"James Fenimore Cooper (novel), John L. Balderston (adaptation), Paul Perez (adaptation), Daniel Moore (adaptation), Philip Dunne, Michael Mann (screenplay), Christopher Crowe (screenplay)","Daniel Day-Lewis, Madeleine Stowe, Russell Means, Eric Schweig",Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.,"English, French, North American Indian",USA,Won 1 Oscar. Another 6 wins & 17 nominations.,https://m.media-amazon.com/images/M/MV5BZDNiYmRkNDYtOWU1NC00NmMxLWFkNmUtMGI5NTJjOTJmYTM5XkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_SX300.jpg,76,7.7,"143,753",tt0104691,movie,N/A,N/A,N/A,N/A,True,7.7/10,93%,76/100,,,,
0,Whisper of the Heart,1995,G,13 Dec 1996,111 min,"Animation, Drama, Family, Music, Romance",Yoshifumi Kondô,"Hayao Miyazaki (screenplay), Aoi Hiiragi (comic), Cindy Davis (screenplay: English version), Donald H. Hewitt (screenplay: English version)","Yoko Honna, Issey Takahashi, Takashi Tachibana, Shigeru Muroi","A love story between a girl who loves reading books, and a boy who has previously checked out all of the library books she chooses.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BZDg0MWNmNjktMGEwZC00ZDlmLWI1MTUtMDBmNjQzMWM2NjBjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,75,7.9,"46,747",tt0113824,movie,N/A,N/A,N/A,N/A,True,7.9/10,94%,75/100,,,,
0,Tromeo and Juliet,1996,R,28 Feb 1997,107 min,"Action, Comedy, Drama, Fantasy, Romance",Lloyd Kaufman,"James Gunn (screenplay), Lloyd Kaufman (screenplay), Andrew Deemer (additional material), Jason Green (additional material), Phil Rivo (additional material)","Jane Jensen, Will Keenan, Valentine Miele, William Beckwith","Tromeo, a filmmaker, falls in love with Juliet, the daughter of a former partner who tried to steal his business from him.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BNzAzYjdkNmMtNGIyMC00Mzk1LThkYWQtNjI0ZmNiNWMxMWY4XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,N/A,6.1,"5,521",tt0114733,movie,N/A,N/A,N/A,N/A,True,6.1/10,,,,,,
0,The God of Cookery,1996,N/A,21 Dec 1996,95 min,"Action, Comedy, Fantasy","Stephen Chow, Lik-Chi Lee","Stephen Chow, Man Sang Lo, Kan-Cheung Tsang","Stephen Chow, Karen Mok, Vincent Kok, Man-Tat Ng","The most renowned and feared chef in the world loses his title of God of Cookery because of his pompous attitude. Humbled, he sets out to reclaim his title.",Cantonese,Hong Kong,2 nominations.,https://m.media-amazon.com/images/M/MV5BZDBkNDJhMTUtN2JlNC00ZWUwLTg1NTQtZGVmMWJkNzgzNmU1XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg,N/A,7.3,"7,898",tt0116426,movie,27 Oct 1998,N/A,Star Overseas,N/A,True,7.3/10,,,,,,
0,Drifting Clouds,1996,Not Rated,10 Jul 1998,97 min,"Comedy, Drama",Aki Kaurismäki,Aki Kaurismäki,"Kati Outinen, Kari Väänänen, Elina Salo, Sakari Kuosmanen",The recession hits a couple in Helsinki.,Finnish,"Finland, Germany, France",10 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTMxZjFiYmMtMGFiYi00ZTUxLWE3MGItNjE3ZGRhMmE4NWNkXkEyXkFqcGdeQXVyMjI0MjMwMzQ@._V1_SX300.jpg,N/A,7.7,"6,267",tt0116752,movie,N/A,N/A,N/A,N/A,True,7.7/10,100%,,,,,
0,Sgt. Kabukiman N.Y.P.D.,1990,PG-13,02 Mar 1991,105 min,"Action, Comedy, Crime, Fantasy, Thriller","Michael Herz, Lloyd Kaufman","Lloyd Kaufman (screenplay), Andrew Osborne (screenplay), Jeffrey W. Sass (screenplay), Lloyd Kaufman (story), Robert Coffey (additional material), Cliff Hahn (additional material)","Rick Gianasi, Susan Byun, Bill Weeden, Thomas Crnkovich",A streetwise New York police officer transforms into the world's most unusual superhuman hero.,English,"Japan, USA",1 nomination.,https://m.media-amazon.com/images/M/MV5BYWZjYzkzYTAtYjM3MC00MjY0LWI5NWYtZjgxYzg5N2U3MTg5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,5.9,"2,606",tt0117609,movie,N/A,N/A,N/A,N/A,True,5.9/10,,,,,,
0,Beautiful Boxer,2004,Unrated,29 Apr 2004,118 min,"Action, Biography, Drama, Sport",Ekachai Uekrongtham,"Ekachai Uekrongtham (screenplay by), Desmond Sim (screenplay by)","Asanee Suwan, Sorapong Chatree, Orn-Anong Panyawong, Nukkid Boonthong",Bio-pic of transgender Muay Thai boxer Parinya Charoenphol who pursued the sport to pay for her sex change operation.,"Thai, English, Japanese",Thailand,6 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMzEzMDc2NDA4MV5BMl5BanBnXkFtZTcwNjQwNDk5Ng@@._V1_SX300.jpg,66,7.1,"3,059",tt0401248,movie,N/A,N/A,N/A,N/A,True,7.1/10,83%,66/100,,,,
0,Gummo,1997,R,24 Nov 1997,89 min,"Comedy, Drama",Harmony Korine,Harmony Korine,"Jacob Sewell, Nick Sutton, Lara Tosh, Jacob Reynolds","Lonely residents of a tornado-stricken Ohio town wander the deserted landscape trying to fulfill their boring, nihilistic lives.",English,USA,4 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ1NjE4NTU4N15BMl5BanBnXkFtZTgwODkwMDg3NjE@._V1_SX300.jpg,19,6.8,"30,652",tt0119237,movie,N/A,N/A,N/A,N/A,True,6.8/10,35%,19/100,,,,
0,Chicago Cab,1997,R,02 Oct 1998,96 min,"Comedy, Drama","Mary Cybulski, John Tintori","Will Kern (play), Will Kern","Paul Dillon, Tim Gamble, Olivia Trevino, Moira Sinise","There is more to this story than this review lets on. It reflects all different facets of society over one drivers shift. He starts out it seems as a cold, ignorant man. But his character ...",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTkxMjQyMzItOWIwZS00MGY0LThjNDMtOTVhMWNjNzkyNThmXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg,N/A,6.4,"1,824",tt0119278,movie,15 Mar 2005,N/A,Trimark,N/A,True,6.4/10,56%,,,,,
0,Men with Guns,1997,R,27 Mar 1998,127 min,"Adventure, Drama",John Sayles,John Sayles,"Federico Luppi, Damián Delgado, Dan Rivera González, Tania Cruz","Humberto Fuentes is a wealthy doctor whose wife has recently died. In spite of the advice of his children, he takes a trip to visit his former students who now work in impoverished villages...","Spanish, Italian, English, Nahuatl, Maya, Tzotzil, Kuna","USA, Mexico",Nominated for 1 Golden Globe. Another 4 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BODAxYzg4YjItYWRiMS00YWJjLTk5ZmMtNjNiYmY2MTM4ZGIxXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,N/A,7.5,"2,550",tt0119657,movie,N/A,N/A,N/A,N/A,True,7.5/10,89%,,,,,
0,Nirvana,1997,R,24 Jan 1997,113 min,"Action, Drama, Sci-Fi, Thriller",Gabriele Salvatores,"Gabriele Salvatores, Pino Cacucci (screenplay collaborator), Gloria Corica (screenplay collaborator)","Christopher Lambert, Diego Abatantuono, Sergio Rubini, Stefania Rocca","The main character Solo in Nirvana, a computer game developed by Jimi for release in 3 days, has gained self-awareness after a virus attack. Solo wants to be deleted. Jimi wants to find his ex.",Italian,"Italy, France",5 wins & 20 nominations.,https://m.media-amazon.com/images/M/MV5BNTQ1MjZiY2UtNzlmNi00YWQ5LThiZjEtNWRlOTVkZjVjMWUwXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,N/A,6.1,"6,056",tt0119794,movie,01 Mar 2005,N/A,Miramax,N/A,True,6.1/10,,,,,,
0,Dance with the Devil,1997,R,31 Oct 1997,126 min,"Action, Crime, Horror, Romance",Álex de la Iglesia,"Barry Gifford (novel), Barry Gifford (screenplay), Jorge Guerricaechevarría (screenplay), David Trueba (screenplay), Álex de la Iglesia (screenplay)","Rosie Perez, Javier Bardem, Harley Cross, Aimee Graham","A psychotic criminal couple kidnaps a random teenage couple. The woman rapes the male captive, and lets him watch his lover being raped by the man. They then plan to sacrifice the couple.","English, Spanish","Mexico, Spain",6 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BYjVlMmRlNzUtNTk0Ny00Yzk3LTg4NzQtZmM2YzQxMGM5Y2ViXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,N/A,6.3,"7,526",tt0119879,movie,28 Dec 1999,N/A,Trimark Pictures,N/A,True,6.3/10,33%,,,,,
0,Safe House,1998,Not Rated,24 Jan 1999,112 min,"Drama, Thriller",Eric Steven Stahl,"Eric Steven Stahl (story), John Schalter (story), Sean McLain (story), Eric Steven Stahl (screenplay), John Schalter (screenplay), Sean McLain (screenplay)","Patrick Stewart, Kimberly Williams-Paisley, Hector Elizondo, Joy Kilpatrick","A psychological thriller. Mace Sowell, an ex-intelligence operative whose past government activities catches up with him, faces his own mortality, in the shape of the on-set of Alzheimer's ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTc1ODY2MDIzNl5BMl5BanBnXkFtZTcwMjA3MDgxMQ@@._V1_SX300.jpg,N/A,7.0,"2,307",tt0120051,movie,N/A,N/A,N/A,N/A,True,7.0/10,,,,,,
0,Interview,2007,R,10 May 2007,84 min,Drama,Steve Buscemi,"David Schechter, Theo van Gogh (based on the film by), Theodor Holman (screenplay), Hans Teeuwen (idea), Steve Buscemi (screenplay)","Steve Buscemi, Sienna Miller, Michael Buscemi, Tara Elders","After falling out with his editor, a fading political journalist is forced to interview America's most popular soap actress.",English,"USA, Canada, Netherlands",1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTIwNTA3MTgwNF5BMl5BanBnXkFtZTcwODYxNDk0MQ@@._V1_SX300.jpg,64,6.8,"13,051",tt0480269,movie,N/A,N/A,N/A,N/A,True,6.8/10,58%,64/100,,,,
0,Gia,1998,R,31 Jan 1998,120 min,"Biography, Drama, Romance",Michael Cristofer,"Jay McInerney, Michael Cristofer","Angelina Jolie, Elizabeth Mitchell, Eric Michael Cole, Kylie Travis","The story of the life of Gia Carangi, a top fashion model from the late 1970s, from her meteoric rise to the forefront of the modeling industry, to her untimely death.","English, German, French",USA,Won 2 Golden Globes. Another 8 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BOWU4MTdmZWQtZGQ2Mi00Zjc0LThiNDAtNTY2NDZkMzAwNWJlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,N/A,7.0,"40,115",tt0123865,movie,N/A,N/A,N/A,N/A,True,7.0/10,92%,,,,,
0,Thursday,1998,R,25 Sep 1998,87 min,"Action, Comedy, Crime, Drama, Mystery, Thriller",Skip Woods,Skip Woods,"Thomas Jane, Aaron Eckhart, Paulina Porizkova, James Le Gros",A former L.A. drug dealer has moved to Houston to make a new life for himself as a married architect. Everything falls apart when he is suddenly visited by one of his former cohorts who comes carrying heroin.,English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTkyNzExNTg1OV5BMl5BanBnXkFtZTcwMzQwNTgzMQ@@._V1_SX300.jpg,N/A,7.2,"16,720",tt0124901,movie,N/A,N/A,N/A,N/A,True,7.2/10,33%,,,,,
0,Lady Snowblood,1973,Not Rated,22 Mar 1974,97 min,"Action, Drama, Thriller",Toshiya Fujita,"Kazuo Kamimura (story), Kazuo Koike (story), Norio Osada (screenplay)","Meiko Kaji, Toshio Kurosawa, Masaaki Daimon, Miyoko Akaza",A strikingly beautiful young woman is raised from birth to be a deadly instrument of revenge against the swindlers who destroyed her family.,"Japanese, English",Japan,N/A,https://m.media-amazon.com/images/M/MV5BMjFiOTIyNTEtYzU1NS00MzRhLTg1ZDktMDE3N2ZlZDRhZjEwXkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_SX300.jpg,N/A,7.7,"11,406",tt0158714,movie,11 May 2004,N/A,Toho Company Ltd.,N/A,True,7.7/10,100%,,,,,
0,Takedown,2000,R,15 Mar 2000,96 min,"Biography, Crime, Drama, Thriller",Joe Chappelle,"Tsutomu Shimomura (book), John Markoff (book), David Newman (screenplay), Leslie Newman (screenplay), John Danza (screenplay), Howard A. Rodman (screenplay)","Skeet Ulrich, Russell Wong, Angela Featherstone, Donal Logue",This film is based on the story of the capture of computer hacker Kevin Mitnick.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BODgyOTJiNzAtYzZkOS00ODM2LTliMTItMDgzMDczZWRlOGJkXkEyXkFqcGdeQXVyNjU2MjA0ODc@._V1_SX300.jpg,N/A,6.3,"6,492",tt0159784,movie,N/A,N/A,N/A,N/A,True,6.3/10,,,,,,
0,Kirikou and the Sorceress,1998,N/A,27 Oct 2000,71 min,"Animation, Adventure, Family, Fantasy","Michel Ocelot, Raymond Burlet",N/A,"Doudou Gueye Thiaw, Maimouna N'Diaye, Awa Sene Sarr, Robert Liensol","In a troubled African village, an unusual baby is born.",French,"France, Belgium, Luxembourg",11 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BM2MxNGRhZjctZmVkYy00ZGE4LTg5MjctY2I1NGMyYjJjNTMwXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,N/A,7.5,"8,291",tt0181627,movie,N/A,N/A,N/A,N/A,True,7.5/10,96%,,,,,
0,Taxi 2,2000,Not Rated,06 Oct 2000,88 min,"Action, Comedy, Crime",Gérard Krawczyk,Luc Besson,"Samy Naceri, Frédéric Diefenthal, Marion Cotillard, Emma Wiklund","Police inspector Emilien and his taxi-driver pal Daniel are back, this time on the tail of a group of Japanese yakuza.","French, Japanese, German",France,1 win.,https://m.media-amazon.com/images/M/MV5BNDQ4MWJiNzMtNDE5MC00YTBjLTg2M2EtMDI5NmY5ZWJlOTYxXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_SX300.jpg,N/A,6.5,"49,759",tt0183869,movie,N/A,N/A,N/A,N/A,True,6.5/10,,,,,,
0,The Wind Will Carry Us,1999,Not Rated,24 Nov 1999,118 min,Drama,Abbas Kiarostami,"Mahmoud Aiden (idea), Abbas Kiarostami","Behzad Dorani, Noghre Asadi, Roushan Karam Elmi, Bahman Ghobadi",Irreverent city engineer Behzad comes to a rural village in Iran to keep vigil for a dying relative. In the meanwhile the film follows his efforts to fit in with the local community and how he changes his own attitudes as a result.,"Persian, Kurdish","Iran, France",4 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BMTMzODc3MTkzOV5BMl5BanBnXkFtZTcwMjIyNDQzMQ@@._V1_SX300.jpg,86,7.6,"8,093",tt0209463,movie,N/A,N/A,N/A,N/A,True,7.6/10,97%,86/100,,,,
0,2046,2004,R,29 Sep 2004,129 min,"Drama, Romance, Sci-Fi",Kar-Wai Wong,Kar-Wai Wong (screenplay),"Tony Chiu-Wai Leung, Li Gong, Faye Wong, Takuya Kimura","Several women enter a science fiction author's life over the course of a few years, after the author has lost the woman he considers his one true love.","Cantonese, Japanese, Mandarin","Hong Kong, China, France, Italy, Germany",38 wins & 80 nominations.,https://m.media-amazon.com/images/M/MV5BMzY1MjkzNDY4MF5BMl5BanBnXkFtZTcwMzE1NzAzMQ@@._V1_SX300.jpg,78,7.4,"49,079",tt0212712,movie,N/A,N/A,N/A,N/A,True,7.4/10,86%,78/100,,,,
