,Actors,Awards,BoxOffice,Country,DVD,Director,Episode,Genre,Internet Movie Database,Language,Metacritic,Metascore,Plot,Poster,Production,Rated,Released,Response,Rotten Tomatoes,Runtime,Season,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,seriesID,totalSeasons
0,"David Spade, John Goodman, Eartha Kitt, Patrick Warburton",Nominated for 1 Oscar. Another 7 wins & 26 nominations.,N/A,USA,N/A,Mark Dindal,,"Animation, Adventure, Comedy, Family, Fantasy",7.3/10,English,70/100,70,"Emperor Kuzco is turned into a llama by his ex-administrator Yzma, and must now regain his throne with the help of Pacha, the gentle llama herder.",https://m.media-amazon.com/images/M/MV5BZGQwNmFhNjctNzQ0Yy00ZmE5LWIyMTEtYTZhZWQ4OTFmNDI2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTMxMjgxMzA@._V1_SX300.jpg,N/A,G,15 Dec 2000,True,85%,78 min,,The Emperor's New Groove,movie,N/A,"Chris Williams (story by), Mark Dindal (story by), David Reynolds (screenplay by), Stephen J. Anderson (additional story material by), Don Hall (additional story material by), John Norton (additional story material by), Roger Allers (based on an original story by), Matthew Jacobs (based on an original story by), Doug Frankel (additional story), Mark Kennedy (additional story), Mark Walton (additional story)",2000,tt0120917,7.3,"172,797",,
0,"Teri Horton, Tod M. Volpe, Ben Heller, Nick Carone",N/A,N/A,USA,N/A,Harry Morgan Moses,,Documentary,7.0/10,English,70/100,70,"In this documentary, veteran filmmaker Harry Moses exposes the controversy in the world of high priced artwork. He paints a vivid picture of how art is bought and sold in America.",https://m.media-amazon.com/images/M/MV5BMTcyMTQ1Mzk1OV5BMl5BanBnXkFtZTcwMDM3OTY0MQ@@._V1_SX300.jpg,N/A,PG-13,09 Nov 2006,True,100%,74 min,,Who the #$&% Is Jackson Pollock?,movie,N/A,Harry Morgan Moses,2006,tt0487092,7.0,"1,139",,
0,"Mel Gibson, Helen Hunt, Marisa Tomei, Alan Alda",Nominated for 1 Golden Globe. Another 5 wins & 8 nominations.,N/A,USA,N/A,Nancy Meyers,,"Comedy, Fantasy, Romance",6.4/10,English,47/100,47,"After an accident, a chauvinistic executive gains the ability to hear what women are really thinking.",https://m.media-amazon.com/images/M/MV5BZjUyZWE5YmMtNDA2ZC00NzFlLTg0MzktOTgzYjA2ZWE3NmIwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,N/A,PG-13,15 Dec 2000,True,54%,127 min,,What Women Want,movie,N/A,"Josh Goldsmith (story), Cathy Yuspa (story), Diane Drake (story), Josh Goldsmith (screenplay), Cathy Yuspa (screenplay)",2000,tt0207201,6.4,"187,196",,
0,"Sean Connery, Rob Brown, F. Murray Abraham, Anna Paquin",5 wins & 13 nominations.,N/A,USA,N/A,Gus Van Sant,,Drama,7.3/10,"English, German",62/100,62,A young writing prodigy finds a mentor in a reclusive author.,https://m.media-amazon.com/images/M/MV5BMTk5MjQ4MjcyOF5BMl5BanBnXkFtZTYwNTMzODg2._V1_SX300.jpg,N/A,PG-13,12 Jan 2001,True,74%,136 min,,Finding Forrester,movie,N/A,Mike Rich,2000,tt0181536,7.3,"81,015",,
0,"Cate Blanchett, Giovanni Ribisi, Keanu Reeves, Katie Holmes",10 nominations.,N/A,USA,N/A,Sam Raimi,,"Drama, Fantasy, Horror, Mystery",6.6/10,English,62/100,62,A woman with extrasensory perception is asked to help find a young woman who has disappeared.,https://m.media-amazon.com/images/M/MV5BNTUzMDY3ZDAtY2RiNC00ZGM4LWJjNmMtNWU0MGVjOWVkNjcwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,R,19 Jan 2001,True,57%,111 min,,The Gift,movie,N/A,"Billy Bob Thornton, Tom Epperson",2000,tt0219699,6.6,"61,427",,
0,"Olatz López Garmendia, Giovani Florido, Loló Navarro, Batan Silva",Nominated for 1 Oscar. Another 15 wins & 22 nominations.,N/A,"USA, Mexico",N/A,Julian Schnabel,,"Biography, Drama, Romance",7.2/10,"English, Spanish, Russian, French",85/100,85,"The life of Cuban poet and novelist, Reinaldo Arenas.",https://m.media-amazon.com/images/M/MV5BMjE2MzIzMDI5OF5BMl5BanBnXkFtZTcwODYzMzMzMQ@@._V1_SX300.jpg,N/A,R,23 Feb 2001,True,73%,133 min,,Before Night Falls,movie,N/A,"Cunningham O'Keefe, Lázaro Gómez Carriles, Julian Schnabel, Reynaldo Arenas (memoir ""Before Night Falls""), Jana Bokova (documentary ""Havana"")",2000,tt0247196,7.2,"23,474",,
0,"Paul Sanchez, Lari White, Leonid Citer, David Allen Brooks",Nominated for 2 Oscars. Another 15 wins & 35 nominations.,N/A,USA,N/A,Robert Zemeckis,,"Adventure, Drama, Romance",7.8/10,"English, Russian",73/100,73,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,https://m.media-amazon.com/images/M/MV5BN2Y5ZTU4YjctMDRmMC00MTg4LWE1M2MtMjk4MzVmOTE4YjkzXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg,N/A,PG-13,22 Dec 2000,True,88%,143 min,,Cast Away,movie,N/A,William Broyles Jr.,2000,tt0162222,7.8,"504,027",,
0,"Nicolas Cage, Téa Leoni, Don Cheadle, Jeremy Piven",4 wins & 6 nominations.,N/A,USA,N/A,Brett Ratner,,"Comedy, Drama, Fantasy, Romance",6.8/10,"English, Italian",42/100,42,"A fast-lane investment broker, offered the opportunity to see how the other half lives, wakes up to find that his sports car and girlfriend have become a mini-van and wife.",https://m.media-amazon.com/images/M/MV5BYzYzMTQ4NDYtNWRkZi00NTYxLThlZDItMzI1MmU1MmU5ZWQ3XkEyXkFqcGdeQXVyNDA5Mjg5MjA@._V1_SX300.jpg,N/A,PG-13,22 Dec 2000,True,53%,125 min,,The Family Man,movie,N/A,"David Diamond, David Weissman",2000,tt0218967,6.8,"100,083",,
0,"Gillian Anderson, Dan Aykroyd, Eleanor Bron, Terry Kinney",Nominated for 1 BAFTA Film Award. Another 6 wins & 28 nominations.,N/A,"UK, USA, France, Germany",29 May 2001,Terence Davies,,"Romance, Drama",7.0/10,"English, French, German",78/100,78,A woman risks losing her chance of happiness with the only man she has ever loved.,https://m.media-amazon.com/images/M/MV5BZDljMWUzYWEtZjk0Yi00NjcxLTk5NmItYjBiOGVmZWJiYjMyXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_SX300.jpg,Sony Pictures Classics,PG,07 Mar 2001,True,82%,135 min,,The House of Mirth,movie,N/A,"Edith Wharton (novel), Terence Davies",2000,tt0200720,7.0,"6,859",,
0,"Sandra Bullock, Michael Caine, Benjamin Bratt, Candice Bergen",Nominated for 2 Golden Globes. Another 7 wins & 5 nominations.,N/A,USA,N/A,Donald Petrie,,"Action, Comedy, Crime, Romance",6.2/10,"English, Russian, French, Hawaiian, Spanish",43/100,43,An F.B.I. Agent must go undercover in the Miss United States beauty pageant to prevent a group from bombing the event.,https://m.media-amazon.com/images/M/MV5BZDhjNzc4N2MtNWE5ZC00N2M4LWFiYjEtMTE5YmYyMTg3OGY5XkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_SX300.jpg,N/A,PG-13,22 Dec 2000,True,42%,109 min,,Miss Congeniality,movie,N/A,"Marc Lawrence, Katie Ford, Caryn Lucas",2000,tt0212346,6.2,"179,496",,
0,"Joong-Hoon Park, Sung-Ki Ahn, Dong-Gun Jang, Ji-woo Choi",8 wins.,N/A,South Korea,N/A,Myung-se Lee,,"Action, Drama",6.5/10,Korean,55/100,55,"Detective Woo is on the trail of the mysterious gangster Sungmin, a master of disguise who always manages to elude his pursuers. Eventually, the cop tracks down and confronts the master-criminal in the suburbs of a coal-mining town.",https://m.media-amazon.com/images/M/MV5BM2EyNjMwYzYtODkyZC00YzNlLTkxM2UtN2Q1ODc3Y2JjYjhjXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,N/A,R,31 Jul 1999,True,,112 min,,Nowhere to Hide,movie,N/A,Myung-se Lee,1999,tt0223530,6.5,"1,768",,
0,"George Clooney, John Turturro, Tim Blake Nelson, John Goodman",Nominated for 2 Oscars. Another 7 wins & 36 nominations.,N/A,"UK, France, USA",N/A,"Joel Coen, Ethan Coen",,"Adventure, Comedy, Crime, Music",7.7/10,English,69/100,69,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.",https://m.media-amazon.com/images/M/MV5BMjZkOTdmMWItOTkyNy00MDdjLTlhNTQtYzU3MzdhZjA0ZDEyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,N/A,PG-13,02 Feb 2001,True,77%,107 min,,"O Brother, Where Art Thou?",movie,N/A,"Homer (epic poem ""The Odyssey""), Ethan Coen, Joel Coen",2000,tt0190590,7.7,"275,201",,
0,"Janet McTeer, Michael Davis, Michael Goodwin, Gregory Russell Cook",5 wins & 5 nominations.,N/A,USA,N/A,Maggie Greenwald,,"Drama, Music",7.2/10,English,63/100,63,"After being denied a promotion at the university where she teaches, Doctor Lily Penleric, a brilliant musicologist, impulsively visits her sister, who runs a struggling rural school in ...",https://m.media-amazon.com/images/M/MV5BMTYwODg2OTUyNV5BMl5BanBnXkFtZTcwMjY2NTc0MQ@@._V1_SX300.jpg,N/A,PG-13,27 Jul 2001,True,74%,109 min,,Songcatcher,movie,N/A,Maggie Greenwald,2000,tt0210299,7.2,"3,167",,
0,"Michael Higgins, Michael Bradshaw, Morris Lamore, Allen Soule",7 wins & 8 nominations.,N/A,"France, USA",N/A,David Mamet,,"Comedy, Drama",6.7/10,"English, Italian",75/100,75,A movie crew invades a small town whose residents are all too ready to give up their values for showbiz glitz.,https://m.media-amazon.com/images/M/MV5BYzI1ZWU0YmItNjc3Yy00MDBiLTk3ZTgtMTUxZTBkYTI1ZDYyXkEyXkFqcGdeQXVyNTI2ODA2NTc@._V1_SX300.jpg,N/A,R,12 Jan 2001,True,86%,105 min,,State and Main,movie,N/A,David Mamet,2000,tt0120202,6.7,"20,012",,
0,"Gerard Butler, Christopher Plummer, Jonny Lee Miller, Justine Waddell",2 nominations.,N/A,USA,N/A,Patrick Lussier,,"Action, Fantasy, Horror, Thriller",4.9/10,English,26/100,26,"A group of thieves breaks into a chamber expecting to find paintings, but instead they release the count himself, who travels to New Orleans to find his nemesis' daughter, Mary Van Helsing.",https://m.media-amazon.com/images/M/MV5BYzUxYzFlZjYtYWNiOC00ZmY0LThjMjYtMDdlNmRhNmY5MDRjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,R,22 Dec 2000,True,,99 min,,Dracula 2000,movie,N/A,"Joel Soisson (story), Patrick Lussier (story), Joel Soisson (screenplay)",2000,tt0219653,4.9,"31,391",,
0,"Matt Damon, Henry Thomas, Penélope Cruz, Angelina Torres",Nominated for 1 Golden Globe. Another 2 wins & 13 nominations.,N/A,USA,N/A,Billy Bob Thornton,,"Drama, Romance, Western",5.8/10,"English, Spanish",55/100,55,"Two Texas cowboys head to Mexico in search of work, but soon find themselves in trouble with the law after one of them falls in love with a wealthy rancher's daughter.",https://m.media-amazon.com/images/M/MV5BZmI1N2Y4NTYtMzM0NS00YmNhLTk4MGUtYzg3NWE4Y2JlNjlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,PG-13,25 Dec 2000,True,32%,116 min,,All the Pretty Horses,movie,N/A,"Cormac McCarthy (novel), Ted Tally (screenplay)",2000,tt0149624,5.8,"12,678",,
0,"Barry McEvoy, Brían F. O'Byrne, Anna Friel, Pauline McLynn",1 nomination.,N/A,USA,N/A,Barry Levinson,,Comedy,6.3/10,English,56/100,56,"Colm (Barry McEvoy) is a Catholic, and George (Brian O'Byrne) is a poetry-loving Protestant. In Belfast, Northern Ireland in the 1980s, they could have been enemies, but instead, they ...",https://m.media-amazon.com/images/M/MV5BMTc4MTYwOTk3MV5BMl5BanBnXkFtZTcwMDcwODkxMQ@@._V1_SX300.jpg,N/A,R,23 Mar 2001,True,48%,103 min,,An Everlasting Piece,movie,N/A,Barry McEvoy,2000,tt0218182,6.3,"1,543",,
0,"Shawn Driscoll, Kevin Costner, Drake Cook, Lucinda Jenney",3 wins & 8 nominations.,N/A,USA,N/A,Roger Donaldson,,"Drama, History, Thriller",7.3/10,"English, Russian, Spanish, Romanian",67/100,67,"In October 1962, the Kennedy administration struggles to contain the Cuban Missile Crisis.",https://m.media-amazon.com/images/M/MV5BZDM5NzBkZWMtZDY2Ny00OGMxLTgzMDUtZDZkNzRhM2M5MDIxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,PG-13,12 Jan 2001,True,83%,145 min,,Thirteen Days,movie,N/A,"David Self, Ernest R. May (book), Philip D. Zelikow (book)",2000,tt0146309,7.3,"52,454",,
0,"Benicio Del Toro, Jacob Vargas, Andrew Chavez, Michael Saucedo",Won 4 Oscars. Another 70 wins & 86 nominations.,N/A,"USA, Mexico, Germany",N/A,Steven Soderbergh,,"Crime, Drama, Thriller",7.6/10,"English, Spanish",86/100,86,"A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business.",https://m.media-amazon.com/images/M/MV5BNDA2YjNkMjEtZjcwNy00ZTc5LWEzNDItMjE0ODlmMDAzNDFkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,N/A,R,05 Jan 2001,True,93%,147 min,,Traffic,movie,N/A,"Simon Moore (miniseries Traffik), Stephen Gaghan (screenplay)",2000,tt0181865,7.6,"190,965",,
0,"Ron Anderson, Marty Antonini, Wes Bentley, Randy Birch",1 win & 10 nominations.,N/A,"UK, France, Canada",N/A,Michael Winterbottom,,"Drama, Romance, Western",6.4/10,English,62/100,62,"A prospector who sold his wife and infant daughter in exchange for a mining claim, tries desperately to win them back as he helps to build the Pacific Railroad with a group of pioneer friends.",https://m.media-amazon.com/images/M/MV5BYmVjMzVhNWQtZDkyYS00N2YzLTk3M2QtMTY2ZDgxZDRjOTAxXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,N/A,R,02 Feb 2001,True,62%,120 min,,The Claim,movie,N/A,"Frank Cottrell Boyce (screenplay by), Thomas Hardy (inspired by the novel by: ""The Mayor of Casterbridge"")",2000,tt0218378,6.4,"5,819",,
0,"John Malkovich, Willem Dafoe, Udo Kier, Cary Elwes",Nominated for 2 Oscars. Another 16 wins & 27 nominations.,N/A,"UK, USA, Luxembourg",N/A,E. Elias Merhige,,"Drama, Horror",6.9/10,"English, German, Luxembourgish",71/100,71,The filming of Nosferatu (1922) is hampered by the fact that its star Max Schreck is taking the role of a vampire far more seriously than seems humanly possible.,https://m.media-amazon.com/images/M/MV5BMGYxZDEzMDMtMDIzNy00OTQ5LTkzYmItYzdkYTgxMGRkOWVmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,R,26 Jan 2001,True,82%,92 min,,Shadow of the Vampire,movie,N/A,Steven Katz,2000,tt0189998,6.9,"39,182",,
0,"Lindsay Crouse, Joe Mantegna, Mike Nussbaum, Lilia Skala",Nominated for 1 Golden Globe. Another 6 wins & 3 nominations.,N/A,USA,N/A,David Mamet,,"Crime, Thriller",7.3/10,English,78/100,78,"A psychiatrist comes to the aid of a compulsive gambler and is led by a smooth-talking grifter into the shadowy but compelling world of stings, scams, and con men.",https://m.media-amazon.com/images/M/MV5BZTNkYmIwYjAtMDcyNy00MGYwLWJkYTAtODAyNDJjZTdmNGYxXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,N/A,R,14 Oct 1987,True,96%,102 min,,House of Games,movie,N/A,"David Mamet (screenplay), Jonathan Katz (story), David Mamet (story)",1987,tt0093223,7.3,"19,960",,
0,"Pat Mulligan, Nick Dimitri, Michael Madsen, Joanne Whalley",1 win.,N/A,USA,N/A,John Dahl,,"Action, Crime, Drama, Thriller",6.3/10,English,61/100,61,A young detective becomes involved with a beautiful woman on the run from the mob and her psychopath boyfriend.,https://m.media-amazon.com/images/M/MV5BYzM2ZjBkNDctZGYyZS00M2Y1LWE4ODUtZGQ0MWIxZGNiNTYxXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,N/A,R,27 Oct 1989,True,,94 min,,Kill Me Again,movie,N/A,"John Dahl, David W. Warfield",1989,tt0097662,6.3,"4,308",,
0,"Albert Finney, Carol Burnett, Ann Reinking, Tim Curry",Nominated for 2 Oscars. Another 2 wins & 11 nominations.,N/A,USA,N/A,John Huston,,"Comedy, Drama, Family, Musical",6.6/10,English,39/100,39,A young orphan girl's adventures in finding a family that will take her.,https://m.media-amazon.com/images/M/MV5BYzU2YzA3NTYtNDg3OS00YTg3LThiODctZTQ3MzhkZDVjZDNlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,N/A,PG,18 Jun 1982,True,57%,127 min,,Annie,movie,N/A,"Carol Sobieski (screenplay), Thomas Meehan (book), Martin Charnin (play)",1982,tt0083564,6.6,"38,388",,
0,"Christina Applegate, Joanna Cassidy, John Getz, Josh Charles",4 nominations.,N/A,USA,N/A,Stephen Herek,,Comedy,6.3/10,English,35/100,35,Five siblings are left alone all summer when their mom leaves town and the evil babysitter bites the dust.,https://m.media-amazon.com/images/M/MV5BY2RhNWNlMzctMjQzNi00M2M5LTk5MjYtMWU0MjQ0Nzk0MDQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,PG-13,07 Jun 1991,True,,102 min,,Don't Tell Mom the Babysitter's Dead,movie,N/A,"Neil Landau, Tara Ison",1991,tt0101757,6.3,"26,848",,
0,"Richard Gere, Debra Winger, David Keith, Robert Loggia",Won 2 Oscars. Another 7 wins & 13 nominations.,N/A,USA,N/A,Taylor Hackford,,"Drama, Romance",7.0/10,"English, Filipino",75/100,75,"A young man must complete his work at a Navy Officer Candidate School to become an aviator, with the help of a tough Gunnery Sergeant and his new girlfriend.",https://m.media-amazon.com/images/M/MV5BNTM5NmY2MTktODRiMS00NTQwLTk2ODEtZTFhYjAyMTZmMTc5XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,N/A,R,13 Aug 1982,True,79%,124 min,,An Officer and a Gentleman,movie,N/A,Douglas Day Stewart,1982,tt0084434,7.0,"47,033",,
0,"Dennis Quaid, Billy Bob Thornton, Jason Patric, Patrick Wilson",1 nomination.,N/A,USA,28 Sep 2004,John Lee Hancock,,"Drama, History, War, Western",6.0/10,"English, Spanish",47/100,47,"Based on the 1836 standoff between a group of Texan and Tejano men, led by Davy Crockett and Jim Bowie, and Mexican dictator Santa Anna's forces at the Alamo in San Antonio Texas.",https://m.media-amazon.com/images/M/MV5BMTAzOTQ5Nzg4MzheQTJeQWpwZ15BbWU2MDQwODAxNw@@._V1_SX300.jpg,N/A,PG-13,09 Apr 2004,True,,137 min,,The Alamo,movie,N/A,"Leslie Bohem, Stephen Gaghan, John Lee Hancock",2004,tt0318974,6.0,"19,175",,
0,"Sean Penn, Christopher Walken, Mary Stuart Masterson, Chris Penn",2 wins & 2 nominations.,N/A,USA,N/A,James Foley,,"Crime, Drama",7.0/10,English,67/100,67,"In 1978 Pennsylvania, an absentee father is reacquainted with his estranged teenage sons who become intrigued with his romanticized life of crime.",https://m.media-amazon.com/images/M/MV5BMjA2MjUzMjY1M15BMl5BanBnXkFtZTcwMDczMTcyNA@@._V1_SX300.jpg,N/A,R,18 Apr 1986,True,87%,111 min,,At Close Range,movie,N/A,"Elliott Lewitt (story by), Nicholas Kazan (story by), Nicholas Kazan (screenplay by)",1986,tt0090670,7.0,"13,471",,
0,"Chuck Norris, George Murdock, Terry O'Connor, Don Gentry",N/A,N/A,USA,N/A,Don Hulette,,"Action, Adventure, Crime",4.3/10,English,,N/A,"Truck driver searches for his brother, who has disappeared in a town run by a corrupt judge.",https://m.media-amazon.com/images/M/MV5BOWMyNTg5YTEtODhmMi00YjcxLWI3OTQtZmNjN2RkMDU1NmYzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,N/A,PG,01 Apr 1977,True,,86 min,,Breaker! Breaker!,movie,N/A,Terry Chambers,1977,tt0075783,4.3,"2,660",,
0,"Charles Bronson, Ben Johnson, Richard Crenna, Jill Ireland",N/A,N/A,USA,N/A,Tom Gries,,"Mystery, Western",6.7/10,English,,N/A,"John Deakin is being transported, as a prisoner, on a train with supplies and medicine to Fort Humboldt, Nevada.",https://m.media-amazon.com/images/M/MV5BYzBlM2M2ZjQtODExMi00OTlkLWI2N2UtYWRiZDNiNDUwYTBhXkEyXkFqcGdeQXVyMTg2NTc4MzA@._V1_SX300.jpg,N/A,PG,25 Dec 1975,True,60%,95 min,,Breakheart Pass,movie,N/A,"Alistair MacLean (novel), Alistair MacLean (screenplay)",1975,tt0072735,6.7,"6,240",,
0,"Gary Cooper, Dorothy McGuire, Anthony Perkins, Richard Eyer",Nominated for 6 Oscars. Another 5 wins & 4 nominations.,N/A,USA,05 Dec 2000,William Wyler,,"Drama, Romance, War, Western",7.4/10,English,,N/A,The pacifist attitude of a Quaker family is tested as a result of the American Civil War.,https://m.media-amazon.com/images/M/MV5BNDZhYjVhMDYtYTFhMy00YmExLWJhZDAtZjMxNDZkNGQ1MDg0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Twentieth Century Fox Home Entertainment,Passed,25 Nov 1956,True,88%,137 min,,Friendly Persuasion,movie,N/A,"Jessamyn West (book), Michael Wilson (screenplay)",1956,tt0049233,7.4,"6,056",,
0,"Tom Berenger, Martin Sheen, Stephen Lang, Richard Jordan",1 win & 1 nomination.,N/A,USA,N/A,Ron Maxwell,,"Drama, History, War",7.6/10,English,,N/A,"In 1863, the Northern and Southern forces fight at Gettysburg in the decisive battle of the American Civil War.",https://m.media-amazon.com/images/M/MV5BZjgzNzhlYzEtMzYxYS00MTJkLWIzODUtZGQ3MmFiZDdkMTZiXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,N/A,PG,08 Oct 1993,True,76%,271 min,,Gettysburg,movie,N/A,"Michael Shaara (novel), Ron Maxwell (screenplay)",1993,tt0107007,7.6,"25,222",,
0,"Harvey Keitel, Fairuza Balk, Kelly Lynch, Vincent D'Onofrio",N/A,N/A,USA,N/A,Anthony Drazan,,"Biography, Drama",6.4/10,English,,N/A,"A recently widowed, small-time hustler struggles to raise his two teenage daughters on his own, and still make a dishonest living in 1950s Indiana.",https://m.media-amazon.com/images/M/MV5BMDVkOWQzMjYtNmY1OC00OWY5LWJkNmMtZmQwMzI5Nzc1YTQxXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_SX300.jpg,N/A,PG,14 Oct 1994,True,60%,107 min,,Imaginary Crimes,movie,N/A,"Sheila Ballantyne (book), Kristine Johnson (screenplay), Davia Nelson (screenplay)",1994,tt0110115,6.4,"1,311",,
0,"Jeff Bridges, Sam Waterston, Elizabeth Ashley, Clifton James",N/A,N/A,USA,N/A,Frank Perry,,"Comedy, Romance, Western",6.2/10,English,,N/A,"Two drifters, of widely varying backgrounds, rustle cattle and try to avoid being caught in contemporary Montana.",https://m.media-amazon.com/images/M/MV5BYjY3NGI5NmEtMTNiZS00YzMyLWJjZDktNzcxZWY0MWIwMmEyXkEyXkFqcGdeQXVyMTYzMTY1MjQ@._V1_SX300.jpg,N/A,R,14 Mar 1975,True,69%,93 min,,Rancho Deluxe,movie,N/A,Thomas McGuane,1975,tt0073605,6.2,"1,516",,
0,"Madison Charap, Troy Taylor, Ryan Larson, P.J. Palmer",N/A,N/A,USA,N/A,Ted Nicolaou,,"Horror, Mystery, Thriller",4.2/10,English,,N/A,Four young people spend a night in a haunted mansion.,https://m.media-amazon.com/images/M/MV5BMjE2OTc0MDI0Nl5BMl5BanBnXkFtZTcwNjIyODMyMQ@@._V1_SX300.jpg,N/A,PG-13,03 Oct 2001,True,,79 min,,The St. Francisville Experiment,movie,N/A,N/A,2000,tt0218625,4.2,"1,439",,
0,"Harald Maresch, Helga Franck, Alexander D'Arcy, Helga Neuner",N/A,N/A,West Germany,N/A,Fritz Böttger,,Horror,2.5/10,German,,N/A,"Survivors of a plane crash on a remote island find it is covered by spiders. When bitten, the survivors start turning into spiders!",https://m.media-amazon.com/images/M/MV5BZmJmMWJlMmItYzdmNS00MWM2LThhNzQtNzdkOTUwMmY2YTEzXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_SX300.jpg,N/A,Unrated,01 Mar 1962,True,,77 min,,The Spider's Web,movie,N/A,"Fritz Böttger, Eldon Howard, Albert G. Miller",1960,tt0054333,2.5,"3,454",,
0,"Ryan Phillippe, Rachael Leigh Cook, Claire Forlani, Tim Robbins",2 wins & 3 nominations.,N/A,USA,N/A,Peter Howitt,,"Action, Crime, Drama, Thriller",6.1/10,English,31/100,31,A computer programmer's dream job at a hot Portland-based firm turns nightmarish when he discovers his boss has a secret and ruthless means of dispatching anti-trust problems.,https://m.media-amazon.com/images/M/MV5BM2VjZjdiYzYtOGU1Yy00NWZmLWEyOTUtM2QzMDlkYmRlYmM2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,PG-13,12 Jan 2001,True,24%,108 min,,Antitrust,movie,N/A,Howard Franklin,2001,tt0218817,6.1,"27,961",,
0,"Orlando Jones, Eddie Griffin, Gary Grubbs, Daniel Roebuck",N/A,N/A,USA,N/A,George Gallo,,"Action, Comedy, Crime, Thriller",5.5/10,"English, Spanish",25/100,25,"A man on the run takes another man's passport, only to find himself stuck with the identity of a street hustler.",https://m.media-amazon.com/images/M/MV5BYTkwMTZmNmEtYzc0NS00MWVjLThjOGYtZmFlZDE4MzY3YzRkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,N/A,PG-13,12 Jan 2001,True,12%,88 min,,Double Take,movie,N/A,"Graham Greene (story ""Across the Bridge""), Guy Elmes, Denis Freeman, George Gallo (screenplay)",2001,tt0238948,5.5,"7,892",,
0,"Julia Stiles, Sean Patrick Thomas, Kerry Washington, Fredro Starr",6 wins & 8 nominations.,N/A,USA,N/A,Thomas Carter,,"Drama, Music, Romance",6.2/10,English,53/100,53,"A white midwestern girl moves to Chicago, where her new boyfriend is a black teen from the South Side with a rough, semi-criminal past.",https://m.media-amazon.com/images/M/MV5BNjkzMjFkNmQtYTQ2Yy00NTRhLWE0ZGYtNjBmYTcyOTgxNGYxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,PG-13,12 Jan 2001,True,,112 min,,Save the Last Dance,movie,N/A,"Duane Adler (story), Duane Adler (screenplay), Cheryl Edwards (screenplay)",2001,tt0206275,6.2,"55,585",,
0,"Jodie Foster, Kristen Stewart, Forest Whitaker, Dwight Yoakam",1 win & 9 nominations.,N/A,USA,N/A,David Fincher,,"Crime, Drama, Thriller",6.8/10,English,65/100,65,"A divorced woman and her diabetic daughter take refuge in their newly-purchased house's safe room, when three men break-in, searching for a missing fortune.",https://m.media-amazon.com/images/M/MV5BNmY4ZGFjYTYtMDNmYi00ZDM4LWFjYTgtNmNlZjBmMzg0MzQ3XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,N/A,R,29 Mar 2002,True,75%,112 min,,Panic Room,movie,N/A,David Koepp,2002,tt0258000,6.8,"249,545",,
