,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Internet Movie Database,Rotten Tomatoes,Metacritic,totalSeasons,Season,Episode,seriesID
0,Withnail & I,1987,R,19 Jun 1987,107 min,"Comedy, Drama",Bruce Robinson,Bruce Robinson,"Richard E. Grant, Paul McGann, Richard Griffiths, Ralph Brown","In 1969, two substance-abusing, unemployed actors retreat to the countryside for a holiday that proves disastrous.","English, Latin",UK,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYjE3ODY5OWEtZmE0Mi00MjUxLTg5MmUtZmFkMzM1N2VjMmU5XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,84,7.7,"38,440",tt0094336,movie,N/A,N/A,N/A,N/A,True,7.7/10,94%,84/100,,,,
0,12 Angry Men,1957,Approved,10 Apr 1957,96 min,"Crime, Drama",Sidney Lumet,"Reginald Rose (story), Reginald Rose (screenplay)","Martin Balsam, John Fiedler, Lee J. Cobb, E.G. Marshall",A jury holdout attempts to prevent a miscarriage of justice by forcing his colleagues to reconsider the evidence.,English,USA,Nominated for 3 Oscars. Another 16 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BMWU4N2FjNzYtNTVkNC00NzQ0LTg0MjAtYTJlMjFhNGUxZDFmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,96,8.9,"657,327",tt0050083,movie,N/A,N/A,N/A,N/A,True,8.9/10,100%,96/100,,,,
0,Lawrence of Arabia,1962,Approved,11 Dec 1962,228 min,"Adventure, Biography, Drama, History, War",David Lean,"T.E. Lawrence (writings), Robert Bolt (screenplay), Michael Wilson (screenplay)","Peter O'Toole, Alec Guinness, Anthony Quinn, Jack Hawkins","The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.","English, Arabic, Turkish",UK,Won 7 Oscars. Another 23 wins & 14 nominations.,https://m.media-amazon.com/images/M/MV5BYWY5ZjhjNGYtZmI2Ny00ODM0LWFkNzgtZmI1YzA2N2MxMzA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,100,8.3,"257,422",tt0056172,movie,N/A,N/A,N/A,N/A,True,8.3/10,98%,100/100,,,,
0,A Clockwork Orange,1971,R,02 Feb 1972,136 min,"Crime, Drama, Sci-Fi",Stanley Kubrick,"Stanley Kubrick (screenplay), Anthony Burgess (novel)","Malcolm McDowell, Patrick Magee, Michael Bates, Warren Clarke","In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.",English,"UK, USA",Nominated for 4 Oscars. Another 9 wins & 19 nominations.,https://m.media-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_SX300.jpg,80,8.3,"731,781",tt0066921,movie,N/A,N/A,N/A,N/A,True,8.3/10,87%,80/100,,,,
0,To Kill a Mockingbird,1962,Approved,16 Mar 1963,129 min,"Crime, Drama",Robert Mulligan,"Harper Lee (based on her novel ""To Kill a Mockingbird""), Horton Foote (screenplay)","Gregory Peck, John Megna, Frank Overton, Rosemary Murphy","Atticus Finch, a lawyer in the Depression-era South, defends a black man against an undeserved rape charge, and his children against prejudice.",English,USA,Won 3 Oscars. Another 10 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BNmVmYzcwNzMtMWM1NS00MWIyLThlMDEtYzUwZDgzODE1NmE2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,88,8.2,"286,000",tt0056592,movie,N/A,N/A,N/A,N/A,True,8.2/10,92%,88/100,,,,
0,Apocalypse Now,1979,R,15 Aug 1979,147 min,"Drama, Mystery, War",Francis Ford Coppola,"John Milius, Francis Ford Coppola, Michael Herr (narration)","Marlon Brando, Martin Sheen, Robert Duvall, Frederic Forrest",A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,"English, French, Vietnamese",USA,Won 2 Oscars. Another 18 wins & 32 nominations.,https://m.media-amazon.com/images/M/MV5BMDdhODg0MjYtYzBiOS00ZmI5LWEwZGYtZDEyNDU4MmQyNzFkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,94,8.4,"582,208",tt0078788,movie,N/A,N/A,N/A,N/A,True,8.4/10,98%,94/100,,,,
0,Once Upon a Time in the West,1968,PG-13,04 Jul 1969,165 min,Western,Sergio Leone,"Sergio Donati (screenplay by), Sergio Leone (screenplay by), Dario Argento (from a story by), Bernardo Bertolucci (from a story by), Sergio Leone (from a story by)","Claudia Cardinale, Henry Fonda, Jason Robards, Charles Bronson",A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,"Italian, English, Spanish","Italy, USA",4 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BZGI5MjBmYzYtMzJhZi00NGI1LTk3MzItYjBjMzcxM2U3MDdiXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,80,8.5,"289,995",tt0064116,movie,N/A,N/A,N/A,N/A,True,8.5/10,95%,80/100,,,,
0,Star Wars: Episode VI - Return of the Jedi,1983,PG,25 May 1983,131 min,"Action, Adventure, Fantasy, Sci-Fi",Richard Marquand,"Lawrence Kasdan (screenplay by), George Lucas (screenplay by), George Lucas (story by)","Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams","After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap.",English,USA,Nominated for 4 Oscars. Another 22 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BOWZlMjFiYzgtMTUzNC00Y2IzLTk1NTMtZmNhMTczNTk0ODk1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,58,8.3,"918,644",tt0086190,movie,N/A,N/A,N/A,N/A,True,8.3/10,82%,58/100,,,,
0,Wings of Desire,1987,PG-13,06 May 1988,128 min,"Drama, Fantasy, Romance",Wim Wenders,"Wim Wenders (screenplay by), Peter Handke (screenplay by)","Bruno Ganz, Solveig Dommartin, Otto Sander, Curt Bois",An angel tires of overseeing human activity and wishes to become human when he falls in love with a mortal.,"German, English, French, Turkish, Hebrew, Spanish, Japanese","West Germany, France",Nominated for 1 BAFTA Film Award. Another 19 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BMzMxZjUzOGQtOTFlOS00MzliLWJhNTUtOTgyNzYzMWQ2YzhmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,79,8.0,"62,001",tt0093191,movie,N/A,N/A,N/A,N/A,True,8.0/10,98%,79/100,,,,
0,The Third Man,1949,Approved,12 Oct 1949,93 min,"Film-Noir, Mystery, Thriller",Carol Reed,"Graham Greene (by), Graham Greene (screen play)","Joseph Cotten, Alida Valli, Orson Welles, Trevor Howard","Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.","English, German, Russian",UK,Won 1 Oscar. Another 4 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BYjE2OTdhMWUtOGJlMy00ZDViLWIzZjgtYjZkZGZmMDZjYmEyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,97,8.1,"153,528",tt0041959,movie,N/A,N/A,N/A,N/A,True,8.1/10,99%,97/100,,,,
0,Goodfellas,1990,R,21 Sep 1990,146 min,"Biography, Crime, Drama",Martin Scorsese,"Nicholas Pileggi (book), Nicholas Pileggi (screenplay), Martin Scorsese (screenplay)","Robert De Niro, Ray Liotta, Joe Pesci, Lorraine Bracco","The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate.","English, Italian",USA,Won 1 Oscar. Another 43 wins & 38 nominations.,https://m.media-amazon.com/images/M/MV5BY2NkZjEzMDgtN2RjYy00YzM1LWI4ZmQtMjIwYjFjNmI3ZGEwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,90,8.7,"977,135",tt0099685,movie,N/A,N/A,N/A,N/A,True,8.7/10,96%,90/100,,,,
0,Alien,1979,R,22 Jun 1979,117 min,"Horror, Sci-Fi",Ridley Scott,"Dan O'Bannon (screenplay by), Dan O'Bannon (story by), Ronald Shusett (story by)","Tom Skerritt, Sigourney Weaver, Veronica Cartwright, Harry Dean Stanton","After a space merchant vessel receives an unknown transmission as a distress call, one of the crew is attacked by a mysterious life form and they soon realize that its life cycle has merely begun.",English,"UK, USA",Won 1 Oscar. Another 16 wins & 21 nominations.,https://m.media-amazon.com/images/M/MV5BMmQ2MmU3NzktZjAxOC00ZDZhLTk4YzEtMDMyMzcxY2IwMDAyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,89,8.4,"755,624",tt0078748,movie,N/A,N/A,N/A,N/A,True,8.4/10,98%,89/100,,,,
0,Army of Darkness,1992,R,19 Feb 1993,81 min,"Comedy, Horror",Sam Raimi,"Sam Raimi, Ivan Raimi","Bruce Campbell, Embeth Davidtz, Marcus Gilbert, Ian Abercrombie","A man is accidentally transported to 1300 A.D., where he must battle an army of the dead and retrieve the Necronomicon so he can return home.",English,USA,12 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BODcyYzM4YTAtNGM5MS00NjU4LTk2Y2ItZjI5NjkzZTk0MmQ1XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,57,7.5,"158,476",tt0106308,movie,N/A,N/A,N/A,N/A,True,7.5/10,73%,57/100,,,,
0,The Big Blue,1988,PG,19 Aug 1988,168 min,"Adventure, Drama, Sport",Luc Besson,"Luc Besson (story), Luc Besson (screenplay), Robert Garland (screenplay), Marilyn Goldin (screenplay), Jacques Mayol (screenplay), Marc Perrier (screenplay)","Rosanna Arquette, Jean-Marc Barr, Jean Reno, Paul Shenar","The rivalry between Enzo and Jacques, two childhood friends and now world-renowned free divers, becomes a beautiful and perilous journey into oneself and the unknown.","French, English, Italian",France,3 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BOTg5NGE1MjYtZjU3Zi00NWZhLTg4ZmEtMDI0YzMwN2Y2NDIxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,35,7.6,"46,375",tt0095250,movie,N/A,N/A,N/A,N/A,True,7.6/10,62%,35/100,,,,
0,Ran,1985,R,01 Jun 1985,162 min,"Action, Drama, War",Akira Kurosawa,"Akira Kurosawa (screenplay), Hideo Oguni (screenplay), Masato Ide (screenplay), William Shakespeare (play)","Tatsuya Nakadai, Akira Terao, Jinpachi Nezu, Daisuke Ryû","In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",Japanese,"Japan, France",Won 1 Oscar. Another 29 wins & 22 nominations.,https://m.media-amazon.com/images/M/MV5BZDBjZTM4ZmEtOTA5ZC00NTQzLTkyNzYtMmUxNGU2YjI5YjU5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,96,8.2,"106,414",tt0089881,movie,N/A,N/A,N/A,N/A,True,8.2/10,97%,96/100,,,,
0,The Killer,1989,R,01 Sep 1990,111 min,"Action, Crime, Drama, Thriller",John Woo,John Woo,"Yun-Fat Chow, Danny Lee, Sally Yeh, Kong Chu","A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded, only to be double-crossed by his boss.","Cantonese, Mandarin, Japanese",Hong Kong,2 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMDQyMDVhZjItMGI0Mi00MDQ1LTk3NmQtZmRjZGQ5ZTQ2ZDU5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,82,7.8,"44,348",tt0097202,movie,N/A,N/A,N/A,N/A,True,7.8/10,98%,82/100,,,,
0,Psycho,1960,R,08 Sep 1960,109 min,"Horror, Mystery, Thriller",Alfred Hitchcock,"Joseph Stefano (screenplay by), Robert Bloch (based on the novel by)","Anthony Perkins, Vera Miles, John Gavin, Janet Leigh","A Phoenix secretary embezzles forty thousand dollars from her employer's client, goes on the run, and checks into a remote motel run by a young man under the domination of his mother.",English,USA,Nominated for 4 Oscars. Another 5 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BNTQwNDM1YzItNDAxZC00NWY2LTk0M2UtNDIwNWI5OGUyNWUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,97,8.5,"577,226",tt0054215,movie,N/A,N/A,N/A,N/A,True,8.5/10,96%,97/100,,,,
0,The Blues Brothers,1980,R,20 Jun 1980,133 min,"Adventure, Comedy, Crime, Music, Musical",John Landis,"Dan Aykroyd, John Landis","Tom Erhart, Gerald Walling, John Belushi, Walter Levine","Jake Blues, just released from prison, puts together his old band to save the Catholic home where he and his brother Elwood were raised.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BYTdlMDExOGUtN2I3MS00MjY5LWE1NTAtYzc3MzIxN2M3OWY1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,60,7.9,"175,929",tt0080455,movie,N/A,N/A,N/A,N/A,True,7.9/10,84%,60/100,,,,
0,The Godfather: Part II,1974,R,18 Dec 1974,202 min,"Crime, Drama",Francis Ford Coppola,"Francis Ford Coppola (screenplay by), Mario Puzo (screenplay by), Mario Puzo (based on the novel by)","Al Pacino, Robert Duvall, Diane Keaton, Robert De Niro","The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.","English, Italian, Spanish, Latin, Sicilian",USA,Won 6 Oscars. Another 11 wins & 20 nominations.,https://m.media-amazon.com/images/M/MV5BMWMwMGQzZTItY2JlNC00OWZiLWIyMDctNDk2ZDQ2YjRjMWQ0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,90,9.0,"1,081,282",tt0071562,movie,N/A,N/A,N/A,N/A,True,9.0/10,97%,90/100,,,,
0,Full Metal Jacket,1987,R,10 Jul 1987,116 min,"Drama, War",Stanley Kubrick,"Stanley Kubrick (screenplay by), Michael Herr (screenplay by), Gustav Hasford (screenplay by), Gustav Hasford (based on the novel ""The Short Timers"" by)","Matthew Modine, Adam Baldwin, Vincent D'Onofrio, R. Lee Ermey",A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,"English, Vietnamese","UK, USA",Nominated for 1 Oscar. Another 8 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BNzkxODk0NjEtYjc4Mi00ZDI0LTgyYjEtYzc1NDkxY2YzYTgyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,76,8.3,"649,544",tt0093058,movie,N/A,N/A,N/A,N/A,True,8.3/10,91%,76/100,,,,
0,A Grand Day Out,1989,Not Rated,18 May 1990,23 min,"Animation, Short, Adventure, Comedy, Family, Sci-Fi",Nick Park,Nick Park,Peter Sallis,"Wallace takes a break from trying to decide on a holiday destination only to find he has no cheese for his crackers. The solution to both problems is a trip to the moon, with dog Gromit, because everybody knows the moon's made of cheese.",English,UK,Nominated for 1 Oscar. Another 3 wins.,https://m.media-amazon.com/images/M/MV5BYWUyNjg5MTktNDk2Yi00YzUwLTkwMjMtZTdlNTcxZTk4OWY0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,N/A,7.8,"30,369",tt0104361,movie,N/A,N/A,N/A,N/A,True,7.8/10,100%,,,,,
0,Henry V,1989,PG-13,08 Nov 1989,137 min,"Action, Biography, Drama, History, Romance, War",Kenneth Branagh,"William Shakespeare (by), Kenneth Branagh (adapted for the screen by)","Derek Jacobi, Kenneth Branagh, Simon Shepherd, James Larkin","In the midst of the Hundred Years War, the young King Henry V of England (Sir Kenneth Branagh) embarks on the conquest of France in 1415.","English, French",UK,Won 1 Oscar. Another 10 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BODdlYzU0ZGYtNWQ1YS00Nzk4LTllZTItZTEyNjkxMWI5ODk4L2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,83,7.5,"27,403",tt0097499,movie,N/A,N/A,N/A,N/A,True,7.5/10,100%,83/100,,,,
0,Amadeus,1984,R,19 Sep 1984,160 min,"Biography, Drama, History, Music",Milos Forman,"Peter Shaffer (original stage play), Peter Shaffer (original screenplay)","F. Murray Abraham, Tom Hulce, Elizabeth Berridge, Roy Dotrice","The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was insanely jealous of Mozart's talent and claimed to have murdered him.","English, Italian, Latin, German","USA, France, Czechoslovakia, Italy",Won 8 Oscars. Another 34 wins & 14 nominations.,https://m.media-amazon.com/images/M/MV5BNWJlNzUzNGMtYTAwMS00ZjI2LWFmNWQtODcxNWUxODA5YmU1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,88,8.3,"356,315",tt0086879,movie,N/A,N/A,N/A,N/A,True,8.3/10,93%,88/100,,,,
0,The Quiet Man,1952,Passed,14 Sep 1952,129 min,"Comedy, Drama, Romance",John Ford,"Frank S. Nugent (screenplay), Maurice Walsh (from the story by)","John Wayne, Maureen O'Hara, Barry Fitzgerald, Ward Bond","A retired American boxer returns to the village of his birth in Ireland, where he falls for a spirited redhead whose brother is contemptuous of their union.","English, Irish",USA,Won 2 Oscars. Another 8 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMWM1ZDhlM2MtNDNmMi00MDk4LTg5MjgtODE4ODk1MjYxOTIwXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,N/A,7.8,"33,475",tt0045061,movie,N/A,N/A,N/A,N/A,True,7.8/10,90%,,,,,
0,Once Upon a Time in America,1984,R,01 Jun 1984,229 min,"Crime, Drama",Sergio Leone,"Harry Grey (novel), Leonardo Benvenuti (screenplay), Piero De Bernardi (screenplay), Enrico Medioli (screenplay), Franco Arcalli (screenplay), Franco Ferrini (screenplay), Sergio Leone (screenplay), Stuart Kaminsky (additional dialogue)","Robert De Niro, James Woods, Elizabeth McGovern, Treat Williams","A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.","English, Italian, French","USA, Italy",Nominated for 2 Golden Globes. Another 11 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMGFkNWI4MTMtNGQ0OC00MWVmLTk3MTktOGYxN2Y2YWVkZWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,N/A,8.4,"297,097",tt0087843,movie,N/A,N/A,N/A,N/A,True,8.4/10,86%,,,,,
0,Raging Bull,1980,R,19 Dec 1980,129 min,"Biography, Drama, Sport",Martin Scorsese,"Jake LaMotta (based on the book by), Joseph Carter (with), Peter Savage (with), Paul Schrader (screenplay), Mardik Martin (screenplay)","Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent","The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",English,USA,Won 2 Oscars. Another 22 wins & 28 nominations.,https://m.media-amazon.com/images/M/MV5BYjRmODkzNDItMTNhNi00YjJlLTg0ZjAtODlhZTM0YzgzYThlXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_SX300.jpg,89,8.2,"308,406",tt0081398,movie,N/A,N/A,N/A,N/A,True,8.2/10,94%,89/100,,,,
0,Annie Hall,1977,PG,20 Apr 1977,93 min,"Comedy, Romance",Woody Allen,"Woody Allen, Marshall Brickman","Woody Allen, Diane Keaton, Tony Roberts, Carol Kane",Neurotic New York comedian Alvy Singer falls in love with the ditzy Annie Hall.,"English, German",USA,Won 4 Oscars. Another 26 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BZDg1OGQ4YzgtM2Y2NS00NjA3LWFjYTctMDRlMDI3NWE1OTUyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,92,8.0,"245,897",tt0075686,movie,N/A,N/A,N/A,N/A,True,8.0/10,98%,92/100,,,,
0,The Right Stuff,1983,PG,17 Feb 1984,193 min,"Adventure, Biography, Drama, History",Philip Kaufman,"Philip Kaufman (written for the screen by), Tom Wolfe (based on the book by)","Sam Shepard, Scott Glenn, Ed Harris, Dennis Quaid","The story of the original Mercury 7 astronauts and their macho, seat-of-the-pants approach to the space program.","English, Russian",USA,Won 4 Oscars. Another 7 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BOTUwMDA3MTYtZjhjMi00ODFmLTg5ZTAtYzgwN2NlODgzMmUwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,91,7.8,"54,287",tt0086197,movie,N/A,N/A,N/A,N/A,True,7.8/10,96%,91/100,,,,
0,Stalker,1979,Not Rated,17 Apr 1980,162 min,"Drama, Sci-Fi",Andrei Tarkovsky,"Arkadiy Strugatskiy (novel), Boris Strugatskiy (novel), Arkadiy Strugatskiy (screenplay), Boris Strugatskiy (screenplay)","Alisa Freyndlikh, Aleksandr Kaydanovskiy, Anatoliy Solonitsyn, Nikolay Grinko",A guide leads two men through an area known as the Zone to find a room that grants wishes.,Russian,Soviet Union,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMDgwODNmMGItMDcwYi00OWZjLTgyZjAtMGYwMmI4N2Q0NmJmXkEyXkFqcGdeQXVyNzY1MTU0Njk@._V1_SX300.jpg,N/A,8.2,"109,151",tt0079944,movie,N/A,N/A,N/A,N/A,True,8.2/10,100%,,,,,
0,Das Boot,1981,R,10 Feb 1982,149 min,"Adventure, Drama, Thriller, War",Wolfgang Petersen,"Wolfgang Petersen (screenplay), Lothar G. Buchheim (novel)","Jürgen Prochnow, Herbert Grönemeyer, Klaus Wennemann, Hubertus Bengsch","The claustrophobic world of a WWII German U-boat; boredom, filth and sheer terror.",German,West Germany,Nominated for 6 Oscars. Another 13 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BNGRmOWY0MGUtNTVhMy00NzRlLTljNDAtNTBiNTRlODgxNmY2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,86,8.3,"223,285",tt0082096,movie,N/A,N/A,N/A,N/A,True,8.3/10,98%,86/100,,,,
0,The Sting,1973,PG,25 Dec 1973,129 min,"Comedy, Crime, Drama",George Roy Hill,David S. Ward,"Paul Newman, Robert Redford, Robert Shaw, Charles Durning",Two grifters team up to pull off the ultimate con.,English,USA,Won 7 Oscars. Another 11 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BNGU3NjQ4YTMtZGJjOS00YTQ3LThmNmItMTI5MDE2ODI3NzY3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,83,8.3,"233,069",tt0070735,movie,N/A,N/A,N/A,N/A,True,8.3/10,94%,83/100,,,,
0,Harold and Maude,1971,PG,20 Dec 1971,91 min,"Comedy, Drama, Romance",Hal Ashby,Colin Higgins,"Ruth Gordon, Bud Cort, Vivian Pickles, Cyril Cusack","Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.",English,USA,Nominated for 2 Golden Globes. Another 2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BY2M5Mzg3NjctZTlkNy00MTU0LWFlYTQtY2E2Y2M4NjNiNzllXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,62,7.9,"68,352",tt0067185,movie,N/A,N/A,N/A,N/A,True,7.9/10,84%,62/100,,,,
0,Trust the Man,2005,R,01 Sep 2006,103 min,"Comedy, Drama, Romance",Bart Freundlich,Bart Freundlich,"David Duchovny, Julianne Moore, Sascha Gillen, Brianna Gillen","After much drama, cheating, and trial separations, two men fight to save their respective relationships.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTkyMTA1NTMzNF5BMl5BanBnXkFtZTcwODA4MjQzMQ@@._V1_SX300.jpg,43,5.7,"8,319",tt0427968,movie,06 Feb 2007,"$1,466,103",Fox Searchlight Pictures,N/A,True,5.7/10,28%,43/100,,,,
0,The Seventh Seal,1957,Not Rated,13 Oct 1958,96 min,"Drama, Fantasy",Ingmar Bergman,"Ingmar Bergman (play), Ingmar Bergman (screenplay)","Gunnar Björnstrand, Bengt Ekerot, Nils Poppe, Max von Sydow","A man seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.","Swedish, Latin",Sweden,8 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BM2I1ZWU4YjMtYzU0My00YmMzLWFmNTAtZDJhZGYwMmI3YWQ5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,N/A,8.2,"155,488",tt0050976,movie,N/A,N/A,N/A,N/A,True,8.2/10,93%,,,,,
0,Local Hero,1983,PG,17 Mar 1983,111 min,"Comedy, Drama",Bill Forsyth,Bill Forsyth,"Burt Lancaster, Peter Riegert, Fulton Mackay, Denis Lawson",An American oil company sends a man to Scotland to buy up an entire village where they want to build a refinery. But things don't go as expected.,"English, Russian, Japanese",UK,Won 1 BAFTA Film Award. Another 3 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BODhiMmM3YzQtZjMwNy00YTdkLTkwOTItZDhjYWE1ZTVlNmExXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,82,7.3,"20,057",tt0085859,movie,N/A,N/A,N/A,N/A,True,7.3/10,100%,82/100,,,,
0,Terminator Salvation,2009,PG-13,21 May 2009,115 min,"Action, Adventure, Sci-Fi",McG,"John Brancato, Michael Ferris","Christian Bale, Sam Worthington, Moon Bloodgood, Helena Bonham Carter","In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?","English, Italian","USA, Germany, UK, Italy",2 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BODE1MTM1MzA2NF5BMl5BanBnXkFtZTcwODQ5MTA2Mg@@._V1_SX300.jpg,49,6.5,"335,787",tt0438488,movie,N/A,N/A,N/A,N/A,True,6.5/10,33%,49/100,,,,
0,Dead Alive,1992,R,12 Feb 1993,104 min,"Comedy, Horror",Peter Jackson,"Stephen Sinclair (story), Stephen Sinclair (screenplay), Fran Walsh (screenplay), Peter Jackson (screenplay)","Timothy Balme, Diana Peñalver, Elizabeth Moody, Ian Watkin","A young man's mother is bitten by a Sumatran rat-monkey. She gets sick and dies, at which time she comes back to life, killing and eating dogs, nurses, friends, and neighbors.","English, Spanish",New Zealand,14 wins & 7 nominations.,https://m.media-amazon.com/images/M/MV5BZTZlZDgxMDktNGIyOC00OGVmLWFkMmYtNWM3MjBmMDUzNTc4XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,54,7.5,"89,458",tt0103873,movie,N/A,N/A,N/A,N/A,True,7.5/10,88%,54/100,,,,
