,id,title,imdbID,spanishTitle,imdbPictureURL,year,rtID,rtPictureURL
1763,1969,A Nightmare on Elm Street Part 2: Freddy's Revenge,tt0089686,Pesadilla en Elm Street 2: la venganza de Freddy,"http://ia.media-imdb.com/images/M/MV5BMjE3Nzc1Nzg2N15BMl5BanBnXkFtZTcwNTQwODcyMQ@@._V1._SY314_CR7,0,214,314_.jpg",1985.0,nightmare_on_elm_street_2_freddys_revenge,http://content6.flixster.com/movie/10/95/40/10954016_det.jpg
1764,1970,A Nightmare on Elm Street 3: Dream Warriors,tt0093629,Pesadilla en Elm Street 3,"http://ia.media-imdb.com/images/M/MV5BMjExNjc0NjI4M15BMl5BanBnXkFtZTcwMzkyMjUxMQ@@._V1._SY314_CR7,0,214,314_.jpg",1987.0,nightmare_on_elm_street_3_a_dream_warriors,http://content8.flixster.com/movie/10/95/40/10954014_det.jpg
1765,1971,A Nightmare on Elm Street 4: The Dream Master,tt0095742,Pesadilla en Elm Street 4,"http://ia.media-imdb.com/images/M/MV5BODMxODAzMDU2MV5BMl5BanBnXkFtZTcwMzIzMzAyMQ@@._V1._SY314_CR5,0,214,314_.jpg",1988.0,nightmare_on_elm_street_4_the_dream_master,http://content6.flixster.com/movie/10/95/40/10954012_det.jpg
1766,1972,A Nightmare on Elm Street: The Dream Child,tt0097981,Pesadilla en Elm Street 5,"http://ia.media-imdb.com/images/M/MV5BMTIxNjIyNTc3NF5BMl5BanBnXkFtZTcwNzU0MjQyMQ@@._V1._SY314_CR6,0,214,314_.jpg",1989.0,nightmare_on_elm_street_5_the_dream_child,http://content8.flixster.com/movie/10/95/40/10954010_det.jpg
1767,1973,Freddy's Dead: The Final Nightmare,tt0101917,Pesadilla final: la muerte de Freddy,"http://ia.media-imdb.com/images/M/MV5BMTI1NTA0NDIxM15BMl5BanBnXkFtZTcwMzcxMTYyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1991.0,freddys_dead_the_final_nightmare,http://content8.flixster.com/movie/10/87/87/10878798_det.jpg
1768,1974,Friday the 13th,tt0080761,Viernes 13,"http://ia.media-imdb.com/images/M/MV5BMTc2MjkzMDYyNF5BMl5BanBnXkFtZTcwNjk2MjIyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1980.0,friday_the_13th_part_1,http://content8.flixster.com/movie/10/87/23/10872306_det.jpg
1769,1975,Friday the 13th Part 2,tt0082418,"Viernes 13, 2ª parte","http://ia.media-imdb.com/images/M/MV5BNTE4NTA5ODg2OF5BMl5BanBnXkFtZTcwNDA1MTQyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1981.0,friday_the_13th_part_2,http://content6.flixster.com/movie/10/87/23/10872308_det.jpg
1770,1976,Friday the 13th Part III,tt0083972,"Viernes 13, 3ª parte","http://ia.media-imdb.com/images/M/MV5BMTM3ODI0MjI1NV5BMl5BanBnXkFtZTcwMDgxMTYyMQ@@._V1._SY216_CR35,0,214,216_.jpg",1982.0,friday_the_13th_part_3,http://content9.flixster.com/movie/10/87/23/10872307_det.jpg
1771,1977,Friday the 13th: The Final Chapter,tt0087298,Viernes 13: capítulo final,http://ia.media-imdb.com/images/M/MV5BMTM2MzY3NTAwMF5BMl5BanBnXkFtZTcwOTI4NDMyMQ@@._V1._SX98_SY140_.jpg,1984.0,friday-the-13th-the-final-chapter,http://content7.flixster.com/movie/10/87/23/10872321_det.jpg
1772,1978,Friday the 13th: A New Beginning,tt0089173,"Viernes 13, parte V","http://ia.media-imdb.com/images/M/MV5BODcxMzY5NDk5NV5BMl5BanBnXkFtZTcwNzAzNzUxMQ@@._V1._SX214_CR0,0,214,314_.jpg",1985.0,friday_the_13th_part_5_a_new_beginning,http://content8.flixster.com/movie/11/14/92/11149246_det.jpg
1773,1979,Jason Lives: Friday the 13th Part VI,tt0091080,Viernes 13 VI: Jason vive,"http://ia.media-imdb.com/images/M/MV5BMjAyNzA1Mzc2MV5BMl5BanBnXkFtZTcwNjY4NDAyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1986.0,friday_the_13th_part_6_jason_lives,http://content7.flixster.com/movie/11/14/92/11149245_det.jpg
1774,1980,Friday the 13th Part VII: The New Blood,tt0095179,Viernes 13 VII: Sangre nueva,"http://ia.media-imdb.com/images/M/MV5BNjk5NjE2ODMxMF5BMl5BanBnXkFtZTcwNjQwNDcyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1988.0,friday_the_13th_part_7_the_new_blood,http://content6.flixster.com/movie/11/14/92/11149248_det.jpg
1775,1981,Friday the 13th Part VIII: Jason Takes Manhattan,tt0097388,Viernes 13 VIII: Jason toma Manhattan,"http://ia.media-imdb.com/images/M/MV5BMTg2Nzc5MDkzM15BMl5BanBnXkFtZTcwMDEwMTMzMQ@@._V1._SY314_CR4,0,214,314_.jpg",1989.0,friday_the_13th_part_8_jason_takes_manhattan,http://content9.flixster.com/movie/11/14/92/11149247_det.jpg
1776,1982,Halloween,tt0373883,Halloween - El origen,"http://ia.media-imdb.com/images/M/MV5BMTMzOTg4MzcxNF5BMl5BanBnXkFtZTcwMzY5MDE1MQ@@._V1._SX214_CR0,0,214,314_.jpg",2007.0,1179254-halloween,http://content7.flixster.com/movie/10/92/20/10922093_det.jpg
1777,1983,Halloween II,tt0082495,¡Sanguinario!,"http://ia.media-imdb.com/images/M/MV5BMTMyMjQxNzA4MV5BMl5BanBnXkFtZTYwMTkzNDg5._V1._SX214_CR0,0,214,314_.jpg",1981.0,halloween_ii,http://content9.flixster.com/movie/27/57/275791_det.jpg
1778,1984,Halloween III: Season of the Witch,tt0085636,Halloween III: El día de la bruja,"http://ia.media-imdb.com/images/M/MV5BMzg4MTk3MzQ2MV5BMl5BanBnXkFtZTcwODc4ODIyMQ@@._V1._SY314_CR4,0,214,314_.jpg",1982.0,halloween_3_season_of_the_witch,http://content7.flixster.com/movie/10/87/02/10870285_det.jpg
1779,1985,Halloween 4: The Return of Michael Myers,tt0095271,Halloween 4: el regreso de Michael Myers,"http://ia.media-imdb.com/images/M/MV5BMTU0OTQ4NzQ4MV5BMl5BanBnXkFtZTcwMTE2NzMzMQ@@._V1._SY314_CR5,0,214,314_.jpg",1988.0,halloween_4_the_return_of_michael_myers,http://content9.flixster.com/movie/28/53/285327_det.jpg
1780,1986,Halloween 5,tt0097474,Halloween 5: la venganza de Michael Myers,"http://ia.media-imdb.com/images/M/MV5BNjQ4MDQ2ODI0Ml5BMl5BanBnXkFtZTcwNzE2NzMzMQ@@._V1._SY314_CR5,0,214,314_.jpg",1989.0,halloween_5_the_revenge_of_michael_myers,http://content9.flixster.com/movie/26/73/267307_det.jpg
1781,1987,Prom Night,tt0926129,Una noche para morir,"http://ia.media-imdb.com/images/M/MV5BMTMwMDA3OTk5MV5BMl5BanBnXkFtZTcwMTgwNzk3MQ@@._V1._SY314_CR0,0,214,314_.jpg",2008.0,prom_night,http://content9.flixster.com/movie/10/66/75/10667503_det.jpg
1782,1988,Hello Mary Lou: Prom Night II,tt0093176,Hello Mary Lou,,1987.0,hello_mary_lou_prom_night_2,http://content6.flixster.com/movie/20/86/04/2086048_det.jpg
1783,1989,Prom Night III: The Last Kiss,tt0098136,Prom Night III: The Last Kiss,http://ia.media-imdb.com/images/M/MV5BMTk4MDcxNTMxOV5BMl5BanBnXkFtZTcwNTc2NzgxMQ@@._V1._SX77_SY140_.jpg,1990.0,prom_night_3_the_last_kiss,http://content8.flixster.com/movie/10/88/54/10885474_det.jpg
1784,1990,Prom Night IV: Deliver Us from Evil,tt0105179,Prom Night IV: Deliver Us from Evil,http://ia.media-imdb.com/images/M/MV5BMTI0MTA0MTA4N15BMl5BanBnXkFtZTcwNzM0OTMyMQ@@._V1._SX77_SY140_.jpg,1992.0,prom_night_4_deliver_us_from_evil,http://content6.flixster.com/movie/10/89/46/10894616_det.jpg
1785,1991,Bride of Chucky,tt0144120,La novia de Chucky,"http://ia.media-imdb.com/images/M/MV5BMTI4MjA1Njc2N15BMl5BanBnXkFtZTcwMDM4NDAzMQ@@._V1._SY314_CR1,0,214,314_.jpg",1998.0,bride_of_chucky,http://content7.flixster.com/movie/27/67/276717_det.jpg
1786,1992,Child's Play 2,tt0099253,Muñeco diabólico 2,"http://ia.media-imdb.com/images/M/MV5BMTgzMTYxMzExMF5BMl5BanBnXkFtZTcwODk2MjIyMQ@@._V1._SY314_CR0,0,214,314_.jpg",1990.0,childs_play_2,http://content8.flixster.com/movie/27/38/273822_det.jpg
1787,1993,Child's Play 3,tt0103956,Muñeco diabólico 3,http://ia.media-imdb.com/images/M/MV5BMTg5MDM1NTUxMl5BMl5BanBnXkFtZTYwNjE4Mjg5._V1._SX150_SY223_.jpg,1991.0,childs_play_3,http://content8.flixster.com/movie/27/49/274994_det.jpg
1788,1994,Poltergeist,tt0084516,Poltergeist,"http://ia.media-imdb.com/images/M/MV5BMTU4NzMyMjAyOV5BMl5BanBnXkFtZTYwNjY0MzI5._V1._SY314_CR0,0,214,314_.jpg",1982.0,1016513-poltergeist,http://content7.flixster.com/movie/25/42/254297_det.jpg
1789,1995,Poltergeist II: The Other Side,tt0091778,Poltergeist II: El otro lado,"http://ia.media-imdb.com/images/M/MV5BMTc0NTcyMTU4NF5BMl5BanBnXkFtZTcwMDMzNDMyMQ@@._V1._SY314_CR4,0,214,314_.jpg",1986.0,poltergeist_ii_the_other_side,http://content6.flixster.com/movie/10/88/23/10882352_det.jpg
1790,1996,Poltergeist III,tt0095889,Poltergeist III,"http://ia.media-imdb.com/images/M/MV5BMTI3NzQ3MzU2OF5BMl5BanBnXkFtZTcwNDg0MzUxMQ@@._V1._SX214_CR0,0,214,314_.jpg",1988.0,poltergeist_iii,http://content8.flixster.com/movie/10/86/93/10869346_det.jpg
1791,1997,The Exorcist,tt0070047,El exorcista,"http://ia.media-imdb.com/images/M/MV5BNzYwMDA0NTA3M15BMl5BanBnXkFtZTcwMDcwNDY3Mg@@._V1._SX214_CR0,0,214,314_.jpg",1973.0,exorcist,http://content9.flixster.com/movie/28/02/280219_det.jpg
1792,1998,Exorcist II: The Heretic,tt0076009,Exorcista II: el hereje,"http://ia.media-imdb.com/images/M/MV5BNTUxNDIwNDkwMl5BMl5BanBnXkFtZTcwNjI0NTcxMQ@@._V1._SY314_CR2,0,214,314_.jpg",1977.0,exorcist_2_the_heretic,http://content9.flixster.com/movie/27/11/271111_det.jpg
1793,1999,The Exorcist III,tt0099528,El exorcista III,http://ia.media-imdb.com/images/M/MV5BMTAzODA5MTE4NTReQTJeQWpwZ15BbWU3MDI0OTQ4MjE@._V1._SX77_SY140_.jpg,1990.0,exorcist_3,http://content6.flixster.com/movie/11/15/20/11152092_det.jpg
1794,2000,Lethal Weapon,tt0093409,Arma letal,"http://ia.media-imdb.com/images/M/MV5BMTU1MDMzOTcxNV5BMl5BanBnXkFtZTcwNDY5NjQyMQ@@._V1._SY314_CR8,0,214,314_.jpg",1987.0,lethal_weapon,http://content9.flixster.com/movie/11/12/88/11128835_det.jpg
1795,2001,Lethal Weapon,tt0093409,Arma letal,"http://ia.media-imdb.com/images/M/MV5BMTU1MDMzOTcxNV5BMl5BanBnXkFtZTcwNDY5NjQyMQ@@._V1._SY314_CR8,0,214,314_.jpg",1987.0,lethal_weapon,http://content9.flixster.com/movie/11/12/88/11128835_det.jpg
1796,2002,Lethal Weapon 3,tt0104714,Arma letal 3,"http://ia.media-imdb.com/images/M/MV5BMTI3NTc5OTUzOF5BMl5BanBnXkFtZTcwNjI1ODAyMQ@@._V1._SY314_CR9,0,214,314_.jpg",1992.0,lethal_weapon_3,http://content9.flixster.com/movie/11/12/88/11128831_det.jpg
1797,2003,Gremlins,tt0087363,Gremlins,"http://ia.media-imdb.com/images/M/MV5BMTU2NzYyMTQxOV5BMl5BanBnXkFtZTcwNjYzNDYyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1984.0,gremlins,http://content9.flixster.com/movie/26/50/265023_det.jpg
1798,2004,Gremlins 2: The New Batch,tt0099700,Gremlins 2: The New Batch,"http://ia.media-imdb.com/images/M/MV5BMTM2MDU4Mjk5OF5BMl5BanBnXkFtZTcwMzU4NDQyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1990.0,gremlins_2_the_new_batch,http://content8.flixster.com/movie/26/05/260594_det.jpg
1799,2005,The Goonies,tt0089218,Los goonies,"http://ia.media-imdb.com/images/M/MV5BMTY1Mzk3MTg0M15BMl5BanBnXkFtZTcwOTQzODYyMQ@@._V1._SY314_CR2,0,214,314_.jpg",1985.0,goonies,http://content7.flixster.com/movie/25/37/253701_det.jpg
1800,2006,The Mask of Zorro,tt0120746,La máscara del Zorro,"http://ia.media-imdb.com/images/M/MV5BNjI3NzI2MjY2MF5BMl5BanBnXkFtZTYwMDM5ODU5._V1._SY314_CR6,0,214,314_.jpg",1998.0,mask_of_zorro,http://content8.flixster.com/movie/75/96/759614_det.jpg
1801,2007,Polish Wedding,tt0119910,Polish Wedding,"http://ia.media-imdb.com/images/M/MV5BMTYwMTg1MTAwNV5BMl5BanBnXkFtZTcwMzU0MjQyMQ@@._V1._SY314_CR4,0,214,314_.jpg",1998.0,polish_wedding,http://content8.flixster.com/movie/26/41/264126_det.jpg
1802,2008,"This World, Then the Fireworks",tt0117898,"This World, Then the Fireworks","http://ia.media-imdb.com/images/M/MV5BMTY0ODQwMzI1Nl5BMl5BanBnXkFtZTcwMTI4NjIyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1997.0,this_world_then_the_fireworks,http://content9.flixster.com/movie/70/62/75/7062759_det.jpg
1803,2009,Soylent Green,tt0070723,Soylent Green: Cuando el destino nos alcance,"http://ia.media-imdb.com/images/M/MV5BMTI1MjcxMzI1M15BMl5BanBnXkFtZTcwOTA5MDAwMQ@@._V1._SY314_CR1,0,214,314_.jpg",1973.0,soylent_green,http://content9.flixster.com/movie/25/44/254491_det.jpg
1804,2010,Metropolis,tt0017136,Metrópolis,"http://ia.media-imdb.com/images/M/MV5BMTI2ODk3ODIzNV5BMl5BanBnXkFtZTcwMDk0MTYxMQ@@._V1._SY314_CR9,0,214,314_.jpg",1927.0,,http://content8.flixster.com/movie/10/93/38/10933866_det.jpg
1805,2011,Back to the Future Part II,tt0096874,Regreso al futuro II,"http://ia.media-imdb.com/images/M/MV5BNjE5ODg4NzY1MF5BMl5BanBnXkFtZTcwMjI3MzYwMg@@._V1._SY314_CR8,0,214,314_.jpg",1989.0,back_to_the_future_2,http://content7.flixster.com/movie/85/76/857629_det.jpg
1806,2012,Back to the Future Part III,tt0099088,Regreso al futuro III,"http://ia.media-imdb.com/images/M/MV5BMTk3ODgyMTgzNF5BMl5BanBnXkFtZTcwODE3MzYwMg@@._V1._SY314_CR8,0,214,314_.jpg",1990.0,back_to_the_future_3,http://content8.flixster.com/movie/85/76/857602_det.jpg
1807,2013,The Poseidon Adventure,tt0069113,La aventura del Poseidón,"http://ia.media-imdb.com/images/M/MV5BMTI0NDcwNDI0OF5BMl5BanBnXkFtZTcwNzg3NzIzMQ@@._V1._SY314_CR8,0,214,314_.jpg",1972.0,1016584-poseidon_adventure,http://content7.flixster.com/movie/25/66/256609_det.jpg
1808,2014,Freaky Friday,tt0322330,Ponte en mi lugar,"http://ia.media-imdb.com/images/M/MV5BMjEzNTE3OTQwM15BMl5BanBnXkFtZTcwNzgyMjAwMQ@@._V1._SY311_CR1,0,214,311_.jpg",2003.0,freaky_friday,http://content8.flixster.com/movie/55/05/69/5505698_det.jpg
1809,2015,The AbsentMinded Professor,tt0054594,Un sabio en las nubes,"http://ia.media-imdb.com/images/M/MV5BMTI1NDExMTA0MF5BMl5BanBnXkFtZTcwODA0NzMyMQ@@._V1._SY314_CR1,0,214,314_.jpg",1961.0,absentminded_professor,http://content9.flixster.com/movie/25/31/253123_det.jpg
1810,2016,The Apple Dumpling Gang Rides Again,tt0078790,The Apple Dumpling Gang Rides Again,"http://ia.media-imdb.com/images/M/MV5BMTkxMzQ5MjMxOF5BMl5BanBnXkFtZTcwMTcyMTAyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1979.0,apple_dumpling_gang_rides_again,http://content6.flixster.com/movie/25/15/251596_det.jpg
1811,2017,Babes in Toyland,tt0024852,Había una vez dos héroes,"http://ia.media-imdb.com/images/M/MV5BMTg5OTczMTk0OV5BMl5BanBnXkFtZTcwNzgxMzQyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1934.0,march_of_the_wooden_soldiers,http://content7.flixster.com/movie/29/10/291017_det.jpg
1812,2018,Bambi,tt0034492,Bambi,"http://ia.media-imdb.com/images/M/MV5BNzA0MzI0MDcxNV5BMl5BanBnXkFtZTcwMTQxMTcyMQ@@._V1._SY314_CR4,0,214,314_.jpg",1942.0,bambi,http://content9.flixster.com/movie/25/06/250691_det.jpg
1813,2019,Shichinin no samurai,tt0047478,Los siete samuráis,"http://ia.media-imdb.com/images/M/MV5BNzg5Mzk5Nzc0NF5BMl5BanBnXkFtZTcwNjg3MDQzMQ@@._V1._SY314_CR4,0,214,314_.jpg",1954.0,1018639-seven_samurai,http://content7.flixster.com/movie/39/91/08/3991085_det.jpg
1814,2020,Dangerous Liaisons,tt0094947,Las amistades peligrosas,"http://ia.media-imdb.com/images/M/MV5BMTk5Mjk1MjEzOV5BMl5BanBnXkFtZTcwNzYzNDkxMQ@@._V1._SY314_CR4,0,214,314_.jpg",1988.0,1005199-dangerous_liaisons,http://content6.flixster.com/movie/26/84/268496_det.jpg
1815,2021,Dune,tt0087182,Dune,"http://ia.media-imdb.com/images/M/MV5BMTU3MjQzNjMxMF5BMl5BanBnXkFtZTcwMjIwNDgyMQ@@._V1._SY314_CR4,0,214,314_.jpg",1984.0,1006364-dune,http://content7.flixster.com/movie/11/13/64/11136477_det.jpg
1816,2022,The Last Temptation of Christ,tt0095497,La última tentación de Cristo,"http://ia.media-imdb.com/images/M/MV5BNzA1NDYzNjA4MF5BMl5BanBnXkFtZTYwOTYzMDg4._V1._SY314_CR5,0,214,314_.jpg",1988.0,last_temptation_of_christ,http://content8.flixster.com/movie/27/03/270314_det.jpg
1817,2023,The Godfather: Part III,tt0099674,El padrino. Parte III,"http://ia.media-imdb.com/images/M/MV5BMTU2MTA1NDMwNF5BMl5BanBnXkFtZTcwNjQzNDM5MQ@@._V1._SY314_CR1,0,214,314_.jpg",1990.0,godfather_part_iii,http://content6.flixster.com/movie/11/12/76/11127688_det.jpg
1818,2024,The Rapture,tt0102757,El despertar de Sharon,"http://ia.media-imdb.com/images/M/MV5BMTM2MjE2OTYwNl5BMl5BanBnXkFtZTcwMjc2ODYyMQ@@._V1._SY314_CR5,0,214,314_.jpg",1991.0,rapture,http://content6.flixster.com/movie/10/36/23/10362392_det.jpg
1819,2025,Lolita,tt0056193,Lolita,"http://ia.media-imdb.com/images/M/MV5BMTY3NDYzNDI5NF5BMl5BanBnXkFtZTcwODU2OTY1Mw@@._V1._SX214_CR0,0,214,314_.jpg",1962.0,1012611-lolita,http://content8.flixster.com/movie/30/09/300906_det.jpg
1820,2026,Disturbing Behavior,tt0134619,Comportamiento perturbado,"http://ia.media-imdb.com/images/M/MV5BMTk1OTQ3MTYwMl5BMl5BanBnXkFtZTcwMDAzNzAzMQ@@._V1._SY314_CR4,0,214,314_.jpg",1998.0,disturbing_behavior,http://content9.flixster.com/movie/10/91/75/10917563_det.jpg
1821,2027,Jane Austen's Mafia!,tt0120741,"Mafia, estafa como puedas","http://ia.media-imdb.com/images/M/MV5BMTcxNzczNTc5Ml5BMl5BanBnXkFtZTcwNTc1MzQyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1998.0,1083535-mafia,http://content8.flixster.com/movie/10/56/10/10561030_det.jpg
1822,2028,Saving Private Ryan,tt0120815,Salvar al soldado Ryan,"http://ia.media-imdb.com/images/M/MV5BMjEyMTcwNDgxOF5BMl5BanBnXkFtZTcwODk3MjI3Mw@@._V1._SY314_CR8,0,214,314_.jpg",1998.0,saving_private_ryan,http://content8.flixster.com/movie/55/05/49/5505494_det.jpg
1823,2029,Billy's Hollywood Screen Kiss,tt0137386,Billy's Hollywood,"http://ia.media-imdb.com/images/M/MV5BMTMxMTMyNzA2Nl5BMl5BanBnXkFtZTcwMzUxMjgxMQ@@._V1._SY314_CR3,0,214,314_.jpg",1998.0,billys_hollywood_screen_kiss,http://content9.flixster.com/movie/27/45/274507_det.jpg
1824,2030,Dong gong xi gong,tt0119007,Dong gong xi gong,http://ia.media-imdb.com/images/M/MV5BMTI2NjcxMjM0N15BMl5BanBnXkFtZTcwNzM1MTgxMQ@@._V1._SX76_SY140_.jpg,1996.0,east-palace-west-palace,http://content7.flixster.com/movie/99/50/16/9950165_det.jpg
1825,2031,The Million Dollar Duck,tt0066728,Millonarios por una pata,"http://ia.media-imdb.com/images/M/MV5BMTI1ODMyMTU5NV5BMl5BanBnXkFtZTcwMDY5OTcyMQ@@._V1._SY314_CR1,0,214,314_.jpg",1971.0,million_dollar_duck,http://content8.flixster.com/movie/25/17/251714_det.jpg
1826,2032,The Barefoot Executive,tt0066811,Un ejecutivo muy mono,"http://ia.media-imdb.com/images/M/MV5BMTI1MzMzNzU1OF5BMl5BanBnXkFtZTcwOTU5OTcyMQ@@._V1._SY314_CR2,0,214,314_.jpg",1971.0,barefoot_executive,http://content7.flixster.com/movie/25/21/252113_det.jpg
1827,2033,The Black Cauldron,tt0088814,Taron y el caldero mágico,"http://ia.media-imdb.com/images/M/MV5BNjMwNDU2ODk1M15BMl5BanBnXkFtZTcwMjg4MDYyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1985.0,black_cauldron,http://content8.flixster.com/movie/25/63/256314_det.jpg
1828,2034,The Black Hole,tt0078869,El abismo negro,"http://ia.media-imdb.com/images/M/MV5BMTcxNjgyMjg2N15BMl5BanBnXkFtZTcwNTE3NTYyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1979.0,1002497-black_hole,http://content7.flixster.com/movie/26/56/265625_det.jpg
1829,2035,Blackbeard's Ghost,tt0062737,Mi amigo el fantasma,"http://ia.media-imdb.com/images/M/MV5BMTI5NDcwMTk4Ml5BMl5BanBnXkFtZTcwNDQ0NjAwMQ@@._V1._SY314_CR3,0,214,314_.jpg",1968.0,blackbeards_ghost,http://content8.flixster.com/movie/25/12/251298_det.jpg
1830,2036,Blank Check,tt0109287,Cheque en blanco,"http://ia.media-imdb.com/images/M/MV5BMjE2MzE2NjkzNF5BMl5BanBnXkFtZTcwODM1MjgyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1994.0,blank_check,http://content6.flixster.com/movie/26/16/261604_det.jpg
1831,2037,Candleshoe,tt0075807,Candleshoe,"http://ia.media-imdb.com/images/M/MV5BMTY2NDUyMzQ5OV5BMl5BanBnXkFtZTcwNjI5OTUyMQ@@._V1._SY314_CR2,0,214,314_.jpg",1977.0,candleshoe,http://content9.flixster.com/movie/31/06/310619_det.jpg
1832,2038,The Cat from Outer Space,tt0077305,El gato que vino del espacio,"http://ia.media-imdb.com/images/M/MV5BMjE0MTAzNzkwMV5BMl5BanBnXkFtZTcwMjYyNDYyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1978.0,cat_from_outer_space,http://content6.flixster.com/movie/25/35/253516_det.jpg
1833,2039,Cheetah,tt0097053,"Cheetah, una aventura africana","http://ia.media-imdb.com/images/M/MV5BMTY5NTAxMjcxNV5BMl5BanBnXkFtZTcwMjk5MDYyMQ@@._V1._SY313_CR1,0,214,313_.jpg",1989.0,cheetah,http://content9.flixster.com/movie/25/30/253015_det.jpg
1834,2040,The Computer Wore Tennis Shoes,tt0065566,Mi cerebro es electrónico,"http://ia.media-imdb.com/images/M/MV5BMTgxNTM2ODEyM15BMl5BanBnXkFtZTcwMzM2NjUyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1969.0,computer_wore_tennis_shoes,http://content6.flixster.com/movie/10/94/21/10942176_det.jpg
1835,2041,Condorman,tt0082199,Condorman,"http://ia.media-imdb.com/images/M/MV5BMTQxNjAwODY0NF5BMl5BanBnXkFtZTcwNjAxOTUxMQ@@._V1._SY314_CR4,0,214,314_.jpg",1981.0,condorman,http://content8.flixster.com/movie/26/60/266014_det.jpg
1836,2042,D2: The Mighty Ducks,tt0109520,Vuelven los mejores,"http://ia.media-imdb.com/images/M/MV5BMTIzMjI1MjQ0NV5BMl5BanBnXkFtZTcwMDU1MDcyMQ@@._V1._SY314_CR8,0,214,314_.jpg",1994.0,d2_the_mighty_ducks,http://content6.flixster.com/movie/26/03/260324_det.jpg
1837,2043,Darby O'Gill and the Little People,tt0052722,Darby O'Gill y el rey de los duendes,"http://ia.media-imdb.com/images/M/MV5BMTQzNjgxMTQ3MF5BMl5BanBnXkFtZTcwODU3NTYyMQ@@._V1._SY314_CR2,0,214,314_.jpg",1959.0,darby_ogill_and_the_little_people,http://content8.flixster.com/movie/25/12/251206_det.jpg
1838,2044,The Devil and Max Devlin,tt0082263,The Devil and Max Devlin,"http://ia.media-imdb.com/images/M/MV5BMTY4Njg1NzQ0NF5BMl5BanBnXkFtZTcwMTUxODMzMQ@@._V1._SY314_CR2,0,214,314_.jpg",1981.0,devil_and_max_devlin,http://content6.flixster.com/movie/10/88/51/10885128_det.jpg
1839,2045,A Far Off Place,tt0106868,Un lugar muy lejano,"http://ia.media-imdb.com/images/M/MV5BMjEzMDYyMzcyNl5BMl5BanBnXkFtZTcwNjc4OTUyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1993.0,far_off_place,http://content7.flixster.com/movie/26/00/260001_det.jpg
1840,2046,Flight of the Navigator,tt0091059,El vuelo del navegante,"http://ia.media-imdb.com/images/M/MV5BMjEwMTcwNzU5Nl5BMl5BanBnXkFtZTcwMDM5OTUyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1986.0,flight_of_the_navigator,http://content9.flixster.com/movie/25/42/254223_det.jpg
1841,2047,The Gnome-Mobile,tt0061715,El abuelo está loco,"http://ia.media-imdb.com/images/M/MV5BMTc2MTk4OTg2OV5BMl5BanBnXkFtZTcwNjUzMDUyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1967.0,gnomemobile,http://content7.flixster.com/movie/10/88/31/10883141_det.jpg
1842,2048,The Great Mouse Detective,tt0091149,"Basil, el ratón superdetective","http://ia.media-imdb.com/images/M/MV5BMTI2MzUyMDQ5NV5BMl5BanBnXkFtZTYwMzcxNjg5._V1._SX214_CR0,0,214,314_.jpg",1986.0,the-great-mouse-detective,http://content9.flixster.com/movie/25/12/251227_det.jpg
1843,2049,The Happiest Millionaire,tt0061749,El más feliz millonario,"http://ia.media-imdb.com/images/M/MV5BNDYzMDczNTczNl5BMl5BanBnXkFtZTcwMTAwNTUyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1967.0,happiest_millionaire,http://content7.flixster.com/movie/10/90/10/10901049_det.jpg
1844,2050,Herbie Goes Bananas,tt0080861,"Herbie, torero","http://ia.media-imdb.com/images/M/MV5BMTI2NDA5MTMwM15BMl5BanBnXkFtZTYwMDk1Mjg5._V1._SX214_CR0,0,214,314_.jpg",1980.0,herbie_goes_bananas,http://content6.flixster.com/movie/10/90/14/10901432_det.jpg
1845,2051,Herbie Goes to Monte Carlo,tt0076137,Herbie en el Gran Premio de Montecarlo,"http://ia.media-imdb.com/images/M/MV5BMTk2Mzc4NzIzOF5BMl5BanBnXkFtZTcwNzM5MzUyMQ@@._V1._SY314_CR2,0,214,314_.jpg",1977.0,herbie_goes_to_monte_carlo,http://content7.flixster.com/movie/10/87/61/10876121_det.jpg
