0,Title,Year,Rated,Runtime,Writer,Plot,Language,imdbRating,imdbVotes,imdbID,Rotten Tomatoes,Metacritic,Series,Released_season,Released_month,Released_day,PG_Rating,Available_languages,Oscars_won,Oscars_nominated,Golden_globe_won,Golden_globe_nominated,Unnamed: 0,0
tt0329575,Seabiscuit,2003.0,PG-13,140.0,"Laura Hillenbrand (book), Gary Ross (screenplay)",True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.,['English'],7.3,65018.0,tt0329575,7.8,7.2,0.0,3.0,7.0,25.0,2.0,1.0,0.0,7.0,0.0,0.0,,
tt0328107,Man on Fire,2004.0,R,146.0,"A.J. Quinnell (novel), Brian Helgeland (screenplay)","In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.","['English', ' Spanish']",7.7,320250.0,tt0328107,3.9,4.7,0.0,2.0,4.0,23.0,3.0,2.0,0.0,0.0,0.0,0.0,,
tt0110169,It's Pat: The Movie,1994.0,PG-13,77.0,"Julia Sweeney (characters), Jim Emerson, Stephen Hibbert, Julia Sweeney",The comedic misadventures of a person of indeterminate gender.,"['English', ' Japanese']",2.7,9200.0,tt0110169,0.0,,0.0,4.0,11.0,25.0,2.0,2.0,0.0,0.0,0.0,0.0,,
tt0391304,A Lot Like Love,2005.0,PG-13,107.0,Colin Patrick Lynch,Unaquainted Emily and Oliver join the mile high club together on the way from LAX to NYC - end of story except they meet on and off the next 7 years. Are they meant for each other?,"['English', ' American Sign Language']",6.6,66148.0,tt0391304,4.1,4.8,0.0,2.0,4.0,22.0,2.0,2.0,0.0,0.0,0.0,0.0,,
tt0376968,The Return,2003.0,Not Rated,110.0,"Vladimir Moiseenko, Aleksandr Novototskiy-Vlasov","In the Russian wilderness, two brothers face a range of new, conflicting emotions when their father - a man they know only through a single photograph - resurfaces.",['Russian'],8.0,40883.0,tt0376968,,8.2,0.0,3.0,6.0,25.0,,1.0,0.0,0.0,0.0,1.0,,
tt0056923,Charade,1963.0,Passed,113.0,"Peter Stone (screenplay), Peter Stone (story), Marc Behm (story)",Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?,"['Spanish', ' English', ' French', ' German', ' Italian']",7.9,64170.0,tt0056923,9.4,8.3,0.0,1.0,12.0,5.0,,5.0,0.0,1.0,0.0,0.0,,
tt0147612,Happiness,1998.0,Unrated,134.0,Todd Solondz,"The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts society as a whole might find disturbing in a desperate search for human connection.","['English', ' Russian']",7.7,64414.0,tt0147612,8.1,8.1,0.0,4.0,10.0,16.0,,2.0,0.0,0.0,0.0,1.0,,
tt0120631,Ever After: A Cinderella Story,1998.0,PG-13,121.0,"Susannah Grant (screenplay), Andy Tennant (screenplay), Rick Parks (screenplay)","The Brothers Grimm arrive at the home of a wealthy Grande Dame who speaks of the many legends surrounding the fable of the cinder girl before telling the ""true"" story of her ancestor.",['English'],7.0,66991.0,tt0120631,9.1,6.6,0.0,3.0,7.0,31.0,2.0,1.0,0.0,0.0,0.0,0.0,,
tt0101984,Guilty by Suspicion,1991.0,PG-13,105.0,Irwin Winkler,"David Merrill (Robert De Niro), a fictitious 1950s Hollywood Director, returns from filming abroad in France to find that his loyalty has been called into question by the House Committee on...",['English'],6.5,7526.0,tt0101984,6.5,6.4,0.0,2.0,3.0,15.0,2.0,1.0,0.0,0.0,0.0,0.0,,
tt0310357,Willard,2003.0,PG-13,100.0,"Glen Morgan (screenplay), Gilbert Ralston, Stephen Gilbert (book)",A young man with an unusual connection to rats uses them at his own sociopathic will.,['English'],6.1,17217.0,tt0310357,6.4,6.1,0.0,2.0,3.0,14.0,2.0,1.0,0.0,0.0,0.0,0.0,,
tt1130988,JCVD,2008.0,R,97.0,"Mabrouk El Mechri (scenario), Frédéric Benudis (in collaboration with), Mabrouk El Mechri (adaptation), Frédéric Taddeï (original idea), Vincent Ravalec (original idea), Christophe Turpin",Jean-Claude Van Damme gets involved in a bank robbery with hostages situation and reflects about his life during it.,"['French', ' English']",7.1,36871.0,tt1130988,8.4,6.4,0.0,3.0,8.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,,
tt0217630,Loser,2000.0,PG-13,98.0,Amy Heckerling,"A college student, branded a loser by his roommates and booted from the dorm, falls in love with a coed who has eyes for their condescending professor.",['English'],5.3,26061.0,tt0217630,2.4,3.5,0.0,3.0,7.0,21.0,2.0,1.0,0.0,0.0,0.0,0.0,,
tt0171804,Boys Don't Cry,1999.0,R,118.0,"Kimberly Peirce, Andy Bienen","A young man named Brandon Teena navigates love, life, and being transgender in rural Nebraska.",['English'],7.5,89487.0,tt0171804,8.8,8.6,0.0,2.0,3.0,31.0,3.0,1.0,1.0,0.0,0.0,0.0,,
tt0411477,Hellboy II: The Golden Army,2008.0,PG-13,120.0,"Guillermo del Toro (screenplay), Guillermo del Toro (story), Mike Mignola (story), Mike Mignola (comic book)","The mythical world starts a rebellion against humanity in order to rule the Earth, so Hellboy and his team must save the world from the rebellious creatures.","['English', ' Scottish Gaelic']",7.0,249949.0,tt0411477,8.6,7.8,0.0,3.0,7.0,11.0,2.0,2.0,0.0,1.0,0.0,0.0,,
tt0053168,Pickpocket,1959.0,Not Rated,76.0,Robert Bresson,Michel is released from jail after serving a sentence for thievery. His mother dies and he resorts to pickpocketing as a means of survival.,['French'],7.7,18415.0,tt0053168,9.5,,0.0,1.0,12.0,16.0,,1.0,0.0,0.0,0.0,0.0,,
tt0468489,Half Nelson,2006.0,R,106.0,"Ryan Fleck, Anna Boden",An inner-city junior high school teacher with a drug habit forms an unlikely friendship with one of his students after she discovers his secret.,['English'],7.2,82503.0,tt0468489,9.0,8.5,0.0,4.0,9.0,22.0,3.0,1.0,0.0,1.0,0.0,0.0,,
tt0217505,Gangs of New York,2002.0,R,167.0,"Jay Cocks (story), Jay Cocks (screenplay), Steven Zaillian (screenplay), Kenneth Lonergan (screenplay)","In 1862, Amsterdam Vallon returns to the Five Points area of New York City seeking revenge against Bill the Butcher, his father's killer.","['English', ' Irish', ' Chinese', ' Latin']",7.5,391951.0,tt0217505,7.3,7.2,0.0,1.0,12.0,20.0,3.0,4.0,0.0,0.0,0.0,0.0,,
tt0126250,Cookie's Fortune,1999.0,PG-13,118.0,Anne Rapp,Conflict arises in the small town of Holly Springs when an old woman's death causes a variety of reactions among family and friends.,['English'],6.8,12442.0,tt0126250,8.6,7.0,0.0,2.0,4.0,16.0,2.0,1.0,0.0,0.0,0.0,0.0,,
tt0093605,Near Dark,1987.0,R,94.0,"Kathryn Bigelow, Eric Red",A small-town farmer's son reluctantly joins a traveling group of vampires after he is bitten by a beautiful drifter.,['English'],7.0,32170.0,tt0093605,8.8,7.6,0.0,,,,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0361925,Welcome to Mooseport,2004.0,PG-13,110.0,"Doug Richardson (story), Tom Schulman (screenplay)","A US president who has retired after two terms in office returns to his hometown of Mooseport, Maine and decides to run for Mayor against another local candidate.",['English'],5.2,11975.0,tt0361925,1.3,3.3,0.0,1.0,2.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,,
tt0064117,Cactus Flower,1969.0,PG,104.0,"Abe Burrows (stage play), Pierre Barillet (play), Jean-Pierre Grédy (play), I.A.L. Diamond (screenplay)","A dentist pretends to be married to avoid commitment, but when he falls for his girlfriend and proposes, he must recruit his lovelorn nurse to pose as his wife.",['English'],7.2,8946.0,tt0064117,8.8,6.7,0.0,1.0,12.0,16.0,1.0,1.0,1.0,0.0,0.0,0.0,,
tt0283111,Van Wilder: Party Liaison,2002.0,R,92.0,"Brent Goldberg, David Wagner",The most popular kid on campus meets a beautiful journalist who makes him realize that maybe he's afraid to graduate.,['English'],6.4,101201.0,tt0283111,1.8,2.6,0.0,2.0,4.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0036342,Shadow of a Doubt,1943.0,PG,108.0,"Thornton Wilder (screenplay), Sally Benson (screenplay), Alma Reville (screenplay), Gordon McDonell (from an original story by)",A young woman discovers her visiting uncle may not be the man he seems to be.,['English'],7.8,56292.0,tt0036342,10.0,9.4,0.0,1.0,1.0,15.0,1.0,1.0,0.0,1.0,0.0,0.0,,
tt0082477,Gregory's Girl,1980.0,PG,91.0,Bill Forsyth,Gregory is a normal teen who is infatuated with a classmate. He must work to win her affection.,['English'],7.1,7221.0,tt0082477,9.5,,0.0,2.0,5.0,26.0,1.0,1.0,0.0,0.0,0.0,0.0,,
tt0033045,The Shop Around the Corner,1940.0,Not Rated,99.0,"Samson Raphaelson (screenplay), Miklós László (based on a play by)","Two employees at a gift shop can barely stand each other, without realizing that they are falling in love through the post as each other's anonymous pen pal.",['English'],8.1,25514.0,tt0033045,10.0,,0.0,1.0,1.0,12.0,,1.0,0.0,0.0,0.0,0.0,,
tt0425413,"Run, Fat Boy, Run",2007.0,PG-13,100.0,"Michael Ian Black (screenplay), Simon Pegg (screenplay), Michael Ian Black (story)","Five years after jilting his pregnant fiancée on their wedding day, out-of-shape Dennis decides to run a marathon to win her back.",['English'],6.6,64625.0,tt0425413,4.7,4.8,0.0,2.0,3.0,28.0,2.0,1.0,0.0,0.0,0.0,0.0,,
tt1139797,Let the Right One In,2008.0,R,114.0,"John Ajvide Lindqvist (screenplay), John Ajvide Lindqvist (novel)","Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl.","['Swedish', ' Spanish']",7.9,201271.0,tt1139797,9.8,8.2,0.0,1.0,12.0,12.0,3.0,2.0,0.0,0.0,0.0,0.0,,
tt0408985,Last Holiday,2006.0,PG-13,112.0,"Jeffrey Price (screenplay), Peter S. Seaman (screenplay), J.B. Priestley","Upon learning of a terminal illness, a shy woman decides to sell off all her possessions and live it up at a posh European hotel.","['English', ' French']",6.4,27434.0,tt0408985,5.6,5.2,0.0,1.0,1.0,13.0,2.0,2.0,0.0,0.0,0.0,0.0,,
tt0064115,Butch Cassidy and the Sundance Kid,1969.0,PG,110.0,William Goldman,"Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia.","['English', ' Spanish']",8.0,197632.0,tt0064115,9.0,6.6,0.0,4.0,9.0,24.0,1.0,2.0,4.0,0.0,0.0,0.0,,
tt0066765,And Now for Something Completely Different,1971.0,PG,88.0,"Graham Chapman (screen foreplay & conception), John Cleese (screen foreplay & conception), Terry Gilliam (screen foreplay & conception), Eric Idle (screen foreplay & conception), Terry Jones (screen foreplay & conception), Michael Palin (screen foreplay & conception)",An anthology of the best sketches from the first and second seasons of Monty Python's Flying Circus (1969).,['English'],7.6,28061.0,tt0066765,8.8,,0.0,3.0,8.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,,
tt0056443,Sanjuro,1962.0,Not Rated,96.0,"Ryûzô Kikushima (screenplay), Hideo Oguni (screenplay), Akira Kurosawa (screenplay), Shûgorô Yamamoto (novel)","A crafty samurai helps a young man and his fellow clansmen save his uncle, who has been framed and imprisoned by a corrupt superintendent.",['Japanese'],8.1,30359.0,tt0056443,10.0,,0.0,2.0,5.0,7.0,,1.0,0.0,0.0,0.0,0.0,,
tt0473308,Waitress,2007.0,PG-13,108.0,Adrienne Shelly,"Jenna is a pregnant, unhappily married waitress in the deep south. She meets a newcomer to her town and falls into an unlikely relationship as a last attempt at happiness.",['English'],7.0,42871.0,tt0473308,9.0,7.5,0.0,2.0,5.0,25.0,2.0,1.0,0.0,0.0,0.0,0.0,,
tt0276919,Dogville,2003.0,R,178.0,Lars von Trier,"A woman on the run from the mob is reluctantly accepted in a small Colorado town. In exchange, she agrees to work for them. As a search visits the town, she finds out that their support has a price. Yet her dangerous secret is never far away.",['English'],8.0,133481.0,tt0276919,7.0,6.0,0.0,2.0,4.0,23.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0080491,Caligula,1979.0,Unrated,156.0,"Gore Vidal (adapted from an original screenplay by), Masolino D'Amico","Details the graphic and shocking, yet undeniably tragic story of Rome's most infamous Caesar, Gaius Germanicus Caligula.","['Italian', ' English']",5.4,32577.0,tt0080491,2.3,,0.0,1.0,2.0,15.0,,2.0,0.0,0.0,0.0,0.0,,
tt0211443,Jason X,2001.0,R,91.0,"Victor Miller (characters), Todd Farmer","Jason Voorhees returns with a new look, a new machete, and his same murderous attitude as he is awakened on a spaceship in the 25th century.",['English'],4.4,48421.0,tt0211443,2.0,2.5,0.0,2.0,4.0,26.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0449089,RV,2006.0,PG,99.0,Geoff Rodkey,"Bob Munro and his dysfunctional family rent an RV for a road trip to the Colorado Rockies, where they ultimately have to contend with a bizarre community of campers.",['English'],5.5,55041.0,tt0449089,2.3,3.3,0.0,2.0,4.0,28.0,1.0,1.0,0.0,0.0,0.0,0.0,,
tt0078446,Up in Smoke,1978.0,R,86.0,"Tommy Chong, Cheech Marin","Two stoners unknowingly smuggle a van - made entirely of marijuana - from Mexico to L.A., with incompetent Sgt. Stedenko on their trail.","['English', ' Spanish']",7.0,34759.0,tt0078446,,5.7,0.0,4.0,9.0,15.0,3.0,2.0,0.0,0.0,0.0,0.0,,
tt0362227,The Terminal,2004.0,PG-13,128.0,"Andrew Niccol (story), Sacha Gervasi (story), Sacha Gervasi (screenplay), Jeff Nathanson (screenplay)","An Eastern European tourist unexpectedly finds himself stranded in JFK airport, and must take up temporary residence there.","['English', ' Bulgarian', ' Spanish', ' Russian', ' Mandarin', ' German', ' French']",7.4,391126.0,tt0362227,6.1,5.5,0.0,3.0,6.0,18.0,2.0,7.0,0.0,0.0,0.0,0.0,,
tt0088170,Star Trek III: The Search for Spock,1984.0,PG,105.0,"Gene Roddenberry (based on ""Star Trek"" created by), Harve Bennett",Admiral Kirk and his bridge crew risk their careers stealing the decommissioned U.S.S. Enterprise to return to the restricted Genesis Planet to recover Spock's body.,"['English', ' Klingon', ' Russian', ' French']",6.7,72133.0,tt0088170,8.0,5.6,0.0,3.0,6.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,,
tt0120744,The Man in the Iron Mask,1998.0,PG-13,132.0,"Alexandre Dumas (novels), Randall Wallace (screenplay)",The cruel King Louis XIV of France has a secret twin brother whom he keeps imprisoned. Can the twin be substituted for the real king?,"['English', ' Italian']",6.5,152186.0,tt0120744,3.3,4.8,0.0,2.0,3.0,13.0,2.0,2.0,0.0,0.0,0.0,0.0,,
tt0087910,The Philadelphia Experiment,1984.0,PG,102.0,"Michael Janover (screenplay), William Gray (screenplay), Wallace C. Bennett (story by), Don Jakoby (story by), Charles Berlitz (book), William L. Moore (book)","A United States Navy destroyer escort participates in a Navy ""invisibility"" experiment that inadvertently sends two sailors forty years into the future.",['English'],6.1,13565.0,tt0087910,5.0,4.4,0.0,3.0,8.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,
tt0077578,Foul Play,1978.0,PG,116.0,Colin Higgins,"A shy San Francisco librarian and a bumbling cop fall in love as they solve a crime involving albinos, dwarves, and the Catholic Church.",['English'],6.8,12874.0,tt0077578,7.3,4.5,0.0,3.0,7.0,14.0,1.0,1.0,0.0,1.0,0.0,0.0,,
tt0112572,The Brady Bunch Movie,1995.0,PG-13,90.0,"Sherwood Schwartz (characters), Laurice Elehwany, Rick Copp, Bonnie Turner, Terry Turner","The original '70s T.V. family is now placed in the 1990s, where they're even more square and out of place than ever.",['English'],6.0,20073.0,tt0112572,6.2,5.4,0.0,1.0,2.0,17.0,2.0,1.0,0.0,0.0,0.0,0.0,,
tt0479968,One Missed Call,2008.0,PG-13,87.0,"Andrew Klavan (screenplay), Yasushi Akimoto (novel), Minako Daira (screenplay Chakushin ari)","Several people start receiving voice-mails from their future selves - messages which include the date, time, and some of the details of their deaths.",['English'],4.0,30329.0,tt0479968,0.0,2.4,0.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,,
tt0264616,Frailty,2001.0,R,100.0,Brent Hanley,"A mysterious man arrives at the offices of an FBI agent and recounts his childhood: how his religious fanatic father received visions telling him to destroy people who were in fact ""demons.""",['English'],7.2,73997.0,tt0264616,7.4,6.4,0.0,2.0,4.0,12.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0425112,Hot Fuzz,2007.0,R,121.0,"Edgar Wright, Simon Pegg",A skilled London police officer is transferred to a small town with a dark secret.,['English'],7.8,446048.0,tt0425112,9.1,8.1,0.0,2.0,4.0,20.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0120873,U.S. Marshals,1998.0,PG-13,131.0,"Roy Huggins (characters), John Pogue","U.S. Marshal Samuel Gerard and his team of Marshals are assigned to track down Sheridan, who has been accused of a double-murder.",['English'],6.5,92772.0,tt0120873,2.6,4.7,0.0,2.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,,
tt0286261,All or Nothing,2002.0,R,128.0,Mike Leigh,"In a poor working class London home Penny's love for her partner, taxi-driver Phil, has run dry, but when an unexpected tragedy occurs, they and their local community are brought together, and they rediscover their love.","['English', ' Arabic', ' French']",7.5,9553.0,tt0286261,8.2,7.2,0.0,4.0,10.0,18.0,3.0,3.0,0.0,0.0,0.0,0.0,,
tt0120655,Dogma,1999.0,R,130.0,Kevin Smith,An abortion clinic worker with a special heritage is called upon to save the existence of humanity from being negated by two renegade angels trying to exploit a loop-hole and reenter Heaven.,['English'],7.3,204174.0,tt0120655,6.7,6.2,0.0,4.0,11.0,12.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0105690,Under Siege,1992.0,R,103.0,J.F. Lawton,An ex-Navy Seal turned cook is the only person who can stop a group of terrorists when they seize control of a U.S. battleship.,"['English', ' Italian']",6.5,73739.0,tt0105690,7.9,5.8,0.0,4.0,10.0,9.0,3.0,2.0,0.0,2.0,0.0,0.0,,
tt0497116,An Inconvenient Truth,2006.0,PG,96.0,Al Gore,"Filmmaker Davis Guggenheim follows Al Gore on the lecture circuit, as the former presidential candidate campaigns to raise public awareness of the dangers of global warming and calls for immediate action to curb its destructive effects on the environment.",['English'],7.4,79339.0,tt0497116,9.3,7.5,0.0,3.0,6.0,30.0,1.0,1.0,2.0,0.0,0.0,0.0,,
tt0457510,Nacho Libre,2006.0,PG,92.0,"Jared Hess, Jerusha Hess, Mike White","Berated all his life by those around him, a monk follows his dream and dons a mask to moonlight as a Luchador (Mexican wrestler).","['English', ' Spanish']",5.7,79220.0,tt0457510,3.9,5.2,0.0,3.0,6.0,16.0,1.0,2.0,0.0,0.0,0.0,0.0,,
tt0086617,The Year of Living Dangerously,1982.0,PG,115.0,"David Williamson (screenplay), Peter Weir (screenplay), C.J. Koch (screenplay), C.J. Koch (novel)",A young Australian reporter tries to navigate the political turmoil of Indonesia during the rule of President Sukarno with the help of a diminutive photographer.,"['English', ' Tagalog', ' Filipino', ' Indonesian']",7.1,18715.0,tt0086617,8.8,6.5,0.0,1.0,2.0,18.0,1.0,4.0,1.0,0.0,0.0,0.0,,
tt0101700,Delicatessen,1991.0,R,99.0,"Jean-Pierre Jeunet (screenplay), Marc Caro (screenplay), Gilles Adrien (screenplay), Gilles Adrien (dialogue), Jean-Pierre Jeunet (shooting script)",Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.,['French'],7.6,78312.0,tt0101700,8.9,6.6,0.0,2.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0452637,Lady in the Water,2006.0,PG-13,110.0,M. Night Shyamalan,"Apartment building superintendent Cleveland Heep rescues what he thinks is a young woman from the pool he maintains. When he discovers that she is actually a character from a bedtime story who is trying to make the journey back to her home, he works with his tenants to protect his new friend from the creatures that are determined to keep her in our world.",['English'],5.5,92973.0,tt0452637,2.5,3.6,0.0,3.0,7.0,21.0,2.0,1.0,0.0,0.0,0.0,0.0,,
tt0310775,Sympathy for Mr. Vengeance,2002.0,R,129.0,"Myeong-chan Park (comic), Mu-yeong Lee (screenplay), Chan-wook Park (screenplay), Jae-sun Lee (screenplay), Jong-yong Lee (screenplay), Chan-wook Park (character created by: Sympathy for Mr. Vengeance,  Vengeance Trilogy)","A recently laid off factory worker kidnaps his former boss' friend's daughter, hoping to use the ransom money to pay for his sister's kidney transplant.","['Korean', ' Korean Sign Language']",7.6,59283.0,tt0310775,5.4,5.6,0.0,2.0,3.0,29.0,3.0,2.0,0.0,0.0,0.0,0.0,,
tt0091867,A Room with a View,1985.0,Not Rated,117.0,"E.M. Forster (novel), Ruth Prawer Jhabvala (screenplay)","In a Florence pensione circa 1900 with English guests, George Emerson (Julian Sands) and his dad (Denholm Elliott) offer their rooms with views to Lucy Honeychurch (Helena Bonham Carter) and her chaperone, Charlotte Bartlett (Dame Maggie Smith). Lucy and George get acquainted, but Lucy returns to England. George and Lucy meet again, but now she's engaged.","['English', ' Italian']",7.3,37763.0,tt0091867,10.0,8.0,0.0,2.0,4.0,11.0,,2.0,3.0,0.0,0.0,0.0,,
tt0058576,Seven Days in May,1964.0,Approved,118.0,"Fletcher Knebel (novel), Charles W. Bailey II (novel), Rod Serling (screenplay)",United States military leaders plot to overthrow the President because he supports a nuclear disarmament treaty and they fear a Soviet sneak attack.,['English'],7.9,12278.0,tt0058576,9.1,7.3,0.0,1.0,2.0,13.0,,1.0,0.0,2.0,0.0,0.0,,
tt0105415,Singles,1992.0,PG-13,99.0,Cameron Crowe,"A group of twenty-something friends, most of whom live in the same apartment complex, search for love and success in grunge-era Seattle.",['English'],6.7,26681.0,tt0105415,7.9,,0.0,4.0,9.0,18.0,2.0,1.0,0.0,0.0,0.0,0.0,,
tt0138304,The Astronaut's Wife,1999.0,R,109.0,Rand Ravich,"After an explosion in space and subsequent two-minute radio-out period, two astronauts return home to their wives. Slightly it's revealed that they're not the same as they were.",['English'],5.4,51679.0,tt0138304,1.5,3.7,0.0,3.0,8.0,27.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0042192,All About Eve,1950.0,Passed,138.0,Joseph L. Mankiewicz (written for the screen by),A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,"['English', ' French']",8.2,115499.0,tt0042192,9.9,9.8,0.0,4.0,10.0,27.0,,2.0,6.0,0.0,0.0,0.0,,
tt0183649,Phone Booth,2002.0,R,81.0,Larry Cohen,"Publicist Stuart Shepard finds himself trapped in a phone booth, pinned down by an extortionist's sniper rifle. Unable to leave or receive outside help, Stuart's negotiation with the caller leads to a jaw-dropping climax.","['English', ' Swahili']",7.0,245044.0,tt0183649,7.2,5.6,0.0,2.0,4.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,,
tt0092718,Can't Buy Me Love,1987.0,PG-13,94.0,Michael Swerdlick,An outcast secretly pays the most popular girl in school one thousand dollars to pretend to be his girlfriend for a month.,['English'],6.8,31198.0,tt0092718,4.8,3.6,0.0,3.0,8.0,14.0,2.0,1.0,0.0,0.0,0.0,0.0,,
tt0118604,An American Werewolf in Paris,1997.0,R,105.0,"John Landis (characters in An American Werewolf in London), Tim Burns, Tom Stern, Anthony Waller",An American man unwittingly gets involved with French werewolves who have developed a serum allowing them to transform at will.,"['English', ' French', ' German']",5.1,22452.0,tt0118604,0.7,3.1,0.0,1.0,12.0,25.0,3.0,3.0,0.0,0.0,0.0,0.0,,
tt0108550,What's Eating Gilbert Grape,1993.0,PG-13,118.0,"Peter Hedges (novel), Peter Hedges (screenplay)",A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,['English'],7.8,206472.0,tt0108550,9.0,7.3,0.0,2.0,3.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,,
tt0105812,White Men Can't Jump,1992.0,R,115.0,Ron Shelton,Black and white basketball hustlers join forces to double their chances of winning money on the street courts and in a basketball tournament.,['English'],6.8,72465.0,tt0105812,7.6,6.5,0.0,2.0,3.0,27.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0093818,Radio Days,1987.0,PG,88.0,Woody Allen,A nostalgic look at radio's golden age focusing on one ordinary family and the various performers in the medium.,"['English', ' Spanish', ' Italian']",7.5,30488.0,tt0093818,8.9,7.4,0.0,1.0,1.0,30.0,1.0,3.0,0.0,2.0,0.0,0.0,,
tt0141369,Inspector Gadget,1999.0,PG,78.0,"Andy Heyward (characters), Jean Chalopin (characters), Bruno Bianchi (characters), Dana Olsen (story), Kerry Ehrin (story), Kerry Ehrin (screenplay), Zak Penn (screenplay)",A security guard's dreams come true when he is selected to be transformed into a cybernetic police officer.,"['English', ' Norwegian', ' French', ' Spanish']",4.1,44140.0,tt0141369,2.1,3.6,0.0,3.0,7.0,23.0,1.0,4.0,0.0,0.0,0.0,0.0,,
tt0101761,The Doors,1991.0,R,140.0,"Randall Jahnson, Oliver Stone","The story of the famous and influential 1960s rock band The Doors and its lead singer and composer, Jim Morrison, from his days as a UCLA film student in Los Angeles, to his untimely death in Paris, France at age 27 in 1971.",['English'],7.2,81116.0,tt0101761,5.7,6.2,0.0,2.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0401815,Tamara,2005.0,R,98.0,Jeffrey Reddick,"Tamara, an unattractive girl, who is picked on by her peers returns after her death as a sexy seductress to exact revenge.",['English'],5.1,9577.0,tt0401815,3.2,3.4,0.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0125664,Man on the Moon,1999.0,R,118.0,"Scott Alexander, Larry Karaszewski",The life and career of legendary comedian Andy Kaufman.,['English'],7.4,120896.0,tt0125664,6.3,5.8,0.0,1.0,12.0,22.0,3.0,1.0,0.0,0.0,1.0,0.0,,
tt0277434,We Were Soldiers,2002.0,R,138.0,"Harold G. Moore (book), Joseph L. Galloway (book), Randall Wallace (screenplay)","The story of the first major battle of the American phase of the Vietnam War, and the soldiers on both sides that fought it, while their wives wait nervously and anxiously at home for the good news or the bad news.","['English', ' Vietnamese', ' French']",7.2,126176.0,tt0277434,6.3,6.5,0.0,2.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,,
tt0092546,Amazon Women on the Moon,1987.0,R,85.0,"Michael Barrie, Jim Mulholland","A spoof 1950s science fiction movie, interspersed with various comedy sketches concerning late night television.",['English'],6.2,9736.0,tt0092546,5.9,4.2,0.0,4.0,9.0,18.0,3.0,1.0,0.0,0.0,0.0,0.0,,
tt0120885,Wag the Dog,1997.0,R,97.0,"Larry Beinhart (book), Hilary Henkin (screenplay), David Mamet (screenplay)","Shortly before an election, a spin-doctor and a Hollywood producer join efforts to fabricate a war in order to cover up a Presidential sex scandal.","['English', ' Albanian']",7.2,76939.0,tt0120885,8.5,7.3,0.0,1.0,1.0,9.0,3.0,2.0,0.0,2.0,0.0,0.0,,
tt0073341,The Man Who Would Be King,1975.0,PG,129.0,"John Huston (screenplay), Gladys Hill (screenplay), Rudyard Kipling (based on the story by)","Two British former soldiers decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great.",['English'],7.8,42380.0,tt0073341,9.6,9.1,0.0,1.0,12.0,19.0,1.0,1.0,0.0,4.0,0.0,0.0,,
tt0059260,Help!,1965.0,G,92.0,"Marc Behm (screenplay), Charles Wood (screenplay), Marc Behm (story)","Sir Ringo Starr finds himself the human sacrifice target of a cult, and his fellow members of The Beatles must try to protect him from it.",['English'],7.2,16539.0,tt0059260,8.8,,0.0,3.0,8.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,,
