,imdbID,Plot
2345,tt0206275,"A white midwestern girl moves to Chicago, where her new boyfriend is a black teen from the South Side with a rough, semi-criminal past."
2346,tt0054198,An American scholar in Greece sets about improving the prostitute with whom he is infatuated.
2347,tt0316188,"A Lower East Side teen-ager struggles to find some sanity while surrounded by an eccentric grandmother, a crazy new girlfriend, and a longing younger brother."
2348,tt0100318,"A couple work hard to renovate their dream house and become landlords to pay for it. Unfortunately, one of their tenants has plans of his own."
2349,tt0088944,"A retired Special Forces colonel tries to save his daughter, who was abducted by his former subordinate."
2350,tt0022158,"On a transatlantic crossing, The Marx Brothers get up to their usual antics and manage to annoy just about everyone on board the ship."
2351,tt0119002,"Following a passion for country music, Ralph leaves his father's sheep farm in a remote Australian town, armed with a guitar and a plane ticket to Nashville, Tennessee. He hopes to ..."
2352,tt0066995,"A diamond smuggling investigation leads James Bond to Las Vegas, where he uncovers an evil plot involving a rich business tycoon."
2353,tt0388482,"Transporter Frank Martin, surfaces in Miami, Florida and is implicated in the kidnapping of the young son of a powerful USA official."
2354,tt0114660,Five different criminals face imminent death after botching a job quite badly.
2355,tt0084805,"Michael Dorsey, an unsuccessful actor, disguises himself as a woman in order to get a role on a trashy hospital soap."
2356,tt0204946,A champion high school cheerleading squad discovers its previous captain stole all their best routines from an inner-city school and must scramble to compete at this year's championships.
2357,tt0489099,A teenager with teleportation abilities suddenly finds himself in the middle of an ancient war between those like him and their sworn annihilators.
2358,tt0095801,A lonely German woman ends up in the most desolate motel on Earth and decides to make it brighter.
2359,tt0026138,"Mary Shelley reveals the main characters of her novel survived: Dr. Frankenstein, goaded by an even madder scientist, builds his monster a mate."
2360,tt0061655,"A noted professor and his dim-witted apprentice fall prey to their inquiring vampires, while on the trail of the ominous damsel in distress."
2361,tt0119692,"Four small-time two-bit character actors, all close friends, are competing for same important part in the next Martin Scorsese mob film."
2362,tt0105695,"Retired Old West gunslinger William Munny (Clint Eastwood) reluctantly takes on one last job, with the help of his old partner Ned Logan (Morgan Freeman) and a young man, The ""Schofield Kid"" (Jaimz Woolvett)."
2363,tt0090967,"Two innocent people are arrested. An interesting third person, with broken English, joins them in their cell. On his idea, they decide to escape from the prison. Their journey is the rest of the movie."
2364,tt0117665,"After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge."
2365,tt0083946,"The story of Brian Sweeney Fitzgerald, an extremely determined man who intends to build an opera house in the middle of a jungle."
2366,tt0118617,"The last surviving child of the Russian Royal Family joins two con men to reunite with her grandmother, the Dowager Empress, while the undead Rasputin seeks her death."
2367,tt0075066,"Charles Dreyfus (Herbert Lom), who has finally cracked over Inspector Jacques Clouseau's (Peter Sellers') antics, escapes from a mental institution and launches an elaborate plan to get rid of Clouseau once and for all."
2368,tt0383216,Bumbling Inspector Clouseau must solve the murder of a famous soccer coach and find out who stole the infamous Pink Panther diamond.
2369,tt0373908,"Working class New York bus driver Ralph Kramden is always coming up with get-rich-quick schemes for him and his best friend, Ed Norton, who's always around to help him get in (and out of) trouble."
2370,tt0120657,"A man, having fallen in love with the wrong woman, is sent by the sultan himself on a diplomatic mission to a distant land as an ambassador. Stopping at a Viking village port to restock on supplies, he finds himself unwittingly embroiled in a quest to banish a mysterious threat in a distant Viking land."
2371,tt0374900,"A listless and alienated teenager decides to help his new friend win the class presidency in their small western high school, while he must deal with his bizarre family life back home."
2372,tt0105265,"The story about two sons of a stern minister -- one reserved, one rebellious -- growing up in rural Montana while devoted to fly fishing."
2373,tt0057193,"A group of motorists hear about a crook's hidden stash of loot, and race against each other across the country to get to it."
2374,tt0058379,"A typhoon washes ashore a gigantic egg. It's soon claimed by greedy entrepreneurs who refuse to return it to its rightful owner, Mothra. Soon Godzilla arises near Nagoya, washed ashore by the same typhoon."
2375,tt0124198,A prostitute is killed during a bachelor party and the attendees turn on each other as the wedding approaches.
2376,tt0071360,"A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered."
2377,tt0117108,A man who never has enough time for the things he wants to do is offered the opportunity to have himself duplicated.
2378,tt0289879,"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal."
2379,tt0112579,Photographer Robert Kincaid (Clint Eastwood) wanders into the life of housewife Francesca Johnson (Meryl Streep) for four days in the 1960s.
2380,tt0396555,"Lewis is a brilliant inventor who meets mysterious stranger named Wilbur Robinson, whisking Lewis away in a time machine and together they team up to track down Bowler Hat Guy in a showdown that ends with an unexpected twist of fate."
2381,tt0361127,A child molester returns to his hometown after 12 years in prison and attempts to start a new life.
2382,tt0124298,A naive man comes out into the world after spending 35 years in a nuclear fallout shelter.
2383,tt0363163,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII."
2384,tt0109676,A tough cop teams up with a professional skydiver to capture a renegade computer hacker on the run from the law.
2385,tt0318155,The Looney Tunes search for a man's missing father and the mythical Blue Monkey diamond.
2386,tt0063350,"A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a bloodthirsty, flesh-eating breed of monsters who are ravaging the East Coast of the United States."
2387,tt0113670,A young girl is relegated to servitude at a boarding school when her father goes missing and is presumed dead.
2388,tt0084602,"After winning the ultimate title and being the world champion, Rocky falls into a hole and finds himself picked up by a former enemy."
2389,tt0120654,A loser finds success in the revenge-for-hire business.
2390,tt0395972,"A fictionalized account of the first major successful sexual harassment case in the United States, Jenson vs. Eveleth Mines, where a woman who endured a range of abuse while working as a miner filed and won the landmark 1984 lawsuit."
2391,tt0068555,Seven stories are trying to answer the question: what is sex? Or maybe they are not trying.
2392,tt0246134,"Under the leadership of a small-time bank robber, British inmates hatch a plan to escape by staging a musical."
2393,tt0076257,"A series of short, highly irreverent, and often tasteless skits."
2394,tt0076686,"Berlin, 1923. Following the suicide of his brother, American circus acrobat Abel Rosenberg attempts to survive while facing unemployment, depression, alcoholism and the social decay of Germany during the Weimar Republic."
2395,tt0074695,German commander Captain Hauptmann Stransky (Maximilian Schell) places a squad in extreme danger after Sergeant Rolf Steiner (James Coburn) refuses to lie for him.
2396,tt0362165,"Tim Avery, an aspiring cartoonist, finds himself in a predicament when his dog stumbles upon the mask of Loki. Then after conceiving an infant son ""born of the mask"", he discovers just how looney child raising can be."
2397,tt0093509,A labor union organizer comes to an embattled mining community brutally and violently dominated and harassed by the mining company.
2398,tt0090056,"Two bumbling government employees think they are U.S. spies, only to discover that they are actually decoys for Nuclear War."
2399,tt0081150,"The story of hard-luck Melvin E. Dummar, who claimed to have received a will naming him an heir to the fortune of Howard Hughes."
2400,tt0364751,"After their friend dies, three men decide to fulfill their childhood dream by going on a camping expedition for the lost D. B. Cooper bounty, with calamitous results."
2401,tt0258153,"A producer's film is endangered when his star walks off, so he decides to digitally create an actress to substitute for the star, becoming an overnight sensation that everyone thinks is a real person."
2402,tt0091635,A woman becomes involved with a man she barely knows. Complications develop during their sexual escapades.
2403,tt0243736,"After a brutal break-up, a young man vows to stay celibate during the forty days of Lent, but finds the girl of his dreams and is unable to do anything about it."
2404,tt0031455,"In 15th-century France, a gypsy girl is framed for murder by the infatuated Chief Justice, and only the deformed bellringer of Notre Dame Cathedral can save her."
2405,tt0061735,A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé.
2406,tt0758766,"A washed up singer is given a couple days to compose a chart-topping hit for an aspiring teen sensation. Though he's never written a decent lyric in his life, he sparks with an offbeat younger woman with a flair for words."
2407,tt0084516,A family's home is haunted by a host of demonic ghosts.
2408,tt0113089,"After a man dies in a car crash, he is reincarnated as a dog and attempts to reconnect with his family."
2409,tt0354899,A man entranced by his dreams and imagination is love-struck with a French woman and feels he can show her his world.
2410,tt0388795,"The story of a forbidden and secretive relationship between two cowboys, and their lives over the years."
2411,tt0960144,An Israeli Special Forces Soldier fakes his death so he can re-emerge in New York City as a hair stylist.
2412,tt0388419,"With their daughter away, the Kranks decide to skip Christmas altogether until she decides to come home, causing an uproar when they have to celebrate the holiday at the last minute."
2413,tt0125128,"William, a once obese and depressed adolescent, is able to move past his teenage years when he moves to the city and comes out as being gay. When he returns home though, he can't cope with his memories."
2414,tt0019777,"During the Florida land boom, The Marx Brothers run a hotel, auction off some land, thwart a jewel robbery, and generally act like themselves."
2415,tt0098987,A vulgar private detective is hired to find a missing groupie and is drawn into a mystery involving a series of murders tied to the music industry.
2416,tt0265591,A sorority girl finds her life falling apart after she develops romantic feelings for a mentally-challenged man.
2417,tt0120742,"Gus Cantrell turns his team from a laughingstock into the equivalent of blue-chip stocks in this third Major League comedy that reunites five series returnies, including wisecracking play-by-play man, Bob Uecker."
2418,tt0151137,A young girl receives a vision that drives her to rid France of its oppressors.
2419,tt0039628,"When a nice old man who claims to be Santa Claus is institutionalized as insane, a young lawyer decides to defend him by arguing in court that he is the real thing."
2420,tt0295701,"An extreme sports athlete, Xander Cage, is recruited by the government on a special mission."
2421,tt0396752,A governess uses magic to rein in the behavior of seven ne'er-do-well children in her charge.
2422,tt0082085,A movie sound recordist accidentally records the evidence that proves that a car accident was actually murder and consequently finds himself in danger.
2423,tt0095174,"In a hotel room in Paris, a doctor comes out of the shower and finds that his wife has disappeared. He soon finds himself caught up in a world of intrigue, espionage, gangsters, drugs and murder."
2424,tt0087078,Conan leads a ragtag group of adventurers on a quest for a princess.
2425,tt0272020,A court-martialed General rallies together twelve hundred inmates to rise against a corrupt and sadistic warden.
2426,tt0405163,"Citizens of a small town, under the influence of a man in the midst of a mid-life crisis, come together to make an adult film."
2427,tt0325703,"Adventurer Lara Croft goes on a quest to save the mythical Pandora's Box, before an evil scientist finds it, and recruits a former Marine turned mercenary to assist her."
2428,tt0146247,A group of Soul Hunters come to Babylon 5 demanding the return of something that was stolen from them.
2429,tt0074512,A phony psychic/con artist and her taxi driver/private investigator boyfriend encounter a pair of serial kidnappers while trailing a missing heir in California.
2430,tt0349774,
2431,tt0099399,"When DEA agents are taken captive by a ruthless South American kingpin, the Delta Force is reunited to rescue them in this sequel to the 1986 film."
2432,tt0456554,A thirty-five-year-old video game tester has to move in with his grandma and her two old lady roommates.
2433,tt0469641,Two Port Authority police officers become trapped under the rubble of the World Trade Center.
2434,tt0110428,"When King George III (Sir Nigel Hawthorne) goes mad, his Lieutenants try to adjust the rules to run the country without his participation."
2435,tt0309820,"During the early sixteenth century, idealistic German monk Martin Luther, disgusted by the materialism in the Catholic Church, begins the dialogue that will lead to the Protestant Reformation."
2436,tt0417791,"When the kinetic Rory moves into his room in the Carrigmore Residential Home for the Disabled, his effect on the home is immediate. Most telling is his friendship with Michael, a young man with cerebral palsy and nearly unintelligible speech. Somehow, Rory understands Michael, and encourages him to experience life outside the confines of home."
2437,tt0414993,"As a modern-day scientist, Tommy is struggling with mortality, desperately searching for the medical breakthrough that will save the life of his cancer-stricken wife, Izzi."
2438,tt0078966,A reporter finds what appears to be a cover-up of safety hazards at a nuclear power plant.
2439,tt0059113,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution."
2440,tt0108394,A woman struggles to find a way to live her life after the death of her husband and child.
2441,tt0062711,"Barbarella, an astronaut from the 41st century, sets out to find and stop the evil scientist Durand Durand, whose Positronic Ray threatens to bring evil back into the galaxy."
2442,tt0280460,"Lavinia and Suzette, former rock groupies and best friends, reconnect after twenty years; one is still as wild as ever, while the other has adopted a more conservative lifestyle."
2443,tt0356150,"Dumped by his girlfriend, a high school grad decides to embark on an overseas adventure in Europe with his friends."
2444,tt0047528,"A care-free girl is sold to a traveling entertainer, consequently enduring physical and emotional pain along the way."
2445,tt0084783,"After their mother dies and their father leaves them, teenage brothers Tex and Mason McCormick struggle to make it on their own."
2446,tt0094027,"The story of Jaime Escalante, a high school teacher who successfully inspired his dropout prone students to learn calculus."
2447,tt0114279,The classic Shakespearean play about the murderously scheming 15th-century king is reimagined in an alternative setting of 1930s England as clouds of fascism gather.
2448,tt0264395,A D.E.A. Agent investigates the disappearance of a legendary Army Ranger Drill Sergeant and several of his cadets during a training exercise gone severely awry.
2449,tt0068473,"Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country."
2450,tt0374102,Based on the true story of two scuba divers accidentally stranded in shark infested waters after their tour boat has left.
2451,tt0120906,The world's greatest detective Daryl Zero aided by his associate Steve Arlo investigates a complex and mysterious case of blackmail and missing keys for shady tycoon Gregory Stark who is less than forthcoming about what is really happening!
2452,tt0070334,"Private investigator Philip Marlowe helps a friend out of a jam, but in doing so gets implicated in his wife's murder."
2453,tt0097635,"A group of actors put on an unorthodox, but acclaimed Passion Play which incites the opposition of the Catholic Church while the actors' lives themselves begin to mirror the Passion itself."
2454,tt0090563,A lackadaisical handyman and aspiring novelist tries to support his younger girlfriend as she slowly succumbs to madness.
2455,tt0009968,"A frail waif, abused by her brutal boxer father in London's seedy Limehouse District, is befriended by a sensitive Chinese immigrant with tragic consequences."
2456,tt0088178,An innovative concert movie for the rock group The Talking Heads.
2457,tt0054195,A young girl comes to an embittered town and confronts its attitude with her determination to see the best in life.
2458,tt0314412,A young woman conceals the fact of her terminal cancer to live her life with a passion she never had before.
2459,tt0116768,"A pharmaceutical scientist creates a pill that makes people remember their happiest memory, and although it's successful, it has unfortunate side effects."
2460,tt0243017,A man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe.
2461,tt0133046,"The story of a girl who is willing to do anything to become Valedictorian, even if it means murdering the teacher that stands in her way."
2462,tt0043274,Alice stumbles into the world of Wonderland. Will she get home? Not if the Queen of Hearts has her way.
2463,tt0091167,"Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly."
2464,tt0042332,"When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq, and from her Fairy Godmother."
2465,tt0104868,A self-centered Minnesota lawyer is sentenced to community service coaching a rag tag youth hockey team.
2466,tt0053172,"A man and a woman who share a party line cannot stand each other, but he has fun romancing her with his voice disguised."
2467,tt0369702,"The factual story of Spaniard Ramon Sampedro, who fought a thirty-year campaign in favor of euthanasia and his own right to die."
2468,tt0116000,"The unruly team of hockey misfits grows up a bit and receives scholarships to a prestigious prep school, where they take on the snotty varsity team."
2469,tt0089927,"Rocky Balboa proudly holds the world heavyweight boxing championship, but a new challenger has stepped forward: Drago, a six-foot-four, 261-pound fighter who has the backing of the Soviet Union."
2470,tt0120157,"A soldier trained from birth is deemed obsolete and dumped on a waste planet where he is reluctantly taken in by a community of defenseless, stranded wayfarers."
2471,tt0033870,"A private detective takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette."
2472,tt0092644,"Axel Foley returns to Beverly Hills to help Taggart and Rosewood investigate Chief Bogomil's near-fatal shooting and the series of ""alphabet crimes"" associated with it."
2473,tt0051808,"Lured by gold, two greedy peasants escort a man and woman across enemy lines. However, they do not realize that their companions are actually a princess and her general."
2474,tt0116130,"Lt. Cmdr. Tom Dodge is assigned as Captain to the USS Stingray, an old diesel driven submarine that has seen better days."
2475,tt0301777,"Four tales: a robot baby as a pre-adoption test, a mother and her dying son's toy robot collection, a lonely robot office worker, and a sculptor contemplating robot-enabled immortality."
2476,tt0120863,"Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War."
2477,tt0414055,"A mature Queen Elizabeth endures multiple crises late in her reign including court intrigues, an assassination plot, the Spanish Armada, and romantic disappointments."
2478,tt0112651,A documentary surveying the various Hollywood screen depictions of homosexuals and the attitudes behind them throughout the history of North American film.
2479,tt0236216,"A film about the career of the notorious punk rock band, the Sex Pistols."
2480,tt0087544,Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.
2481,tt0123209,A mentally challenged young woman seeks independence by obtaining her own apartment and attending college while her family plans her sister's wedding.
2482,tt0110365,Early 1990s drama about a family of Soviet Jews living in Brooklyn's Brighton Beach ocean-side neighborhood nicknamed Little Odessa.
2483,tt0436078,"One hundred superstar comedians tell the same very, VERY dirty, filthy joke--one shared privately by comics since Vaudeville."
2484,tt0189192,"A French count is in England to marry the princess. She's killed. A wizard helps him to time travel back before the murder - except they end up in Chicago, April 2000. A descendant helps him. He looks for the wizard to return to the 1100s."
2485,tt0065134,"Nun Sara (Shirley MacLaine) is on the run in Mexico and is saved from cowboys by Hogan (Clint Eastwood), who is preparing for a future mission to capture a French fort. The pair become good friends, but Sara never does tell him the true reason behind her being outlawed."
2486,tt0102343,Two scientists who are hopeless with the opposite sex experiment with a substance that makes them irresistible to anyone who hears them speak.
2487,tt0144814,"A horrible massacre strikes up after an outcast teenage girl is taunted by a group of high school jocks, all of them unaware of her cutthroat telekinetic powers."
2488,tt0092548,"On a remote Caribbean island, Army Ranger Joe Armstrong investigates the disappearance of several marines, which leads him to The Lion, a super-criminal who has kidnapped a local scientist and mass-produced an army of mutant Ninja warriors."
2489,tt0080365,"A Los Angeles male escort, who mostly caters to an older female clientèle, is accused of a murder which he did not commit."
2490,tt0065988,"Jack Crabb, looking back from extreme old age, tells of his life being raised by Native Americans and fighting with General Custer."
2491,tt0360201,"A pro tennis player has lost his ambition and has fallen in rank to 119. Fortunately for him, he meets a young player on the women's circuit who helps him recapture his focus for Wimbledon."
2492,tt0118954,"Suffering from writer's block and eagerly awaiting his writing award, Harry Block remembers events from his past and scenes from his best-selling books as characters, real and fictional, come back to haunt him."
2493,tt0227445,An aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist.
2494,tt0244244,"A covert counter-terrorist unit called Black Cell led by Gabriel Shear wants the money to help finance their war against international terrorism, but it's all locked away. Gabriel brings in convicted hacker Stanley Jobson to help him."
2495,tt0070040,"In 1940, after watching and being traumatized by the movie Frankenstein (1931), a sensitive seven year-old girl living in a small Spanish village drifts into her own fantasy world."
2496,tt0071315,"A private detective hired to expose an adulterer finds himself caught up in a web of deceit, corruption, and murder."
2497,tt0364045,An FBI profiler is called in by French Canadian police to catch a serial killer who takes on the identity of each new victim.
2498,tt0118804,The antisocial son of an alcoholic father and a bipolar mother grows up in 1960s Ireland.
2499,tt0110074,A naive business graduate is installed as president of a manufacturing company as part of a stock scam.
2500,tt0102829,"A woman who grew up in a small town in Alaska goes to the public library to try and find out who her parents were. She was brought to town as a baby in a cardboard box with ""Kotzebue"" on it..."
2501,tt0100449,"Three thieves successfully rob a New York City bank, but making the escape from the city proves to be almost impossible."
2502,tt0436331,"After she quits her lucrative job, Olivia finds herself unsure about her future and her relationships with her successful and wealthy friends."
2503,tt0861689,A city is ravaged by an epidemic of instant white blindness.
2504,tt0218817,A computer programmer's dream job at a hot Portland-based firm turns nightmarish when he discovers his boss has a secret and ruthless means of dispatching anti-trust problems.
2505,tt0046085,"On a Kenyan safari, white hunter Victor Marswell has a love triangle with seductive American socialite Eloise Kelly and anthropologist Donald Nordley's cheating wife Linda."
2506,tt0099266,Every holiday Marcel and his family go to their cottage in the Provence (France). He likes the hills in this region. Before they arrive at the cottage they have to walk about 5 miles. With ...
2507,tt0118818,"2 young women reunite and rekindle their friendship after having said goodbye at their college graduation, six years earlier."
2508,tt0203259,"The Special Victims Unit, a specially trained squad of detectives in the NYPD, investigate sexually related crimes."
2509,tt0071129,A series of comedic and nostalgic vignettes set in a 1930s Italian coastal town.
2510,tt0108399,"In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it."
2511,tt0044954,A woman planning to testify against the mob must be protected against their assassins on the train trip from Chicago to Los Angeles.
2512,tt0120408,"A businessman kills his adulterous wife and is sent to prison. After the release, he opens a barbershop and meets new people, talking almost to no one except an eel he befriended while in prison."
2513,tt0112508,"In order to inherit his fed up father's hotel empire, an immature and lazy man must repeat grades 1-12 all over again."
2514,tt0462499,"In Thailand, John Rambo joins a group of mercenaries to venture into war-torn Burma, and rescue a group of Christian aid workers who were kidnapped by the ruthless local infantry unit."
2515,tt0119115,Zookeepers struggle to deal with the policies of changing directors.
2516,tt0308878,"A quiet, unassuming man begins to change in a major way as a result of meeting a new, art-student girlfriend, and his friends are unsettled by the transformation."
2517,tt1078188,"The story of a young Jack, newly released from serving a prison sentence for a violent crime he committed as a child."
2518,tt0101969,The fates of several people are intertwining randomly. Their sympathy of each other faces multiple differences in their lifestyles.
2519,tt0080339,A man afraid to fly must ensure that a plane lands safely after the pilots become sick.
2520,tt0081455,A scientist sends a man with extraordinary psychic powers to hunt others like him.
2521,tt0117802,Wannabe actors become regulars in the stylish neo-lounge scene; Trent teaches his friend Mike the unwritten rules of the scene.
2522,tt0099575,Elite Apache helicopter pilots are tasked with destroying powerful armed drug cartels operating in South America.
2523,tt0323939,"A group of hustlers encounter ""The Dean"" and pull off a successful sting that results in their pursuit by a vengeful gangster."
2524,tt0073012,The Four Musketeers defend the queen and her dressmaker from Cardinal Richelieu and Milady de Winter.
2525,tt0096316,"The story of Preston Tucker, the maverick car designer and his ill-fated challenge to the auto industry with his revolutionary car concept."
2526,tt0102057,"When Captain James Hook kidnaps his children, an adult Peter Pan must return to Neverland and reclaim his youthful spirit in order to challenge his old enemy."
2527,tt0109508,An intimate portrait of controversial cartoonist Robert Crumb and his traumatized family.
2528,tt0356618,"After being told that their children never existed, a man and woman soon discover there is a much bigger enemy at work."
2529,tt0253556,"A brood of fire-breathing dragons emerges from the earth and begins setting everything ablaze, establishing dominance over the planet."
2530,tt0367479,"The story of what happens after a master thief achieves his last big score, when the F.B.I. Agent who promised he'd capture him, is about to do just that."
2531,tt0115033,"This film is based on a true story about a British teenager who allegedly poisoned family, friends, and co-workers. Graham is highly intelligent, but completely amoral. He becomes ..."
2532,tt0079640,A semi-fictional account of life as a professional (American-style) football player. Loosely based on the Dallas Cowboys team of the early 1970s.
2533,tt0112818,"A nun, while comforting a convicted killer on death row, empathizes with both the killer and his victim's families."
2534,tt0077928,"Billy Hayes, an American college student, is caught smuggling drugs out of Turkey and thrown into prison."
2535,tt0100519,Two minor characters from the play 'Hamlet' stumble around unaware of their scripted lives and unable to deviate from them.
2536,tt0066495,"In 1920s Soviet Russia, a fallen aristocrat, a priest and a con artist search for a treasure of jewels hidden inside one of twelve dining chairs, lost during the revolution."
2537,tt0468569,"When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice."
2538,tt0106598,Aliens with conical crania crash-land on Earth.
2539,tt0318411,Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.
2540,tt0199753,"Astronauts, and their robotic dog AMEE (Autonomous Mapping Evaluation and Evasion), search for solutions to save a dying Earth by searching on Mars, only to have the mission go terribly awry."
2541,tt0100680,A struggling widow falls in love with an illiterate short-order cook whom she teaches to read and write in her kitchen each night.
2542,tt0047296,An ex-prize fighter turned longshoreman struggles to stand up to his corrupt union bosses.
2543,tt0101020,"A romantic and action packed story of three best friends, a group of high end art thieves, who come into trouble when a love-triangle forms between them."
2544,tt0107438,"The dogs can talk at a family of 4, where mom loses her job the same day dad gets a job as pilot for a cute, single boss."
2545,tt0116277,An all star baseball player becomes the unhealthy focus of a down on his luck salesman.
2546,tt0408664,"In a small Tokyo apartment, twelve-year-old Akira must care for his younger siblings after their mother leaves them and shows no sign of returning."
2547,tt0110395,"A small time crook flees to Mexico to evade the authorities, loan sharks and his murderous ex-partner with only his fiancé and a trusted Colt .45."
2548,tt0071746,"The story of acerbic 1960s comic Lenny Bruce, whose groundbreaking, no-holds-barred style and social commentary was often deemed by the Establishment as too obscene for the public."
2549,tt0322023,An ex-pop singer kills her much-hated husband to be with her young lover. Her daughter plots Electra-like revenge.
2550,tt0120177,"An elite mercenary is killed, but comes back from Hell as a reluctant soldier of the Devil."
2551,tt0395699,"Having recovered from wounds received in a failed rescue operation, Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains in the kids' house."
2552,tt0144142,A young woman goes in search of her midlife crisis suffering husband who left her.
2553,tt0286112,A young Shaolin follower reunites with his discouraged brothers to form a soccer team using their martial art skills to their advantage.
2554,tt0278500,"In 1890s London, two friends use the same pseudonym (""Ernest"") for their on-the-sly activities. Hilarity ensues."
2555,tt0094898,"An extremely pampered African Prince travels to Queens, New York, and goes undercover to find a wife that he can respect for her intelligence and will."
2556,tt0201776,Biopic of notorious Mitchell Brothers who opened up a successful San Francisco strip club and thriving porn business that lead to a downward spiral of power and greed.
2557,tt0099165,"After his mistress runs over a young teen, a Wall Street hotshot sees his life unravel in the spotlight and attracting the interest of a down and out reporter."
2558,tt0432291,"A thick mist full of vengeful spirits haunts a prosperous island town off the coast of Oregon, as its inhabitants try to learn their town's dark secret in order to stop it."
2559,tt0283026,A high school senior with a promising swimming career has a one-night stand with consequences.
2560,tt0053779,A series of stories following a week in the life of a philandering paparazzo journalist living in Rome.
2561,tt0116040,Disaster in a New York tunnel as explosions collapse both ends of it. One hero tries to help the people inside find their way to safety.
2562,tt0067372,A ruthlessly ambitious Scottish lord seizes the throne with the help of his scheming wife and a trio of witches.
2563,tt0051378,"A self-assured businessman murders his employer, the husband of his mistress, which unintentionally provokes an ill-fated chain of events."
2564,tt0067116,A pair of NYC cops in the Narcotics Bureau stumble onto a drug smuggling job with a French connection.
2565,tt0100240,A young boy with a distant father enters a world of make-believe and magic through a portal within an antique book.
2566,tt0101912,"Johnny has just been released from prison, and gets a job in a café beside waitress Frankie. Frankie is a bit of a loner, but Johnny is determined their romance will blossom."
2567,tt0091480,A beautiful but shy shepherdess plots vengeance on the men whose greedy conspiracy to acquire her father's land caused his death years earlier.
2568,tt0384537,"A woman, Rose, goes in search for her adopted daughter within the confines of a strange, desolate town called Silent Hill."
2569,tt0091188,A food writer pregnant with her second baby finds out her husband is having an affair.
2570,tt0279111,"The rise and fall of legendary war hero Thomas ""Stonewall"" Jackson as he leads the Confederacy to great success against the Union from 1861 to 1863."
2571,tt0298228,"A contemporary story of love, rejection and triumph as a young Maori girl fights to fulfill a destiny her grandfather refuses to recognize."
2572,tt0101373,"Martin and Hazel Quarrier are small-town fundamentalist missionaries sent to the jungles of South America to convert the Indians. Their remote mission was previously run by the Catholics, ..."
2573,tt0082200,A hard-nosed Chicago journalist has an unlikely love affair with an eagle researcher.
2574,tt0044081,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.
2575,tt0127723,Multicharacter teenage comedy about high school graduates with different agenda of life on graduation night.
2576,tt0205873,"A remote Australian community, populated by quirky characters, plays a key role in the first Apollo moon landing."
2577,tt0454824,"The adventures of the Lafayette Escadrille, young Americans who volunteered for the French military before the U.S. entered World War I, and became the country's first fighter pilots."
2578,tt0063056,"During World War II, an American pilot and a marooned Japanese navy captain are deserted on a small uninhabited island in the Pacific Ocean. There, they must cease their hostility and cooperate if they want to survive, but will they?"
2579,tt0114663,"In an unexplained act of charity, Jeanne Holman, picks up an injured, apparent tramp and takes him home to care for him little realizing who he was, or the effect he would have on her life and those of her family."
2580,tt0276501,"A seventeen-year-old country boy working in Beijing as a courier has his bicycle stolen, and finds it with a schoolboy his age."
2581,tt0091790,A poor girl must choose between the affections of dating her childhood sweetheart or a rich but sensitive playboy.
2582,tt0329774,"Darius Stone, a new agent in the xXx program, is sent to Washington, D.C. to stop a coup attempt against the President of the United States."
2583,tt0090670,"In 1978 Pennsylvania, an absentee father is reacquainted with his estranged teenage sons who become intrigued with his romanticized life of crime."
2584,tt0265662,A Texas baseball coach makes the major league after agreeing to try out if his high school team made the playoffs.
